"Gene","ENTREZID"
"PCYT2","5833"
"SARS2","54938"
"HDAC10","83933"
"KDM5C","8242"
"ADAM32","203102"
"ATP6V1G1P3","100462838"
"HNRNPUL1","11100"
"ATF7","11016"
"RPL7","6129"
"MCCC1","56922"
"TMEM18-DT","105373354"
"OR55B1P","390030"
"CASP1","834"
"CPEB4","80315"
"KCTD21","283219"
"FBXO36","130888"
"NUTM2A-AS1","728190"
"SLC44A4","80736"
"CACYBPP2","644877"
"H3C10","8357"
"FAM118B","79607"
"NDUFAF1","51103"
"PDLIM4","8572"
"NBEAP1","606"
"YTHDF2P1","400209"
"BCAS4","55653"
"THOC3","84321"
"EIF4A3","9775"
"AMDHD1","144193"
"RN7SL698P","106481113"
"SKI","6497"
"GPR160","26996"
"ARHGEF35-AS1","101928605"
"NECTIN3","25945"
"CDK13-DT","112267983"
"ARHGEF2","9181"
"JADE1","79960"
"RNPS1","10921"
"EIF5AL1","143244"
"PRR13P2","106480303"
"IGLL1","3543"
"AK4P3","645619"
"DZANK1","55184"
"ARHGEF19","128272"
"MED26","9441"
"FTCDNL1","348751"
"ALDH1L2","160428"
"COL2A1","1280"
"DIS3L2","129563"
"N6AMT1","29104"
"SERPINF2","5345"
"CNOT3","4849"
"DCTN6","10671"
"LINC01252","338817"
"MT-TK",NA
"FER1L5","90342"
"FAM126B",NA
"LINC01006",NA
"NASPP1","282694"
"PGM2L1","283209"
"SLC39A1","27173"
"LYZ","4069"
"GRHL3","57822"
"SMURF1","57154"
"NOL4L","140688"
"CDC42EP4","23580"
"AIF1L","83543"
"C1orf74","148304"
"NRBF2P6","730069"
"JUN","3725"
"POLR1C","9533"
"TES","26136"
"NFIB","4781"
"WDR37","22884"
"RPS26P47","400156"
"CFDP1","10428"
"DOC2A","8448"
"MYOCD","93649"
"SDAD1P2","400836"
"CERS1","10715"
"MARCO","8685"
"UHRF1","29128"
"ANKRD30A","91074"
"OXA1L-DT","105370404"
"PALLD","23022"
"FAM83F","113828"
"IKZF4","64375"
"SERPINA1","5265"
"TRIM28","10155"
"MIR497HG","100506755"
"PATZ1","23598"
"ANKRD18A","253650"
"HRC","3270"
"BTG1-DT","101928617"
"PLXDC1","57125"
"DMAC2L","27109"
"SLC25A5","292"
"MTG2","26164"
"REM1","28954"
"CCDC102A","92922"
"FANK1","92565"
"TTLL12","23170"
"ABL1","25"
"ONECUT3","390874"
"HCLS1","3059"
"DHDH","27294"
"LGALS7B","653499"
"ZNF296","162979"
"RECK","8434"
"SYNM","23336"
"TMC3-AS1","101929655"
"RSPH9","221421"
"GSAP","54103"
"COL4A6","1288"
"GAPDH","2597"
"ZNF32-AS2","414208"
"SHOX2","6474"
"TMPRSS11F","389208"
"EMC3-AS1","442075"
"ASAP2","8853"
"ASIC4-AS1","105373885"
"EPS8L2","64787"
"RN7SKP230","106479197"
"SPSB1","80176"
"DLGAP4-AS1","101926987"
"RMDN1","51115"
"RNF26","79102"
"DNMT3B","1789"
"EXOG","9941"
"DLGAP2","9228"
"LCA5L","150082"
"RNU6-118P","106479618"
"DR1","1810"
"ASH1L-AS1","645676"
"AKR1B1","231"
"PARD3","56288"
"WASF3-AS1","100874061"
"LINC00511","400619"
"ADAMTS1","9510"
"MAPK10","5602"
"HSD17B7P2","158160"
"SIAH1","6477"
"LINC02694","400359"
"CNNM3","26505"
"HNRNPLP1","442157"
"LINC00092","100188953"
"XYLT1","64131"
"ZNF101P2","730190"
"RIBC1","158787"
"RAB7B","338382"
"GK4P","2716"
"HEXIM1","10614"
"CDK14","5218"
"HECW1","23072"
"ZNF571-AS1","100507433"
"HNRNPA1P2","100131609"
"DNAAF11","23639"
"NBPF19","101060226"
"RN7SL851P","106480537"
"PYGO1","26108"
"TAB1","10454"
"MIR4453HG","54553"
"EPHA4","2043"
"IMMP1L","196294"
"VTN","7448"
"TTLL6","284076"
"TRPM8","79054"
"TLCD4-RWDD3","100527978"
"PGA5","5222"
"MCM7","4176"
"C22orf31","25770"
"SNORD6","692075"
"C5orf34","375444"
"TSPAN5","10098"
"SNHG21","100505616"
"BCL2L1-AS1","105372589"
"PPP2CA","5515"
"MTND5P25","100873263"
"SGPL1","8879"
"IER5L","389792"
"IFITM3P6","643058"
"POFUT1","23509"
"SPATA22","84690"
"RFLNB","359845"
"MAS1","4142"
"PRICKLE4","29964"
"MKLN1-AS","100506881"
"SOX2-OT","347689"
"ANKRD11P2","100419906"
"RAB33B-AS1","107984036"
"PDE1C","5137"
"NDUFA5","4698"
"HMGB1","3146"
"TEX30","93081"
"PLA2G12AP1","100420258"
"ZNF300","91975"
"TMEM254-AS1","219347"
"RPS18P9","645958"
"LTK","4058"
"ST7","7982"
"C1S","716"
"CHD1-DT","102724810"
"TMEM35B","100506144"
"NKAIN3","286183"
"MIR3680-1","100500917"
"TOX","9760"
"PEX11B","8799"
"LINC00923","91948"
"RHOU","58480"
"P3H4","10609"
"FNBP1P1","100533642"
"SPATA9","83890"
"TMEM177","80775"
"WFDC1","58189"
"FAM229B","619208"
"HVCN1","84329"
"SREK1IP1","285672"
"IGFLR1","79713"
"COA1","55744"
"CPLANE2","79363"
"C1orf21","81563"
"C6orf226","441150"
"PLXNA3","55558"
"ETV1","2115"
"MAFB","9935"
"PRDM1","639"
"NOXRED1","122945"
"LINC01337","103689917"
"ACP1","52"
"C3orf20","84077"
"EIF1AXP1","280661"
"TEKT2","27285"
"LINC01600","154386"
"SLC39A13","91252"
"TPK1","27010"
"GPR173","54328"
"EEF1DP7","100422656"
"LYPD4","147719"
"ATL1","51062"
"ST3GAL5","8869"
"CYP4F2","8529"
"CGGBP1","8545"
"GTF3C6P2","644563"
"SLC35E3","55508"
"SCN11A","11280"
"THEGL","100506564"
"MTO1","25821"
"UQCRC1","7384"
"FAM95B1","100133036"
"TPTEP1","387590"
"GNRHR","2798"
"SP100","6672"
"TTLL7","79739"
"HSPA8","3312"
"IL4R","3566"
"MT-TS2",NA
"DNAJC3-DT","100289274"
"ZNF862","643641"
"NEURL1","9148"
"MIDN","90007"
"SCIMP","388325"
"TRH","7200"
"HERC2P3","283755"
"S1PR2","9294"
"CEBPG","1054"
"TRPS1","7227"
"FSD2","123722"
"RHOH","399"
"GASK1B-AS1","285505"
"NUCB2","4925"
"FCER1G","2207"
"C2orf68","388969"
"FAM86JP","100125556"
"HMGN2P4","643744"
"ZSWIM8","23053"
"MAML3","55534"
"DISC1","27185"
"MRPS36","92259"
"THOC1-DT","119139900"
"MSI2","124540"
"PLA2G4C","8605"
"CDK19","23097"
"PRH2","5555"
"PPP1R1B","84152"
"TMEM72","643236"
"CCNA2","890"
"TUBGCP2","10844"
"RNU7-143P","106479078"
"ZNF470","388566"
"POU2F1","5451"
"GPR150","285601"
"DIDO1","11083"
"MYLK3","91807"
"RWDD4P2","647009"
"MIR4477B","100616194"
"SLC25A15","10166"
"YLPM1","56252"
"SAMD10","140700"
"CELF3","11189"
"SNORA65","26783"
"POLR2M","81488"
"CBX1P1","645251"
"PDCD11","22984"
"PAPPA","5069"
"RTCA","8634"
"SIGLEC9","27180"
"ASAH1","427"
"NDUFV2P1","4730"
"SMOX","54498"
"KIF5A","3798"
"TTLL1-AS1","100506679"
"TMEM106A","113277"
"ARHGEF5","7984"
"UGCG","7357"
"CRLF2","64109"
"PPP2R1A","5518"
"MRTFB","57496"
"IGBP1-AS1","100873991"
"SOX21-AS1","100507533"
"RPS3AP25","645968"
"EIF4EBP3","8637"
"PLCG1-AS1","101927117"
"ORAI3","93129"
"LPXN","9404"
"LINC00342","150759"
"RUSC2","9853"
"PRKCE","5581"
"FNDC11","79025"
"CDK6","1021"
"EIF2A","83939"
"RARS1","5917"
"AGTR1","185"
"ZNF516-AS1","101927989"
"ITGA6","3655"
"ICMT","23463"
"IMPDH1P8","131961"
"FCHSD1","89848"
"FAT3","120114"
"MT-CO1",NA
"RNF144B","255488"
"PSMG3-AS1","114796"
"BET1L","51272"
"ZDHHC8","29801"
"GGPS1","9453"
"ZSWIM4","65249"
"MTIF2","4528"
"WDR86","349136"
"MED10","84246"
"BMP8A","353500"
"MYOT","9499"
"GPT2","84706"
"NMU","10874"
"C3orf86",NA
"DRC1","92749"
"RPL29P14","100270974"
"CMAHP","8418"
"MRPS17","51373"
"DHX35-DT","119545624"
"ATP1A3","478"
"RSPH4A","345895"
"HSPA1B","3304"
"SPECC1-DT","119545627"
"SLC4A7","9497"
"SNX18","112574"
"NHLRC1","378884"
"TTC3P1","286495"
"IGF2-AS","51214"
"DPAGT1","1798"
"DNAH10","196385"
"EMD","2010"
"S100A14","57402"
"TMEM71","137835"
"B4GALNT3","283358"
"USP18","11274"
"POFUT2","23275"
"DNALI1","7802"
"WARS2-AS1","101929147"
"PLXNB1","5364"
"GEMIN7","79760"
"TTC31","64427"
"ZNF44","51710"
"GSTM4","2948"
"PRDM8","56978"
"PPIL6","285755"
"PID1","55022"
"TREML2","79865"
"PNMA2","10687"
"TPCN1","53373"
"MIR762HG","101928736"
"SKAP1","8631"
"DPH1","1801"
"LINC02551","100507431"
"UCK2","7371"
"COBL","23242"
"ENTPD1-AS1","728558"
"PRADC1P1","645571"
"PRKAR2A-AS1","100506637"
"THPO","7066"
"SAP30","8819"
"WDR5-DT","118568806"
"PDE6G","5148"
"GID8","54994"
"ANKRD20A11P","391267"
"HNRNPH1P1","100132803"
"LPCAT2","54947"
"MTHFD2P7","442098"
"RAD51-AS1","100505648"
"JHY","79864"
"NDRG2","57447"
"PRRT2","112476"
"MRPL50","54534"
"SP8","221833"
"ADGRV1","84059"
"TMEM254","80195"
"ADA","100"
"AADAT","51166"
"PBX2P1","5088"
"KCNV1","27012"
"COX16","51241"
"GUSBP9","118126072"
"LTV1","84946"
"PIK3CG","5294"
"AP4S1","11154"
"CNKSR1","10256"
"SULT1C4","27233"
"FBXO24","26261"
"TNPO3","23534"
"ZNF487","642819"
"APOB","338"
"RNF44","22838"
"ZBTB5","9925"
"RN7SL724P","106479487"
"PSMB9","5698"
"ENPP2","5168"
"DDX39BP2","100048923"
"STXBP1","6812"
"PRB2","653247"
"RSF1-IT1","100874308"
"TCTA","6988"
"CHRDL2","25884"
"RTCB","51493"
"ZNNT1","115830329"
"EDARADD","128178"
"CDH24","64403"
"GNA15-DT","100996351"
"MRFAP1L1","114932"
"LINC00470","56651"
"TCF4","6925"
"PPP1R35-AS1","101927632"
"NDUFC1","4717"
"SERBP1P1","389866"
"LINC02878","286076"
"PROSER2","254427"
"DTL","51514"
"RPS7P11","644315"
"ADH6","130"
"PORCN","64840"
"DAD1","1603"
"COPS6","10980"
"RPN2","6185"
"LINC00963","100506190"
"NUDT22","84304"
"CCL26","10344"
"ARMC2","84071"
"ERVK3-1","105372481"
"CDK2AP1","8099"
"PKD1P2","283955"
"POM121L6P","729392"
"KIF3C","3797"
"NUP50P1","145375"
"RPS7P1","388363"
"LPAL2","80350"
"SPRYD3","84926"
"LINC00345","105370208"
"INPP5D","3635"
"UBE2D2","7322"
"FADS3","3995"
"ZNF569","148266"
"HNRNPA3P3","643689"
"TFPI","7035"
"KIAA0825","285600"
"SLC4A8","9498"
"PABPN1P1","100420758"
"INO80B","83444"
"EBLN2","55096"
"EIF4E1B","253314"
"CBLN3","643866"
"EIF4E2","9470"
"FAM185A","222234"
"CSKMT","751071"
"CNPY2-AS1","112268098"
"TIPIN","54962"
"DTNA","1837"
"COL9A3","1299"
"SCYL2P1","100420110"
"IGHMBP2","3508"
"MAPK6-DT","112543478"
"NPIPB7","440350"
"ZNF101","94039"
"EMC1","23065"
"BNC2","54796"
"MKNK1-AS1","100507423"
"MYCT1","80177"
"RPSAP12","387867"
"PLCH1","23007"
"RNU6-945P","106479984"
"PPA2","27068"
"LINC01451","401561"
"IL10RA","3587"
"ATP6V0A1","535"
"ACCS","84680"
"RTCA-AS1","100506007"
"FZD9","8326"
"CDKN3","1033"
"RAB11FIP1P1","646080"
"PCNX1","22990"
"SLC16A13","201232"
"VNN2","8875"
"CDC16","8881"
"CDH4","1002"
"CA11","770"
"TTC34","100287898"
"LZIC","84328"
"FLI1","2313"
"GGT5","2687"
"CSPG4","1464"
"SLC2A10","81031"
"MTFP1","51537"
"NPIPB10P","730153"
"CA7","766"
"SMG1P5","595101"
"FOCAD","54914"
"ACAT1","38"
"HLA-C","3107"
"P2RY6","5031"
"ZC3H10","84872"
"CLCF1","23529"
"ADAM12","8038"
"ATP5F1C","509"
"SLC9A1","6548"
"CHD6","84181"
"SNAPC5","10302"
"SMIM38","107984345"
"LINC01138","388685"
"COPRS","55352"
"EIF4G1","1981"
"PCBP4","57060"
"CPNE5","57699"
"RBM5","10181"
"COL4A2","1284"
"MMD","23531"
"GDF11","10220"
"GSDME","1687"
"ZDHHC19","131540"
"MIR4441","100616493"
"RGS2","5997"
"PSMB2","5690"
"BRAF","673"
"EMC7","56851"
"C3orf70","285382"
"C1orf226","400793"
"TF","7018"
"NANP","140838"
"TSPY26P","128854"
"TNS3","64759"
"CRHBP","1393"
"MGAT1","4245"
"NOL10","79954"
"EIF5AP4","642592"
"MXRA7","439921"
"ELOVL7","79993"
"ZNF17","7565"
"FBXL17","64839"
"PTEN","5728"
"TRBV30","28557"
"CLCNKA","1187"
"HMGCL","3155"
"OR7E128P","81175"
"OVCH1-AS1","101055625"
"CHMP3","51652"
"RIC8A","60626"
"ROBO3","64221"
"RANBP17","64901"
"USP32P2","220594"
"ZNF561-AS1","284385"
"ZNF275","10838"
"SLC1A4","6509"
"NKX6-3","157848"
"HSPD1P11","100359396"
"HMGB1P1","10357"
"ATOX1","475"
"PKN2-AS1","101927891"
"E2F4","1874"
"EML5","161436"
"ZNF699","374879"
"FBXO42","54455"
"FPGT-TNNI3K","100526835"
"LILRB2","10288"
"ATP8B2","57198"
"ZBTB24","9841"
"LINC02055","107986980"
"MTA1","9112"
"NHSL1","57224"
"CDAN1","146059"
"LINC01278","92249"
"PAIP1P1","100421582"
"ZSCAN25","221785"
"MRPL45","84311"
"LILRB4","11006"
"RABIF","5877"
"SRC","6714"
"PITPNM1","9600"
"FDPSP4","2228"
"HMGB1P3","10356"
"TMEM127","55654"
"MT-ND6",NA
"GLT8D1","55830"
"RNF14","9604"
"ARHGAP35","2909"
"ARHGDIA","396"
"TOM1L2","146691"
"NPM1P6","4875"
"SYPL1","6856"
"PRSS36","146547"
"HMCN2","256158"
"PPP4R1L","55370"
"AMPD2","271"
"LAMA4","3910"
"SIAH2","6478"
"POLR3DP1","100422384"
"PREX1","57580"
"SRP14P3","111644142"
"COL14A1","7373"
"SGIP1","84251"
"PMEL","6490"
"ICA1L","130026"
"SLC29A2","3177"
"NDRG4","65009"
"PRKCH-AS1","121233923"
"CCDC183","84960"
"CTAGE3P","220112"
"MACO1","55219"
"SNORA73B","26768"
"HAS1","3036"
"ATP6V1G2","534"
"NBR1","4077"
"PLD2","5338"
"RTL10","79680"
"C19orf81","342918"
"ACSM3","6296"
"PRSS27","83886"
"SNCA","6622"
"ATG4A","115201"
"HRH2","3274"
"GMPR2","51292"
"SMIM22","440335"
"GNG4","2786"
"ERICH4","100170765"
"INPP4A","3631"
"RPL13AP12","100271277"
"XKR5","389610"
"DOCK9-DT","100861541"
"GIPC3","126326"
"PXDC1","221749"
"SPDYE18","100505767"
"MEG3","55384"
"TMEM248","55069"
"GIMAP8","155038"
"RN7SL589P","106479438"
"HOXA10","3206"
"NAIF1","203245"
"NPM1P24","100422312"
"SKIDA1","387640"
"NLRP2","55655"
"NUCKS1","64710"
"MORN4","118812"
"CYP7B1","9420"
"UBB","7314"
"OSBP2","23762"
"AMMECR1L","83607"
"TPSB2","64499"
"ZNF467","168544"
"S1PR1","1901"
"PTGER3","5733"
"CYP27A1","1593"
"FTH1","2495"
"MYLPF",NA
"GRIP1","23426"
"KCNQ2","3785"
"HSPA12A","259217"
"C10orf88B","399815"
"S1PR3","1903"
"UBQLN4P1","285329"
"SNRK-AS1","100873954"
"HNRNPA1P4","389674"
"KCTD10","83892"
"RPL5P24","100270841"
"UBE2Q2L",NA
"RYR2","6262"
"AFAP1L2","84632"
"TBC1D8-AS1","100506286"
"LINC02033","105377031"
"COX7A2L","9167"
"BTG3-AS1","110806272"
"PGD","5226"
"C9orf163","158055"
"CACNA1C-AS1","100652846"
"C8orf88","100127983"
"EEF1AKMT3","25895"
"LINC02604","644794"
"CORO6","84940"
"FGD6","55785"
"LTBR","4055"
"MASP2","10747"
"MAP4K3-DT","728730"
"MATR3","9782"
"CPT1B","1375"
"WBP1","23559"
"FAM189B",NA
"NCBP2-AS1","100874001"
"SPACA3","124912"
"LINC00680","106660612"
"PPM1M","132160"
"TBC1D10C","374403"
"SETMAR","6419"
"SLC6A19","340024"
"FNDC4","64838"
"GPR199P","653160"
"SLC7A8","23428"
"LINC00499","100874047"
"SLC51A","200931"
"BCAR3","8412"
"MOK","5891"
"OTUD3","23252"
"ADAMTS13","11093"
"SMIM2-AS1","101929212"
"LINC01597","400841"
"CPEB3","22849"
"SLC18B1","116843"
"SPATA13","221178"
"IPP","3652"
"LRRC2-AS1","83598"
"HMCN1","83872"
"MBD3L3","653657"
"MAGED1","9500"
"PHF19","26147"
"DRAXIN","374946"
"SLC4A3","6508"
"EIF3H","8667"
"GSE1","23199"
"LIPH","200879"
"PRRG4","79056"
"CKS1B","1163"
"MARCKS","4082"
"CD79A","973"
"EFNA3","1944"
"TBC1D8","11138"
"CCRL2","9034"
"ZNF740","283337"
"SLC33A1","9197"
"RNF5","6048"
"TOX4","9878"
"OSGIN1","29948"
"ABCC11","85320"
"TPSG1","25823"
"ITGA3","3675"
"DDX27","55661"
"PIK3IP1-DT","101929760"
"ARHGAP8","23779"
"DHRS9","10170"
"LINC00426","100188949"
"RBM25-AS1","105370560"
"CYP2E1","1571"
"YEATS2-AS1","100874113"
"ZNF782","158431"
"PPP1R26","9858"
"NOTCH4","4855"
"TBC1D10A","83874"
"HADHAP1","3031"
"CYP51A1","1595"
"TRIM13","10206"
"FCER1A","2205"
"L1CAM","3897"
"FTLP14","100462794"
"H3C1","8350"
"CAMK2A","815"
"LINC00665","100506930"
"DFFB","1677"
"NR1I2","8856"
"COL13A1","1305"
"SLC12A5","57468"
"TMEM30A","55754"
"RBM34","23029"
"NPIPA2","642799"
"JPT2","90861"
"GRIA1","2890"
"FLJ40194","124871"
"RNU7-57P","100151652"
"CNPY4","245812"
"FFAR3","2865"
"UBIAD1","29914"
"SRSF12","135295"
"NSMCE1-DT","400512"
"MIER2","54531"
"GNAI2","2771"
"BCO2","83875"
"TSPAN7","7102"
"RBM17P4","100128974"
"STAU2-AS1","100128126"
"PLCG2","5336"
"ARHGAP32","9743"
"LINC02912","641384"
"MYL12BP1","645094"
"CAGE1","285782"
"CIAO1","9391"
"ZFP3","124961"
"RPL23AP90","106480690"
"SLC25A19","60386"
"LGALS4","3960"
"PAXIP1-AS2","100132707"
"ADARB1","104"
"NOVA2","4858"
"ASCL3","56676"
"SLC25A39P1","100420877"
"HHIP","64399"
"IK","3550"
"MIR126","406913"
"LINC01291","102724515"
"ACOX3","8310"
"PGF","5228"
"HLA-F-AS1","285830"
"ZNF460-AS1","105372476"
"ABCC2","1244"
"OR2T8","343172"
"ACRV1","56"
"RPL37AP1","140717"
"ZNF16","7564"
"MIR3681HG","100506457"
"MTHFD2L","441024"
"HNRNPA1P8","402562"
"H4-16",NA
"EIF4E3","317649"
"LINC01485","101928154"
"YWHAB","7529"
"CD47","961"
"ING1","3621"
"ASPN","54829"
"PDE6B","5158"
"NPIPA9","105376752"
"FANCC","2176"
"MACF1","23499"
"TRIM47","91107"
"RASA4CP","401331"
"C6orf223",NA
"AMT","275"
"ZBTB44-DT","646383"
"ZNF555","148254"
"ZNF841","284371"
"CRYBA4","1413"
"ADAM23","8745"
"JPX","554203"
"FER1L4","80307"
"RUVBL1-AS1","100874089"
"MTFR2","113115"
"ECE1","1889"
"RAB24","53917"
"SOCS1","8651"
"RPL18AP7","100133038"
"RPSAP36","100128888"
"MC1R","4157"
"SMURF2","64750"
"SLC16A7","9194"
"LRRC56","115399"
"PLAC9","219348"
"PHF11","51131"
"FAM151B","167555"
"PLIN5","440503"
"GAPT","202309"
"RIT1","6016"
"CHIT1","1118"
"UBR5-DT","101927221"
"MAP3K19","80122"
"DNMBP","23268"
"ACSS2","55902"
"MT-ND1",NA
"RPL23AP64","649946"
"SARNP","84324"
"RAC3","5881"
"DNAH6","1768"
"CMTR1","23070"
"LINC00892","100128420"
"ERO1B","56605"
"DAB2IP","153090"
"FAM86HP","729375"
"SNORD15B","114599"
"SNX18P9","644576"
"ANP32C","23520"
"LAMC3","10319"
"SRGAP1","57522"
"ARHGAP27P1-BPTFP1-KPNA2P3","109286553"
"PHETA1","144717"
"FRK","2444"
"RPL13AP6","644511"
"ITPKA","3706"
"FAM222B","55731"
"UBASH3B","84959"
"SBNO1-AS1","112268105"
"CRAT","1384"
"ALPK1","80216"
"ZNF77","58492"
"CCDC188","388849"
"ZNF587B","100293516"
"PTENP1-AS","101243555"
"ZNF114","163071"
"LRRK1","79705"
"HSPE1P3","100507046"
"NXN","64359"
"ESAM","90952"
"C11orf71","54494"
"FBXL22","283807"
"PHLDB3","653583"
"H2AZ1-DT","256880"
"KCNQ4","9132"
"WDR5B-DT","102723582"
"WAKMAR2","100130476"
"UMAD1","729852"
"WIZ","58525"
"MX2","4600"
"EID3","493861"
"PRR14L","253143"
"NOX5","79400"
"ATP5MC3","518"
"CDKL5","6792"
"KREMEN1","83999"
"PTGER4","5734"
"KLHL15","80311"
"AAK1","22848"
"CHN2","1124"
"ALOX15B","247"
"GNG8","94235"
"CFAP52","146845"
"ADNP-AS1","101927631"
"SNORA33","594839"
"TBCEL-TECTA","116804918"
"CRYAB","1410"
"LMO3","55885"
"PEDS1","387521"
"RGS17P1","100128628"
"REEP1","65055"
"GRPEL1","80273"
"FASTKD3","79072"
"RPS15AP29","100128863"
"PLEKHN1","84069"
"PTMAP12","728026"
"VSIG10","54621"
"BCL2A1","597"
"ADD2","119"
"CALHM6","441168"
"LDAF1","57146"
"TOLLIP-DT","255512"
"STAG3L5P-PVRIG2P-PILRB","101752399"
"CDK5","1020"
"ACER2","340485"
"SNRPGP10","100130289"
"DNAJB5-DT","101926900"
"NCK1-DT","101927597"
"LINC01191","440900"
"CNNM3-DT","100506036"
"ZXDB","158586"
"RPL23AP20","645962"
"POLR1A","25885"
"UBAC2","337867"
"AP1S3","130340"
"MCEE","84693"
"C2orf88","84281"
"MPP7","143098"
"COX10","1352"
"TMEM88","92162"
"TRIOBP","11078"
"KDSR","2531"
"ZNF829","374899"
"SRL","6345"
"PAX6","5080"
"CD22","933"
"MBOAT1","154141"
"DLL4","54567"
"B3GNT4","79369"
"IL22","50616"
"TMEM17","200728"
"CFL1","1072"
"IFI44L","10964"
"NUAK2","81788"
"RNA5SP204","100873465"
"ADK","132"
"LINC00824","101927774"
"B3GNT9","84752"
"GPBP1","65056"
"GLTP","51228"
"SOX4","6659"
"MICU3","286097"
"NRADDP","100129354"
"OTULIN","90268"
"CSMD1","64478"
"ABCB6","10058"
"MFSD1","64747"
"RUNDC3A-AS1","101926996"
"PARD6A","50855"
"OR13G1","441933"
"CRABP2","1382"
"PROK2","60675"
"CT66","100507468"
"SNX19","399979"
"PDGFRB","5159"
"MRPL22","29093"
"SCN8A","6334"
"TMEM263","90488"
"INO80D","54891"
"UTP11","51118"
"USP42","84132"
"MRPL32","64983"
"FAM110D","79927"
"LINC01768","107985167"
"HDAC1","3065"
"CASP2","835"
"DUSP8","1850"
"PLD3","23646"
"DMD","1756"
"TOR1B","27348"
"BCAS1","8537"
"THOC7-AS1","100874039"
"IRAK1BP1","134728"
"DFFBP1","100422581"
"ANGPTL4","51129"
"GTF2IP14","106481735"
"RFX3-AS1",NA
"RGL3","57139"
"CHMP1B2P","101060146"
"ARPC1B","10095"
"ADIRF-AS1","100133190"
"NAPA","8775"
"GAPDHP61","729403"
"CILK1","22858"
"MLXIPL","51085"
"ZNF562","54811"
"CACNA1I","8911"
"KHDC1-AS1","120766141"
"C12orf73",NA
"CFAP74","85452"
"SLC25A23","79085"
"RYKP1","6260"
"MST1L","11223"
"TRMT5","57570"
"LYRM4-AS1","100129461"
"BCKDK","10295"
"TAT-AS1","100132529"
"SIGMAR1","10280"
"TMBIM4","51643"
"FNBP1","23048"
"PIGP","51227"
"HDAC9","9734"
"TIMM21","29090"
"ITPRID2-DT","119863860"
"CHKB-DT","100144603"
"SENCR","100507392"
"EFHC1","114327"
"NTNG2","84628"
"KCNJ11","3767"
"KAT5","10524"
"ZKSCAN7","55888"
"MYG1","60314"
"SBK2","646643"
"CD300C","10871"
"AXDND1","126859"
"FKBP4","2288"
"IGHV3-74","28408"
"LAMTOR5-AS1","101410535"
"ACE","1636"
"RUFY4","285180"
"SEPTIN14P4","107105266"
"NLGN2","57555"
"HES5","388585"
"CCDC30","728621"
"RASA3","22821"
"ZNF341","84905"
"SAFB2","9667"
"RAD50","10111"
"EAF1-AS1","100873956"
"SRP14P2","111644132"
"NAT10","55226"
"REXO5","81691"
"CGNL1","84952"
"ZNF85","7639"
"ABCB10","23456"
"TMEM209","84928"
"ANKRD46","157567"
"LINC00632","286411"
"MBNL1-AS1","401093"
"RFESD","317671"
"FCGR2A","2212"
"MT-TW",NA
"ADAP2","55803"
"SRGAP2","23380"
"UQCRC2","7385"
"AKAP3","10566"
"PSMD7-DT","101928035"
"OR10H1","26539"
"NOP58","51602"
"NOMO1","23420"
"DCAF4L1","285429"
"FAM174B","400451"
"LINC00526","147525"
"NUDCP2","10789"
"KRT8P33","100418737"
"LINC01852","107984773"
"ANGPTL7","10218"
"COG2","22796"
"PMS2P1","5379"
"LINC00506","100846978"
"HADH","3033"
"CKAP4","10970"
"GRIN2D","2906"
"TRAF3IP2","10758"
"ACTBP2","62"
"EYA3","2140"
"PIGM","93183"
"TNFSF8","944"
"DTWD2","285605"
"TINAGL1","64129"
"TANC2","26115"
"ST8SIA1","6489"
"HAVCR2","84868"
"PCSK6","5046"
"PCBD1","5092"
"GNRH2","2797"
"SEMA6A-AS1","101927233"
"PHC1P1","653441"
"CYSRT1","375791"
"MYT1L","23040"
"NDUFB4P12","402175"
"SECISBP2","79048"
"PCSK4","54760"
"ABTB2","25841"
"ALG1L10P","106479037"
"ASTE1","28990"
"ATXN10","25814"
"LINC01238","102723927"
"SRSF1","6426"
"EIF1B","10289"
"LRRC77P","646168"
"RPAP3-DT","105369748"
"HSDL1","83693"
"SENP3-EIF4A1","100533955"
"SPHK2","56848"
"PITRM1-AS1","100507034"
"TMEM14EP","645843"
"RPL36AP54","100271612"
"RPF1","80135"
"SLC1A3","6507"
"WDFY3-AS2","404201"
"MAPT","4137"
"MIR3150BHG","105375650"
"ADCY7","113"
"MTATP6P26","107075301"
"MGARP","84709"
"PPM1E","22843"
"EP300","2033"
"TCEA1P2","399511"
"RNF8","9025"
"IRAG1","10335"
"C10orf143","387723"
"KCNH5","27133"
"PDZK1P1","100034743"
"THYN1","29087"
"CSNK1G2","1455"
"SIK3","23387"
"C17orf49","124944"
"POP7","10248"
"GPS2P1","392281"
"GUSBP5","441046"
"OVCH1","341350"
"MICD","4279"
"TTI2","80185"
"STK33","65975"
"SNHG11","128439"
"FITM2","128486"
"GABARAP","11337"
"P4HA2","8974"
"GNB5","10681"
"FSTL3","10272"
"PURPL","643401"
"AOPEP","84909"
"ZNF226","7769"
"ALG10","84920"
"DEFB124","245937"
"SLC41A3-AS1","112267887"
"SEPTIN5","5413"
"GIMAP6","474344"
"PVRIG","79037"
"PRPF38AP2","100131947"
"MIR5690","100847048"
"RGP1","9827"
"SCN4A","6329"
"INTS4P2","644619"
"KLF3-AS1","79667"
"SLC8A2","6543"
"PTGES3P1","284672"
"CD80","941"
