ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
CC,GO:0042827,platelet dense granule,17,0.390984762,1.20470998,0.225,0.575557103,0.497779965,3367,"tags=41%, list=20%, signal=33%",10257/3959/55664/10447/3920/7078/6403
BP,GO:0038065,collagen-activated signaling pathway,14,-0.459516119,-1.202365925,0.225352113,0.575557103,0.497779965,4191,"tags=43%, list=25%, signal=32%",1288/1284/84959/780/1282/4921
BP,GO:0010039,response to iron ion,25,0.346599949,1.192803015,0.225225225,0.575557103,0.497779965,548,"tags=12%, list=3%, signal=12%",3091/7037/48
BP,GO:0042311,vasodilation,32,-0.367718597,-1.18744951,0.225108225,0.575557103,0.497779965,5320,"tags=38%, list=32%, signal=26%",5467/7349/3778/3779/2131/348/5997/154/4846/4883/4878/1373
BP,GO:0042044,fluid transport,19,0.365098343,1.186035964,0.225626741,0.575557103,0.497779965,1802,"tags=26%, list=11%, signal=24%",359/358/6563/51763/65010
MF,GO:0019706,protein-cysteine S-palmitoyltransferase activity,24,0.34520593,1.177747996,0.225609756,0.575557103,0.497779965,3110,"tags=29%, list=18%, signal=24%",79844/51304/23390/84885/340481/64429/55625
MF,GO:0019707,protein-cysteine S-acyltransferase activity,24,0.34520593,1.177747996,0.225609756,0.575557103,0.497779965,3110,"tags=29%, list=18%, signal=24%",79844/51304/23390/84885/340481/64429/55625
BP,GO:0033173,calcineurin-NFAT signaling cascade,36,-0.355243722,-1.171990766,0.224137931,0.575557103,0.497779965,4544,"tags=39%, list=27%, signal=28%",4773/2065/6548/374403/5336/29995/5533/9495/5598/3479/10523/1827/5725/10725
BP,GO:0007632,visual behavior,36,0.308062234,1.168473528,0.225490196,0.575557103,0.497779965,2043,"tags=22%, list=12%, signal=20%",3091/3815/3688/3156/3845/23259/8704/27020
BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,49,-0.324903867,-1.153406788,0.224657534,0.575557103,0.497779965,4462,"tags=41%, list=26%, signal=30%",2768/3725/93649/9510/9294/57447/5031/5728/6714/2771/4217/4313/1786/7015/2247/1026/3479/8013/5155/4921
BP,GO:0007004,telomere maintenance via telomerase,67,0.250971283,1.105387501,0.224899598,0.575557103,0.497779965,3111,"tags=25%, list=18%, signal=21%",80351/5981/3320/5588/140609/10728/54984/5073/55505/54464/65057/1499/54433/8658/4216/3326/545
BP,GO:0006094,gluconeogenesis,67,0.250428259,1.102995782,0.224899598,0.575557103,0.497779965,3361,"tags=34%, list=20%, signal=28%",57223/10165/3953/2026/34/5091/10776/151176/5230/57486/23411/8473/10447/230/5903/468/4191/140710/4485/1642/7874/1468/6794
BP,GO:0000165,MAPK cascade,563,-0.229238383,-1.093055515,0.224870466,0.575557103,0.497779965,3994,"tags=27%, list=24%, signal=21%",113277/7984/5518/5581/7066/5148/57447/5294/10344/1464/5031/1687/5997/673/7018/5728/11006/6714/65009/4077/4055/374403/8412/9500/23779/2771/5336/406913/153090/5734/1410/55885/5159/1850/646643/84868/10251/6352/25778/6815/7185/3480/9258/4217/553/23328/54206/5871/8322/4294/55333/5595/285016/1445/55870/2322/2064/7430/9290/9518/8692/4915/50937/222643/195827/5314/5037/5770/7867/80279/2651/2324/51231/7099/154/5608/2247/4281/10645/51135/8767/5598/55715/57556/1902/8482/3952/22881/1652/2305/388121/3479/60370/4671/1856/10298/23542/7855/221496/5071/51074/9770/23236/8550/57630/11214/11117/10333/5156/56940/10268/4920/7164/5048/255082/3606/6283/10318/8315/10371/120892/920/401265/92235/5580/10392/1848/3082/80149/4878/1843/146/4868/5795/5801/1647/4088/2264/9590/63977/2335/5008/7538/8325/5155/958/1846/4921/29969/5590/115352/4221
MF,GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,14,0.421598174,1.211574111,0.225895317,0.576051727,0.498207749,5966,"tags=71%, list=35%, signal=46%",8835/23533/1154/122809/146850/9655/84174/5296/9306/5295
MF,GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,12,0.433119844,1.209766451,0.22606383,0.576252863,0.498381704,997,"tags=25%, list=6%, signal=24%",1032/1027/1029
CC,GO:0098636,protein complex involved in cell adhesion,41,-0.340547299,-1.156203082,0.226123596,0.576252863,0.498381704,2637,"tags=27%, list=16%, signal=23%",9358/3680/58494/83700/3679/11117/3693/3912/3908/3678/3913
BP,GO:0048545,response to steroid hormone,240,0.209255548,1.101050421,0.226277372,0.576263998,0.498391335,2976,"tags=25%, list=18%, signal=21%",572/2354/6049/672/1535/7057/5066/199/7337/23376/51569/29966/1977/358/7110/5978/8031/90/3417/10728/51366/6198/11240/3717/55818/811/1668/2353/9101/8754/4734/6256/2852/79039/23411/706/808/23019/490/1536/2022/81606/7181/10474/27086/3303/7048/3931/133/6597/11315/8085/5058/10424/6502/23028/1408/6696/23205
BP,GO:0006520,cellular amino acid metabolic process,240,0.208345642,1.096262722,0.226277372,0.576263998,0.498391335,3662,"tags=28%, list=22%, signal=22%",55256/833/4677/1629/586/549/5471/51520/1615/2954/2184/159/5352/10165/56954/10955/3735/5095/2806/5832/26227/64087/55278/7263/8659/4548/51582/1892/8942/58478/2109/56474/79587/2744/191/2746/468/55258/3376/2618/138199/51078/4552/23464/2729/11315/4942/92935/36/64122/89874/27034/57494/593/1491/4357/10157/10056/493/4482/5096/2673/84842/60496/29920/5860/11112
MF,GO:0019842,vitamin binding,111,0.22648487,1.094928611,0.226666667,0.577064906,0.499084014,1752,"tags=16%, list=10%, signal=15%",793/5033/55526/23042/5066/5352/54583/5095/5091/221120/2806/10558/11212/79701/26061/4548/8942/7086
MF,GO:0001222,transcription corepressor binding,42,-0.338194154,-1.156342478,0.226832642,0.57710653,0.499120012,3388,"tags=33%, list=20%, signal=27%",58525/3065/10013/27148/2113/7704/6921/8864/8237/57649/8863/5252/9572/3280
CC,GO:0031526,brush border membrane,40,-0.342475528,-1.153571718,0.226760563,0.57710653,0.499120012,1800,"tags=30%, list=11%, signal=27%",340024/1636/140803/9429/79901/57393/6550/113235/4036/64078/22941/8884
BP,GO:0030258,lipid modification,175,-0.260139888,-1.12945891,0.226941748,0.577193749,0.499195445,3851,"tags=27%, list=23%, signal=21%",64840/3635/38/5728/1375/1571/8310/440503/1384/247/154141/3033/56848/3632/5830/619373/93492/8821/56623/239/84513/3712/8660/3952/2329/27124/57704/9162/10478/55613/215/5465/8013/8647/3667/84649/1577/1374/9896/335/5447/6483/6484/114757/240/8526/1608
BP,GO:0023035,CD40 signaling pathway,15,-0.45705302,-1.214466268,0.227488152,0.578070464,0.499953687,211,"tags=20%, list=1%, signal=20%",10758/3678/958
BP,GO:0043928,exonucleolytic catabolism of deadenylated mRNA,13,0.427879206,1.206711731,0.22739726,0.578070464,0.499953687,3658,"tags=46%, list=22%, signal=36%",22894/56915/23016/11340/9337/5393
BP,GO:0006270,DNA replication initiation,35,0.308108379,1.164624115,0.227564103,0.578070464,0.499953687,3557,"tags=40%, list=21%, signal=32%",997/11143/81620/4174/64318/9134/23649/4999/5422/25792/4683/4173/4998/11073
BP,GO:0050922,negative regulation of chemotaxis,41,0.287344929,1.121247783,0.227586207,0.578070464,0.499953687,1538,"tags=20%, list=9%, signal=18%",1991/7057/199/6480/11240/4681/6091/26228
BP,GO:2000725,regulation of cardiac muscle cell differentiation,10,-0.52164487,-1.245326661,0.227786753,0.578354805,0.500199604,1789,"tags=30%, list=11%, signal=27%",93649/1948/2648
BP,GO:0007029,endoplasmic reticulum organization,82,0.242626818,1.103641733,0.227848101,0.578354805,0.500199604,3009,"tags=27%, list=18%, signal=22%",10087/3998/375056/10959/23023/10960/64225/29927/51016/22930/55831/162427/9217/57142/25782/57003/8266/9451/284361/10328/22872/23471
BP,GO:0002673,regulation of acute inflammatory response,29,-0.373180728,-1.181131425,0.228070175,0.57872807,0.500522428,3886,"tags=31%, list=23%, signal=24%",5294/5733/2865/55829/55870/3133/7784/241/5008
BP,GO:1901623,regulation of lymphocyte chemotaxis,14,0.420886828,1.209529869,0.228650138,0.579372197,0.501079512,2387,"tags=43%, list=14%, signal=37%",6868/11240/102/4739/2185/9943
BP,GO:0009263,deoxyribonucleotide biosynthetic process,14,0.41945967,1.205428553,0.228650138,0.579372197,0.501079512,2535,"tags=29%, list=15%, signal=24%",1841/2987/1633/1635
BP,GO:0009265,2'-deoxyribonucleotide biosynthetic process,14,0.41945967,1.205428553,0.228650138,0.579372197,0.501079512,2535,"tags=29%, list=15%, signal=24%",1841/2987/1633/1635
BP,GO:0046385,deoxyribose phosphate biosynthetic process,14,0.41945967,1.205428553,0.228650138,0.579372197,0.501079512,2535,"tags=29%, list=15%, signal=24%",1841/2987/1633/1635
BP,GO:0032204,regulation of telomere maintenance,99,0.240979928,1.118639843,0.228699552,0.579372197,0.501079512,2646,"tags=21%, list=16%, signal=18%",79677/80351/170506/23137/10856/5588/140609/54984/5073/2067/29844/54464/65057/1499/86/54780/4683/8658/10445/54617/4216
BP,GO:0015833,peptide transport,176,-0.259943196,-1.128633407,0.228989038,0.579915114,0.501549062,3316,"tags=26%, list=20%, signal=21%",6659/399979/3767/57555/3033/6352/9501/55107/80024/9699/3745/8864/388581/8609/9230/84976/7351/5936/10057/8660/26056/3952/2550/63036/818/57393/5071/27445/6934/9255/1015/64849/3667/2850/11069/56262/117247/1374/9572/3172/6890/240/3382/283849/91942
MF,GO:0008391,arachidonic acid monooxygenase activity,10,-0.520261937,-1.242025176,0.229402262,0.580604447,0.502145243,5069,"tags=60%, list=30%, signal=42%",1572/8529/1571/1579/29785/4051
BP,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",23,0.341490807,1.162337362,0.229411765,0.580604447,0.502145243,3947,"tags=48%, list=23%, signal=37%",6625/27339/9967/29896/10419/4928/494115/27316/4691/9588/5935
BP,GO:0001960,negative regulation of cytokine-mediated signaling pathway,60,0.288626038,1.235456331,0.230066245,0.580725127,0.502249615,3077,"tags=28%, list=18%, signal=23%",114769/5788/84166/246330/11240/7376/9636/5516/6091/26228/10019/59307/171392/54625/25939/2874/253943
MF,GO:0008009,chemokine activity,12,-0.486195961,-1.222157509,0.230031949,0.580725127,0.502249615,4846,"tags=58%, list=29%, signal=42%",51192/727/10344/6352/2921/58191/2920
BP,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,12,-0.486108173,-1.221936835,0.230031949,0.580725127,0.502249615,647,"tags=33%, list=4%, signal=32%",783/782/4878/817
BP,GO:0043046,DNA methylation involved in gamete generation,12,-0.485926373,-1.221479843,0.230031949,0.580725127,0.502249615,2987,"tags=50%, list=18%, signal=41%",122402/55124/54456/27136/143689/1788
BP,GO:1903599,positive regulation of autophagy of mitochondrion,13,0.425238368,1.199263997,0.230136986,0.580725127,0.502249615,82,"tags=15%, list=0%, signal=15%",3091/664
BP,GO:0046459,short-chain fatty acid metabolic process,13,0.422648906,1.191961155,0.230136986,0.580725127,0.502249615,3345,"tags=46%, list=20%, signal=37%",5095/35/84532/55258/54995/5096
MF,GO:1990404,NAD+-protein ADP-ribosyltransferase activity,20,0.354118467,1.179062255,0.229916898,0.580725127,0.502249615,4751,"tags=45%, list=28%, signal=32%",80351/83666/10038/8658/417/54625/84875/25976/64761
BP,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,37,0.305979213,1.171733896,0.23,0.580725127,0.502249615,3111,"tags=27%, list=18%, signal=22%",80351/170506/5588/140609/5073/65057/1499/8658/4216/545
BP,GO:0033363,secretory granule organization,48,0.281184896,1.145963473,0.229927007,0.580725127,0.502249615,1792,"tags=23%, list=11%, signal=21%",64645/5007/8546/358/7110/26985/64753/3257/2647/57082/5819
BP,GO:0048489,synaptic vesicle transport,39,0.297384838,1.149969532,0.23024055,0.580796469,0.502311316,2973,"tags=33%, list=18%, signal=28%",6517/3799/8546/26258/26985/2647/10947/8120/8301/1499/80128/84062/254263
MF,GO:0031690,adrenergic receptor binding,15,0.404691868,1.201574161,0.230352304,0.580888418,0.50239084,3846,"tags=47%, list=23%, signal=36%",9693/57561/4734/2778/150/60485/409
BP,GO:0050994,regulation of lipid catabolic process,44,-0.339647919,-1.17275785,0.230662983,0.581369643,0.502807035,1723,"tags=43%, list=10%, signal=39%",219743/3553/207/238/51099/7067/5581/5294/440503/154791/8660/64784/215/5465/8647/3667/5580/1374/335
BP,GO:0010799,regulation of peptidyl-threonine phosphorylation,35,0.305595515,1.155125696,0.230769231,0.581369643,0.502807035,1898,"tags=17%, list=11%, signal=15%",566/51719/8877/5347/51763/808
BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,220,0.205205037,1.069538484,0.230769231,0.581369643,0.502807035,3672,"tags=28%, list=22%, signal=22%",84106/3815/1997/84433/4214/57181/3265/7409/5788/10451/7006/6885/1240/55198/148823/5588/11027/26060/6188/7305/121665/3105/7462/7525/6654/4067/8890/26228/3958/64005/5819/2219/64332/695/10385/27086/29085/89857/3115/5747/3783/5062/2241/25865/8525/5058/868/2209/2874/150372/4277/2213/6794/7334/53347/4332/10616/1399/100133941/3495/6850
BP,GO:0060122,inner ear receptor cell stereocilium organization,25,-0.395963628,-1.199949326,0.231689088,0.582498823,0.503783625,995,"tags=36%, list=6%, signal=34%",84059/11078/388585/4647/25861/6385/115908/494513/3280
BP,GO:0045879,negative regulation of smoothened signaling pathway,30,-0.371566376,-1.185460045,0.231441048,0.582498823,0.503783625,1618,"tags=20%, list=10%, signal=18%",26160/51684/25989/860/916/5727
CC,GO:0030990,intraciliary transport particle,24,0.341859903,1.166332269,0.231707317,0.582498823,0.503783625,3123,"tags=33%, list=19%, signal=27%",11020/57560/28981/23059/79809/79989/112752/80173
BP,GO:0042632,cholesterol homeostasis,60,-0.315030513,-1.162481939,0.231707317,0.582498823,0.503783625,1194,"tags=18%, list=7%, signal=17%",29099/64240/29116/3606/8647/84649/255738/335/9572/3172/2264
BP,GO:1903510,mucopolysaccharide metabolic process,70,-0.301771632,-1.147355949,0.231382979,0.582498823,0.503783625,2449,"tags=21%, list=15%, signal=18%",8692/11046/3698/2247/10057/92126/57214/3700/79586/10090/29940/3073/6483/6484/5155
BP,GO:0032728,positive regulation of interferon-beta production,34,0.304890147,1.146192028,0.231746032,0.582498823,0.503783625,1263,"tags=21%, list=8%, signal=19%",5781/55703/1654/3659/3320/9636/10623
BP,GO:0043966,histone H3 acetylation,75,0.251317626,1.121867822,0.231707317,0.582498823,0.503783625,2185,"tags=21%, list=13%, signal=19%",672/675/112869/6873/3976/6877/6885/26009/11143/26036/23411/54107/83443/25942/64769/10474
BP,GO:0035987,endodermal cell differentiation,37,-0.354020224,-1.174444313,0.232193732,0.582904627,0.504134591,1877,"tags=24%, list=11%, signal=22%",55897/3281/3679/1303/3693/79923/3912/2335/3678
CC,GO:0005871,kinesin complex,46,0.286873966,1.140379648,0.232209738,0.582904627,0.504134591,3050,"tags=30%, list=18%, signal=25%",147700/3796/3799/9928/9585/3835/55614/9493/11127/26153/81565/81930/55582/23046
BP,GO:0034198,cellular response to amino acid starvation,46,0.286231443,1.137825494,0.232209738,0.582904627,0.504134591,3172,"tags=28%, list=19%, signal=23%",51520/26001/440275/54468/5610/468/55364/9451/58528/27244/10670/154743/1611
BP,GO:0050779,RNA destabilization,96,0.237740357,1.103344435,0.232142857,0.582904627,0.504134591,3658,"tags=30%, list=22%, signal=24%",79670/6093/170506/23318/22894/26986/56915/246175/7133/5073/7832/201626/9475/219988/23034/399664/23019/57721/55095/389421/23016/11340/253943/9337/87178/57690/678/3192/5393
CC,GO:0000835,ER ubiquitin ligase complex,10,-0.518805201,-1.2385475,0.232633279,0.583766426,0.504879933,321,"tags=30%, list=2%, signal=29%",51009/57414/79139
MF,GO:0140142,nucleocytoplasmic carrier activity,29,0.330914291,1.177887553,0.232704403,0.583766426,0.504879933,4300,"tags=45%, list=26%, signal=33%",7514/3840/3839/3843/3836/26953/23039/3842/10073/11097/3838/79711/8021
BP,GO:0071391,cellular response to estrogen stimulus,11,0.447937321,1.202191684,0.233243968,0.584204263,0.505258603,2658,"tags=36%, list=16%, signal=31%",8031/10011/5272/27043
BP,GO:0071379,cellular response to prostaglandin stimulus,14,-0.45866557,-1.200140388,0.233176839,0.584204263,0.505258603,3979,"tags=64%, list=24%, signal=49%",1646/8644/207/5581/338/5031/5734/112/31
CC,GO:0005767,secondary lysosome,17,0.38945257,1.199988958,0.233333333,0.584204263,0.505258603,2269,"tags=29%, list=13%, signal=25%",8878/8031/5289/3920/2512
BP,GO:0001961,positive regulation of cytokine-mediated signaling pathway,47,0.284527398,1.142401092,0.233082707,0.584204263,0.505258603,4092,"tags=38%, list=24%, signal=29%",3091/6868/7852/26065/146722/84166/83666/3303/81844/22954/54625/29110/10554/54765/2621/3093/3665/114900
MF,GO:0042054,histone methyltransferase activity,53,0.269232998,1.134034048,0.233333333,0.584204263,0.505258603,3505,"tags=32%, list=21%, signal=25%",2122/6839/28989/2091/54904/29072/5929/23512/80335/9070/10419/23067/55170/8085/2146/387893/8726
BP,GO:0030834,regulation of actin filament depolymerization,50,0.272729047,1.129744994,0.233333333,0.584204263,0.505258603,4516,"tags=38%, list=27%, signal=28%",23075/829/120/5962/253725/830/51474/29766/2059/55604/5756/85477/2934/822/29765/57731/6712/7111/5341
BP,GO:0034204,lipid translocation,44,-0.33858834,-1.169099268,0.233425414,0.584245181,0.505293991,4818,"tags=39%, list=29%, signal=28%",20/81037/5027/343702/57198/389610/55754/5243/55113/91869/57205/21/148229/24/5580/374868/10396
CC,GO:0005765,lysosomal membrane,383,0.186258234,1.031050651,0.23364756,0.584421944,0.505446868,3551,"tags=26%, list=21%, signal=21%",566/1441/9583/1211/23317/83547/128866/27072/290/4905/401258/3799/6272/8546/1175/408/55004/23200/163/9114/23230/987/9043/4035/64601/27243/4680/5660/29919/26985/8992/26001/4074/7311/9342/4067/1182/2647/100307126/54468/28962/91782/54664/1184/2683/51552/84061/6845/80700/55652/5337/4818/4012/23208/25798/9482/389541/3920/2783/286410/8649/1088/3115/54832/23461/2770/5908/55353/9218/9145/221955/11342/526/23385/5826/56834/96459/3326/124997/23545/10670/28956/8895/54918/10542/55737/150372/119032/53/326624/55207/54978/7879/84888/26276/3134/201475/7226/55717/1509
CC,GO:0098852,lytic vacuole membrane,383,0.186258234,1.031050651,0.23364756,0.584421944,0.505446868,3551,"tags=26%, list=21%, signal=21%",566/1441/9583/1211/23317/83547/128866/27072/290/4905/401258/3799/6272/8546/1175/408/55004/23200/163/9114/23230/987/9043/4035/64601/27243/4680/5660/29919/26985/8992/26001/4074/7311/9342/4067/1182/2647/100307126/54468/28962/91782/54664/1184/2683/51552/84061/6845/80700/55652/5337/4818/4012/23208/25798/9482/389541/3920/2783/286410/8649/1088/3115/54832/23461/2770/5908/55353/9218/9145/221955/11342/526/23385/5826/56834/96459/3326/124997/23545/10670/28956/8895/54918/10542/55737/150372/119032/53/326624/55207/54978/7879/84888/26276/3134/201475/7226/55717/1509
BP,GO:0030520,intracellular estrogen receptor signaling pathway,44,0.290622052,1.153169047,0.23381295,0.584646059,0.505640698,2887,"tags=32%, list=17%, signal=26%",672/23376/51569/29966/8031/11240/1668/79039/23019/81606/10474/8085/5058/6502
BP,GO:0009067,aspartate family amino acid biosynthetic process,19,0.359431448,1.167626838,0.233983287,0.58469293,0.505681235,3521,"tags=42%, list=21%, signal=33%",55256/5352/2806/4548/58478/4552/10157/60496
BP,GO:0051220,cytoplasmic sequestering of protein,19,0.358416876,1.164330962,0.233983287,0.58469293,0.505681235,6035,"tags=68%, list=36%, signal=44%",9908/6717/7114/28952/4793/11124/5716/5310/9113/4794/2316/9817/5311
BP,GO:0006264,mitochondrial DNA replication,14,0.413709143,1.18890289,0.23415978,0.584944475,0.505898788,4549,"tags=50%, list=27%, signal=37%",6742/9093/1763/201973/92667/2021/30968
BP,GO:0061061,muscle structure development,478,-0.231333907,-1.090200487,0.234424498,0.58541618,0.506306749,3370,"tags=22%, list=20%, signal=18%",1410/1020/54567/6659/5159/23646/1756/9734/10524/2033/8740/55113/130827/2275/6601/1293/7273/389827/1270/348093/575/4217/57493/79191/60/1120/10290/1786/6605/26287/30846/10529/9518/30816/50937/1310/287/4092/5629/7402/1025/84976/51231/497189/64091/58494/25988/389072/577/55897/5936/1465/5318/1948/10409/5463/6443/3479/3679/221496/23236/3880/11214/1827/6934/88/5156/81/688/3606/5465/2069/4036/115509/5725/8289/928/56262/3020/57190/1839/8531/7004/6935/1466/9975/9124/4868/55909/4088/3912/163126/3908/3280/347273/26509/4204/6876/3913/4638/59269/84814/5155/2648/93185
CC,GO:0005884,actin filament,100,0.239492816,1.112799191,0.234513274,0.585448349,0.506334571,2816,"tags=24%, list=17%, signal=20%",9051/8826/10787/11151/7171/199/9050/23301/10611/7525/9260/7170/395/9093/254102/29844/5879/55604/5756/23607/10634/5058/23406/81624
BP,GO:0000002,mitochondrial genome maintenance,30,0.325137753,1.167237302,0.234920635,0.585896469,0.506722135,5454,"tags=47%, list=32%, signal=32%",6742/9093/55186/1763/201973/4205/7157/92667/2021/84275/30968/142/11232/4976
BP,GO:0038094,Fc-gamma receptor signaling pathway,30,0.324072052,1.163411461,0.234920635,0.585896469,0.506722135,3201,"tags=40%, list=19%, signal=32%",7409/5788/10451/55198/26060/7525/4067/64005/5747/5058/2209/2213
BP,GO:0032365,intracellular lipid transport,38,0.301782323,1.159649729,0.234899329,0.585896469,0.506722135,3522,"tags=34%, list=21%, signal=27%",116150/10087/5007/222642/1376/134429/81537/5305/5826/55207/5825/6342/57614
CC,GO:0000782,telomere cap complex,11,-0.505101771,-1.245427216,0.235294118,0.58625931,0.507035944,2436,"tags=27%, list=14%, signal=23%",7015/7014/2547
CC,GO:0000783,nuclear telomere cap complex,11,-0.505101771,-1.245427216,0.235294118,0.58625931,0.507035944,2436,"tags=27%, list=14%, signal=23%",7015/7014/2547
BP,GO:0045940,positive regulation of steroid metabolic process,17,-0.436964095,-1.204240801,0.235202492,0.58625931,0.507035944,530,"tags=41%, list=3%, signal=40%",3552/348/6770/3480/335/5447/9572
BP,GO:1900120,regulation of receptor binding,16,-0.447240014,-1.200212513,0.23566879,0.586813765,0.507515473,1760,"tags=19%, list=10%, signal=17%",23641/567/255738
BP,GO:0034330,cell junction organization,498,-0.230358128,-1.088852385,0.235602094,0.586813765,0.507515473,4051,"tags=26%, list=24%, signal=20%",3312/9148/27185/3655/9499/5364/64403/643866/3587/8326/6548/1981/5728/10288/6714/6622/3675/3897/23499/153090/3706/90952/6792/119/1020/143098/1072/50855/84628/1636/57555/23380/26115/4137/6543/23316/10013/2889/9806/7070/2824/5864/3480/575/57493/79191/783/60/1307/1445/4983/8934/2064/55906/712/4915/287/10507/5314/23768/4092/1855/222256/23557/653464/577/5010/5649/8861/23181/8499/57662/10810/5318/56850/1948/139065/100528062/83700/203068/9419/8976/999/4641/342184/7855/27134/79987/27445/5913/88/23562/79414/56940/153562/5048/10243/221935/25861/547/654429/1282/6385/120892/1366/80139/26045/928/51057/782/6405/4868/5795/4088/22883/4774/9378/2335/22941/3678/4204/29904/3913/6547/94/54549/10163/80725/8502
BP,GO:0050801,ion homeostasis,457,0.190165701,1.086413758,0.236284202,0.588156287,0.508676575,2722,"tags=20%, list=16%, signal=17%",6280/1991/793/2034/6279/3091/664/11151/144811/7037/1535/57419/187/57181/7337/482/8546/391059/10134/9446/48/84317/5788/7504/147138/9114/27032/51024/5166/54583/10479/54822/8031/10008/7178/5169/8992/3709/5291/91689/811/4067/1182/6717/151176/54805/10367/2852/1649/9217/9843/3690/54664/30001/56172/9256/65010/8301/808/9990/81894/6647/57003/2185/490/760/2744/27020/9213/7531/205251/2512/468/133/10539/51218/10463/51076/1152/6556/79572/150684/825/30061/775/4057/2946/7137/28952/526
BP,GO:0000244,spliceosomal tri-snRNP complex assembly,14,0.411492314,1.182532243,0.236914601,0.589155135,0.509540445,4855,"tags=57%, list=29%, signal=41%",57819/26121/27339/10772/9733/24148/10421/7375
BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,47,0.283275391,1.137374177,0.236842105,0.589155135,0.509540445,1618,"tags=19%, list=10%, signal=17%",3091/116150/6868/7057/3315/7422/7114/5286/23411
BP,GO:0051321,meiotic cell cycle,218,0.207757465,1.077559708,0.236842105,0.589155135,0.509540445,3142,"tags=26%, list=19%, signal=22%",25906/701/201254/3014/80010/10635/24149/675/10051/192670/9232/5885/7272/5719/3976/140901/10735/63979/7153/22887/100130958/811/5347/130951/54888/6790/9319/27229/9134/991/9126/5139/27127/2067/2956/126549/10097/10426/699/55810/10592/246184/10274/4683/51529/56907/8697/151246/81930/9088/10927/259266/3643/29882/1060/146956/7516
MF,GO:0016831,carboxy-lyase activity,30,-0.369417823,-1.178605216,0.237263464,0.589452613,0.509797724,1617,"tags=17%, list=10%, signal=15%",1652/2805/2572/283970/130013
BP,GO:0006835,dicarboxylic acid transport,58,-0.313598942,-1.145309281,0.237241379,0.589452613,0.509797724,4657,"tags=40%, list=28%, signal=29%",5027/18/8564/7200/6812/6509/6622/1244/6507/6558/553/8864/4915/116369/10057/2550/113235/64849/11230/4036/56262/57030/10560
CC,GO:0051233,spindle midzone,35,0.302737859,1.144323993,0.237179487,0.589452613,0.509797724,1878,"tags=29%, list=11%, signal=25%",9928/9585/1062/9055/5347/22919/6790/55143/55183/10982
BP,GO:0046479,glycosphingolipid catabolic process,12,-0.479296265,-1.204813648,0.238019169,0.5908353,0.510993563,3060,"tags=42%, list=18%, signal=34%",2760/10825/57704/5580/3073
BP,GO:0009151,purine deoxyribonucleotide metabolic process,13,0.420162675,1.184949447,0.238356164,0.5908353,0.510993563,2874,"tags=46%, list=17%, signal=38%",22978/2987/30833/131870/1633/25939
MF,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",13,0.419522684,1.183144536,0.238356164,0.5908353,0.510993563,2182,"tags=38%, list=13%, signal=34%",10587/7296/5230/84817/51714
BP,GO:0098840,protein transport along microtubule,13,0.419167803,1.182143692,0.238356164,0.5908353,0.510993563,861,"tags=23%, list=5%, signal=22%",3799/3315/22994
BP,GO:0099118,microtubule-based protein transport,13,0.419167803,1.182143692,0.238356164,0.5908353,0.510993563,861,"tags=23%, list=5%, signal=22%",3799/3315/22994
BP,GO:0031116,positive regulation of microtubule polymerization,30,0.322896845,1.159192493,0.238095238,0.5908353,0.510993563,2695,"tags=33%, list=16%, signal=28%",6249/10142/1027/9793/6188/22919/23116/5879/3303/5058
BP,GO:2000404,regulation of T cell migration,34,0.302544351,1.137373334,0.238095238,0.5908353,0.510993563,3600,"tags=41%, list=21%, signal=32%",6868/11151/199/3676/81704/29108/3690/102/23143/9943/8764/351/1399/1398
BP,GO:0042088,T-helper 1 type immune response,36,-0.350568656,-1.156567174,0.238505747,0.591016169,0.511149991,5791,"tags=56%, list=34%, signal=37%",10865/3142/6504/5971/3553/2475/7189/6778/3146/3566/84868/941/26022/602/7099/51561/8767/3554/3606/729230
MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",17,0.385694653,1.188409991,0.238888889,0.591395664,0.511478203,20,"tags=12%, list=0%, signal=12%",8544/55256
MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",17,0.385694653,1.188409991,0.238888889,0.591395664,0.511478203,20,"tags=12%, list=0%, signal=12%",8544/55256
BP,GO:0032727,positive regulation of interferon-alpha production,17,0.382754606,1.17935106,0.238888889,0.591395664,0.511478203,1592,"tags=29%, list=9%, signal=27%",170506/1654/6772/1147/29072
