# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "50" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/zju/桌面/2023_ZM_RNA/0.ref/Homo_sapiens.GRCh38.105.gtf.gz" "-o" "./6.featureCounts/D3_M3_expression.txt" "./5.alignment/D1.Hisat_aln.sorted.bam" "./5.alignment/D2.Hisat_aln.sorted.bam" "./5.alignment/D3.Hisat_aln.sorted.bam" "./5.alignment/M1.Hisat_aln.sorted.bam" "./5.alignment/M2.Hisat_aln.sorted.bam" "./5.alignment/M3.Hisat_aln.sorted.bam" 
Geneid	./5.alignment/D1.Hisat_aln.sorted.bam	./5.alignment/D2.Hisat_aln.sorted.bam	./5.alignment/D3.Hisat_aln.sorted.bam	./5.alignment/M1.Hisat_aln.sorted.bam	./5.alignment/M2.Hisat_aln.sorted.bam	./5.alignment/M3.Hisat_aln.sorted.bam
ENSG00000283607	0	0	0	0	0	0
ENSG00000235785	0	0	0	0	0	0
ENSG00000089902	2451	2699	2579	2911	3434	3317
ENSG00000254046	2	0	0	0	2	0
ENSG00000259059	0	0	3	0	0	2
ENSG00000258748	14	13	21	2	9	13
ENSG00000211957	0	0	0	0	0	0
ENSG00000259096	2	0	1	0	1	0
ENSG00000227729	0	2	1	0	0	2
ENSG00000211943	0	0	0	0	0	0
ENSG00000131323	403	387	451	387	508	419
ENSG00000213140	0	0	0	0	0	2
ENSG00000254326	0	0	0	0	0	4
ENSG00000287991	0	0	0	0	0	0
ENSG00000166183	0	2	3	4	2	3
ENSG00000259163	0	0	1	2	0	0
ENSG00000253240	0	0	0	0	0	0
ENSG00000036530	5	3	0	10	22	9
ENSG00000258774	0	0	0	0	0	0
ENSG00000259067	0	0	0	0	0	0
ENSG00000253441	0	4	0	0	0	0
ENSG00000100600	12	16	9	12	15	25
ENSG00000258735	0	0	0	0	0	0
ENSG00000090061	365	457	402	481	548	432
ENSG00000140104	57	75	83	70	99	94
ENSG00000183576	1033	1126	1145	1089	1308	1244
ENSG00000253709	0	0	2	0	0	0
ENSG00000258383	0	0	0	0	0	0
ENSG00000258437	0	0	0	0	0	0
ENSG00000211946	0	0	0	2	0	0
ENSG00000258784	0	0	0	0	0	0
ENSG00000258678	0	0	0	2	0	0
ENSG00000258534	0	0	2	0	0	0
ENSG00000271198	0	0	0	0	0	0
ENSG00000253440	0	0	0	0	0	0
ENSG00000258544	0	0	0	0	0	0
ENSG00000185567	106	98	118	111	97	113
ENSG00000100865	427	470	424	465	436	544
ENSG00000253367	0	0	0	0	0	0
ENSG00000258844	0	0	0	2	0	0
ENSG00000211950	0	0	0	0	0	0
ENSG00000211955	0	0	0	0	0	0
ENSG00000165914	199	253	216	248	268	323
ENSG00000253989	0	0	1	0	0	0
ENSG00000232573	1450	1614	1348	1260	1515	1297
ENSG00000258385	1	0	0	0	0	0
ENSG00000177350	0	2	4	0	0	6
ENSG00000197406	0	0	0	2	4	4
ENSG00000270550	0	0	0	0	0	0
ENSG00000258598	0	0	0	0	0	0
ENSG00000258802	0	0	0	0	0	0
ENSG00000119714	43	39	30	4	12	4
ENSG00000258716	0	0	0	2	0	0
ENSG00000258699	0	0	0	0	0	0
ENSG00000211895	0	0	2	0	0	0
ENSG00000258423	0	0	2	0	0	0
ENSG00000273894	0	0	0	0	0	0
ENSG00000282651	0	0	0	0	0	0
ENSG00000258691	0	0	0	0	0	0
ENSG00000258512	0	0	0	3	0	2
ENSG00000258869	0	0	0	0	0	0
ENSG00000168350	28	23	20	10	4	6
ENSG00000152315	3	1	4	0	0	6
ENSG00000254289	0	0	0	0	0	0
ENSG00000254203	0	0	0	0	0	0
ENSG00000258776	0	0	0	2	2	0
ENSG00000230988	0	0	0	0	0	1
ENSG00000211951	0	0	0	0	0	0
ENSG00000279972	0	0	0	0	0	0
ENSG00000042088	634	686	669	671	768	740
ENSG00000253412	0	0	0	0	0	0
ENSG00000211945	0	0	0	0	0	0
ENSG00000238275	0	0	0	0	0	0
ENSG00000196405	352	451	383	267	396	367
ENSG00000258081	0	0	2	0	2	2
ENSG00000253883	0	0	0	0	0	0
ENSG00000286607	0	0	0	2	0	0
ENSG00000231475	0	0	0	0	0	0
ENSG00000165496	0	0	0	0	1	0
ENSG00000258431	0	0	0	0	0	0
ENSG00000276210	0	0	0	0	0	0
ENSG00000131966	756	856	781	760	871	901
ENSG00000258412	0	0	0	0	0	0
ENSG00000270474	0	0	0	0	0	0
ENSG00000100744	227	283	265	306	309	389
ENSG00000253692	0	0	0	0	0	0
ENSG00000259073	0	2	0	0	0	0
ENSG00000211942	0	0	0	0	0	0
ENSG00000258521	13	12	10	14	10	18
ENSG00000271201	0	0	1	0	0	0
ENSG00000253587	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0
ENSG00000253345	0	0	1	0	0	0
ENSG00000253462	0	0	0	0	0	0
ENSG00000287346	2	4	1	2	2	0
ENSG00000126777	21715	21436	21837	26122	29459	29202
ENSG00000078304	2045	2242	2268	1853	2096	1970
ENSG00000211944	0	0	0	0	0	0
ENSG00000242888	0	0	0	2	0	0
ENSG00000259104	0	0	0	0	0	0
ENSG00000285518	0	1	0	2	3	2
ENSG00000140025	85	80	90	95	112	104
ENSG00000258581	2	0	3	5	1	2
ENSG00000274818	3	2	2	1	3	4
ENSG00000288459	0	0	0	0	0	0
ENSG00000100599	859	901	851	216	270	221
ENSG00000211941	0	0	0	0	0	0
ENSG00000253149	0	0	0	0	0	0
ENSG00000211843	0	0	0	0	0	0
ENSG00000258981	0	0	0	1	0	0
ENSG00000100522	387	373	444	408	511	429
ENSG00000258440	0	0	0	0	0	0
ENSG00000285664	4	4	4	4	12	3
ENSG00000259998	0	0	0	0	0	0
ENSG00000258538	0	0	0	0	0	0
ENSG00000258982	9	7	7	9	20	15
ENSG00000283274	0	0	0	0	0	0
ENSG00000206906	0	0	0	0	0	0
ENSG00000212612	0	0	0	0	0	0
ENSG00000206596	16	4	14	16	34	41
ENSG00000278746	0	0	0	0	0	0
ENSG00000202337	0	2	0	2	6	11
ENSG00000252746	0	0	0	0	0	0
ENSG00000212270	0	0	0	0	0	0
ENSG00000223087	0	0	0	0	0	0
ENSG00000263945	0	0	0	0	0	0
ENSG00000251858	0	0	0	0	0	0
ENSG00000207046	0	0	0	0	0	0
ENSG00000207412	0	0	0	0	0	0
ENSG00000200385	0	0	0	0	0	0
ENSG00000201431	0	0	0	0	0	0
ENSG00000265165	0	0	0	0	0	0
ENSG00000264657	0	0	0	0	0	0
ENSG00000253003	0	0	0	0	0	0
ENSG00000252424	0	0	1	0	0	0
ENSG00000251735	0	0	0	0	0	0
ENSG00000252400	0	0	0	0	0	0
ENSG00000251756	0	0	0	0	0	0
ENSG00000201654	0	0	0	0	0	0
ENSG00000207004	0	1	0	0	1	0
ENSG00000212615	2	0	2	1	0	0
ENSG00000239043	2	1	2	6	2	0
ENSG00000206870	0	0	0	0	0	0
ENSG00000266327	0	0	0	0	0	0
ENSG00000275978	0	0	0	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000252312	0	0	0	0	0	0
ENSG00000201376	0	0	0	0	0	0
ENSG00000201820	2	0	1	0	0	2
ENSG00000266740	0	0	0	0	0	0
ENSG00000243700	0	0	0	0	0	0
ENSG00000252837	0	0	0	0	0	0
ENSG00000263629	0	0	0	0	0	0
ENSG00000222985	0	0	0	0	0	0
ENSG00000207366	0	0	0	0	0	0
ENSG00000221060	0	0	0	0	0	2
ENSG00000207444	0	0	0	0	0	0
ENSG00000241487	0	0	0	0	0	0
ENSG00000242330	0	0	0	0	0	0
ENSG00000276168	1318	3134	2151	2500	2738	2034
ENSG00000252919	0	0	0	0	0	0
ENSG00000206588	5	5	3	8	10	17
ENSG00000199739	0	0	0	0	0	0
ENSG00000276782	0	0	2	0	0	0
ENSG00000200860	0	0	0	0	0	0
ENSG00000201351	0	0	0	0	0	0
ENSG00000283519	0	0	0	0	0	0
ENSG00000207781	0	0	0	0	0	0
ENSG00000251895	0	2	0	0	0	0
ENSG00000238561	0	0	0	0	0	0
ENSG00000283944	0	0	0	0	0	0
ENSG00000252839	0	0	0	0	0	0
ENSG00000252644	0	0	0	0	0	0
ENSG00000221102	0	0	0	0	0	0
ENSG00000201027	0	0	2	0	0	0
ENSG00000252655	0	0	0	0	0	0
ENSG00000200312	100	127	84	267	289	289
ENSG00000252783	0	0	0	0	0	0
ENSG00000252481	0	0	0	0	0	0
ENSG00000200298	0	0	2	0	0	0
ENSG00000202306	0	0	0	0	0	0
ENSG00000252720	0	0	0	0	0	0
ENSG00000277826	0	0	0	0	0	0
ENSG00000243976	0	0	0	0	0	0
ENSG00000283840	0	0	0	0	0	0
ENSG00000206969	0	1	0	0	1	0
ENSG00000241757	0	0	0	0	0	0
ENSG00000202459	0	0	0	0	0	0
ENSG00000222761	0	0	0	1	0	0
ENSG00000222276	4	0	0	0	0	0
ENSG00000198984	0	0	0	1	0	0
ENSG00000199836	0	0	0	0	0	0
ENSG00000240457	0	0	0	1	3	8
ENSG00000207208	0	0	0	0	0	0
ENSG00000207568	0	0	0	0	0	0
ENSG00000266015	0	0	0	0	0	0
ENSG00000272439	0	0	0	0	0	0
ENSG00000200506	0	0	0	0	0	0
ENSG00000283857	0	0	0	0	0	0
ENSG00000283165	0	0	0	0	0	0
ENSG00000242894	0	0	0	0	0	2
ENSG00000265154	0	0	2	0	0	0
ENSG00000199082	0	0	0	0	0	0
ENSG00000239224	0	0	0	0	0	0
ENSG00000212330	0	0	0	0	0	0
ENSG00000252369	0	0	0	0	0	0
ENSG00000275033	0	0	0	0	0	0
ENSG00000277468	0	0	0	0	0	0
ENSG00000211845	0	0	0	0	0	0
ENSG00000211846	0	0	0	0	0	0
ENSG00000211847	0	0	0	0	0	0
ENSG00000211848	0	0	0	0	0	0
ENSG00000211849	0	0	0	0	0	0
ENSG00000211850	0	0	0	0	0	0
ENSG00000278661	0	0	0	0	0	0
ENSG00000276699	0	0	0	0	0	0
ENSG00000211854	0	0	0	0	0	0
ENSG00000211855	0	0	0	0	0	0
ENSG00000211856	0	0	0	0	0	0
ENSG00000211857	0	0	0	0	0	0
ENSG00000211858	0	0	0	0	0	0
ENSG00000211859	0	0	0	0	0	0
ENSG00000211860	0	0	1	0	0	0
ENSG00000211861	0	0	0	0	0	0
ENSG00000211862	0	0	0	0	0	0
ENSG00000211863	0	0	0	0	0	0
ENSG00000211864	0	0	0	0	0	0
ENSG00000211865	0	0	0	0	0	0
ENSG00000211866	2	1	0	0	0	2
ENSG00000211867	0	0	0	0	0	0
ENSG00000211868	0	0	0	0	0	1
ENSG00000211869	0	0	0	0	0	0
ENSG00000211870	0	0	0	0	1	0
ENSG00000211871	0	1	0	0	0	0
ENSG00000211872	2	0	0	0	0	0
ENSG00000211873	0	0	0	0	0	0
ENSG00000211875	0	0	1	0	0	0
ENSG00000211876	0	0	0	0	0	0
ENSG00000211877	1	0	0	0	0	0
ENSG00000211878	0	0	0	0	0	0
ENSG00000211879	0	0	0	0	0	0
ENSG00000211880	0	0	0	0	0	0
ENSG00000211881	0	0	0	0	0	0
ENSG00000211882	0	0	0	0	0	0
ENSG00000211883	0	0	0	0	0	0
ENSG00000211884	1	0	0	0	0	1
ENSG00000211885	0	0	0	0	0	0
ENSG00000211886	0	0	0	0	0	0
ENSG00000211887	0	0	0	0	0	0
ENSG00000211888	0	0	0	0	0	0
ENSG00000277734	19	9	16	4	2	2
ENSG00000259054	0	0	0	0	0	2
ENSG00000129562	1273	1280	1279	1605	1683	1778
ENSG00000275552	10	18	18	19	26	20
ENSG00000242061	4	2	3	4	0	2
ENSG00000258458	9	3	4	2	4	3
ENSG00000235213	0	0	0	0	0	0
ENSG00000258823	0	0	0	0	0	0
ENSG00000212302	0	0	0	0	0	0
ENSG00000155463	1160	1278	1359	1161	1282	1294
ENSG00000199716	0	0	0	0	0	1
ENSG00000197324	8158	8553	7868	6858	6757	6769
ENSG00000139890	117	107	75	81	109	92
ENSG00000100461	2728	3101	2750	3486	4226	3862
ENSG00000237054	2	6	6	12	26	12
ENSG00000100462	741	746	831	804	1021	976
ENSG00000257285	39	68	52	62	92	58
ENSG00000259132	0	0	0	0	0	0
ENSG00000129474	16	14	24	22	27	38
ENSG00000258457	33	18	33	36	45	52
ENSG00000100802	257	254	205	198	262	212
ENSG00000280129	10	20	18	17	6	10
ENSG00000100804	1319	1472	1548	1257	1539	1452
ENSG00000279656	66	73	46	52	79	74
ENSG00000222028	2	0	2	0	2	0
ENSG00000179933	269	215	254	262	288	243
ENSG00000283654	2	0	0	2	2	2
ENSG00000240131	0	0	0	0	0	0
ENSG00000215271	451	474	454	424	508	520
ENSG00000270433	0	0	0	6	2	2
ENSG00000235194	465	505	472	454	565	530
ENSG00000100842	0	6	2	0	3	0
ENSG00000259018	0	0	0	0	0	0
ENSG00000166090	0	0	0	0	0	0
ENSG00000166091	11	6	12	12	19	12
ENSG00000092054	68	90	60	23	20	18
ENSG00000258444	0	0	0	0	0	0
ENSG00000129460	1219	1323	1200	1278	1457	1469
ENSG00000157306	79	72	64	86	63	75
ENSG00000273618	2	1	0	0	2	0
ENSG00000259431	131	130	136	138	148	111
ENSG00000213983	544	534	516	547	634	678
ENSG00000258727	198	235	241	151	204	213
ENSG00000274002	2	0	0	0	0	0
ENSG00000258464	0	0	0	2	0	0
ENSG00000259043	0	0	0	0	0	0
ENSG00000270618	0	0	0	0	0	0
ENSG00000222931	0	0	0	0	0	0
ENSG00000258887	0	0	1	0	0	0
ENSG00000285727	2	0	2	0	4	0
ENSG00000259334	0	0	0	0	0	0
ENSG00000157326	304	333	309	284	289	298
ENSG00000211851	0	0	0	0	0	0
ENSG00000212335	1	0	1	1	2	0
ENSG00000100721	0	0	0	0	0	3
ENSG00000257275	0	0	0	0	0	0
ENSG00000258516	0	0	0	0	0	0
ENSG00000271358	0	0	0	0	0	0
ENSG00000258742	0	0	0	2	0	0
ENSG00000258499	0	0	0	0	0	0
ENSG00000100604	2	6	2	48	28	20
ENSG00000100605	757	903	1018	780	811	901
ENSG00000258730	6	2	6	2	2	4
ENSG00000258595	0	2	0	0	0	0
ENSG00000165943	909	961	927	1380	1379	1394
ENSG00000153485	14	18	19	38	34	27
ENSG00000259066	5	0	2	0	0	0
ENSG00000170270	475	567	503	425	515	385
ENSG00000012963	1489	1655	1541	1804	2011	1850
ENSG00000240096	3	1	6	2	6	2
ENSG00000241499	2	0	0	0	0	0
ENSG00000258668	0	0	0	0	0	0
ENSG00000100601	253	291	350	250	304	291
ENSG00000239272	6	10	13	5	12	4
ENSG00000258917	3	0	0	0	0	2
ENSG00000119705	2188	2292	2110	2317	2952	2558
ENSG00000063761	567	636	581	619	609	532
ENSG00000199440	0	0	0	0	0	0
ENSG00000258795	0	0	0	0	0	0
ENSG00000176605	0	0	0	0	0	0
ENSG00000237342	0	0	0	0	0	0
ENSG00000278990	0	0	0	0	0	0
ENSG00000259119	0	0	0	0	2	0
ENSG00000259113	0	3	1	0	0	0
ENSG00000201573	0	0	0	0	0	0
ENSG00000273675	0	0	0	0	0	0
ENSG00000258577	0	0	0	0	0	0
ENSG00000151748	723	733	824	846	943	833
ENSG00000243103	1	1	1	3	1	0
ENSG00000269906	27	42	25	23	18	32
ENSG00000258491	0	0	0	0	0	0
ENSG00000270062	0	3	0	1	2	6
ENSG00000258843	0	0	0	0	0	1
ENSG00000285747	0	0	0	0	2	3
ENSG00000252945	0	0	0	0	0	0
ENSG00000258687	2	0	0	0	0	0
ENSG00000100504	349	370	378	283	317	349
ENSG00000131969	0	2	3	2	0	0
ENSG00000258745	0	0	0	0	0	0
ENSG00000258711	0	0	0	0	1	0
ENSG00000258587	0	0	0	0	0	0
ENSG00000119689	2999	3535	3220	4037	4404	4380
ENSG00000198208	1885	2389	2517	754	928	876
ENSG00000119630	119	124	118	44	54	54
ENSG00000119718	1222	1403	1301	1249	1661	1348
ENSG00000258646	3	1	3	0	8	3
ENSG00000279594	0	0	0	0	0	2
ENSG00000119684	252	299	345	388	400	473
ENSG00000206924	0	0	0	0	0	0
ENSG00000119640	495	579	424	527	694	557
ENSG00000119703	77	89	65	79	73	69
ENSG00000258978	0	0	0	0	0	0
ENSG00000259138	0	1	0	3	0	0
ENSG00000170348	1453	1434	1430	1834	2052	1981
ENSG00000273565	2	0	3	0	0	2
ENSG00000252013	0	0	0	0	0	2
ENSG00000287668	2	0	0	0	1	0
ENSG00000100665	0	0	0	0	0	0
ENSG00000188488	0	0	0	4	0	0
ENSG00000273259	0	0	0	0	0	0
ENSG00000288028	0	0	1	0	0	0
ENSG00000196136	0	0	1	0	0	0
ENSG00000259140	2	0	0	0	0	0
ENSG00000239269	0	8	1	0	4	3
ENSG00000285205	0	0	0	0	0	0
ENSG00000240914	31	16	10	13	18	27
ENSG00000274379	0	0	0	0	0	0
ENSG00000258805	2	2	2	0	2	0
ENSG00000187483	0	2	0	0	0	0
ENSG00000100528	601	684	646	744	822	708
ENSG00000258753	0	0	0	0	0	0
ENSG00000197045	986	1175	1018	1138	1433	1372
ENSG00000020577	1266	1058	937	669	478	551
ENSG00000252019	0	0	0	0	0	0
ENSG00000265432	0	0	0	0	0	0
ENSG00000258872	0	0	0	0	0	0
ENSG00000198554	3555	3741	3752	3612	4231	4131
ENSG00000233924	0	5	1	4	5	0
ENSG00000213741	430	458	437	510	490	528
ENSG00000198732	14	14	13	14	10	10
ENSG00000187105	9	7	6	4	7	9
ENSG00000139926	10	12	8	24	31	20
ENSG00000100767	20	16	21	8	16	20
ENSG00000066629	10	10	15	4	4	5
ENSG00000156411	1391	1540	1451	1417	1702	1539
ENSG00000080824	100581	100465	103493	182294	205110	197136
ENSG00000100867	199	201	232	312	326	358
ENSG00000119655	451	409	453	387	439	498
ENSG00000100603	12274	13068	12320	11786	13627	12798
ENSG00000179454	238	249	268	246	315	328
ENSG00000166126	0	0	0	8	2	0
ENSG00000166428	0	0	2	2	2	0
ENSG00000100678	44	58	56	146	181	142
ENSG00000258822	0	0	0	0	0	0
ENSG00000258899	0	0	0	0	0	0
ENSG00000176246	0	0	0	0	0	0
ENSG00000252999	0	0	0	0	0	0
ENSG00000258641	0	0	0	0	0	0
ENSG00000259074	0	0	0	0	2	0
ENSG00000259095	0	0	0	0	0	0
ENSG00000258468	0	0	0	2	0	0
ENSG00000284742	0	0	0	0	0	0
ENSG00000258625	0	0	0	0	0	0
ENSG00000176219	0	0	0	0	0	0
ENSG00000258806	2	0	0	6	2	12
ENSG00000136319	245	270	264	258	406	317
ENSG00000258768	19	16	5	8	10	8
ENSG00000258459	0	0	0	0	0	0
ENSG00000100814	159	170	136	205	183	191
ENSG00000287735	13	4	9	20	16	27
ENSG00000222489	0	0	0	1	4	0
ENSG00000238344	0	0	0	0	0	0
ENSG00000259001	0	0	0	0	0	1
ENSG00000277209	0	0	0	0	0	0
ENSG00000254846	0	0	0	3	2	1
ENSG00000129566	218	206	216	276	260	216
ENSG00000200225	0	0	0	0	0	2
ENSG00000185271	3	3	4	4	0	6
ENSG00000092094	1000	1183	1072	1268	1470	1520
ENSG00000258515	15	17	18	23	22	27
ENSG00000100823	22772	24231	24206	23371	29153	27392
ENSG00000198805	5263	5984	5322	6425	7387	7298
ENSG00000258908	0	0	0	0	0	0
ENSG00000182545	0	4	0	6	0	1
ENSG00000258456	0	0	0	0	0	0
ENSG00000258863	0	0	0	0	0	0
ENSG00000188655	0	0	0	0	1	3
ENSG00000259060	0	0	0	0	0	0
ENSG00000173464	0	0	0	0	0	0
ENSG00000258573	2	0	0	0	0	0
ENSG00000258436	0	0	0	0	0	0
ENSG00000239327	0	0	0	0	0	0
ENSG00000181803	0	0	0	0	0	0
ENSG00000199461	0	0	0	0	0	0
ENSG00000258818	2	2	0	1	0	2
ENSG00000259171	0	0	0	0	0	0
ENSG00000258451	0	0	0	2	0	0
ENSG00000259144	1	2	2	0	4	2
ENSG00000258963	0	0	0	0	0	0
ENSG00000181562	0	1	0	0	2	2
ENSG00000181552	0	0	0	0	0	0
ENSG00000169413	3	12	6	0	0	6
ENSG00000258810	0	0	0	0	0	0
ENSG00000129538	271	289	263	35	32	23
ENSG00000259130	2	3	0	2	4	0
ENSG00000258642	0	0	0	0	0	0
ENSG00000258918	0	0	0	0	0	0
ENSG00000258772	0	0	0	0	0	0
ENSG00000169385	2	0	0	0	0	0
ENSG00000243817	0	0	0	0	0	0
ENSG00000258599	6	5	4	6	4	3
ENSG00000258471	0	6	3	7	2	1
ENSG00000165794	2	0	2	0	0	2
ENSG00000284122	0	0	0	0	0	0
ENSG00000179636	0	0	0	4	0	0
ENSG00000258604	0	0	0	0	0	0
ENSG00000255472	0	0	0	0	0	0
ENSG00000206150	0	0	0	0	0	0
ENSG00000165799	2	0	0	0	0	0
ENSG00000173431	0	0	0	2	0	0
ENSG00000165801	92	89	71	43	57	43
ENSG00000165804	602	628	524	596	600	640
ENSG00000178107	0	0	0	0	0	0
ENSG00000258722	0	0	1	0	0	0
ENSG00000200102	0	0	0	0	0	0
ENSG00000169327	0	0	0	0	4	0
ENSG00000259102	3	10	2	2	1	0
ENSG00000258906	0	0	0	0	0	0
ENSG00000258441	343	344	372	370	447	368
ENSG00000092201	44078	47932	46042	50054	60717	57153
ENSG00000260830	15	7	3	11	12	14
ENSG00000199436	1	0	2	4	0	2
ENSG00000214274	0	2	0	0	0	0
ENSG00000259428	2	5	5	0	0	0
ENSG00000243904	0	1	1	0	0	0
ENSG00000244691	2	0	0	0	0	0
ENSG00000260285	76	68	51	53	72	48
ENSG00000166166	121	149	154	180	217	244
ENSG00000252469	0	2	1	1	6	0
ENSG00000258851	4	1	5	11	11	14
ENSG00000256500	0	0	0	0	0	0
ENSG00000201184	0	0	0	0	0	0
ENSG00000246451	99	77	79	99	86	135
ENSG00000270108	1	1	2	4	0	0
ENSG00000269910	2	3	5	6	2	7
ENSG00000269940	5	9	8	10	10	15
ENSG00000269958	58	66	46	98	109	118
ENSG00000126215	412	525	488	529	632	615
ENSG00000253096	0	0	0	0	0	0
ENSG00000270591	0	0	0	0	0	0
ENSG00000202275	0	0	0	0	0	0
ENSG00000258175	0	0	0	0	0	0
ENSG00000257662	0	0	0	0	0	0
ENSG00000258282	0	0	0	0	0	0
ENSG00000257126	0	0	1	3	0	0
ENSG00000176165	2	0	0	0	2	0
ENSG00000257056	0	0	0	0	0	0
ENSG00000257748	0	0	0	0	0	0
ENSG00000258065	0	0	0	0	0	0
ENSG00000207164	0	0	0	0	0	0
ENSG00000259103	2	2	0	4	0	2
ENSG00000242488	0	0	4	0	0	0
ENSG00000119699	102	110	156	97	103	91
ENSG00000258876	0	0	1	0	0	1
ENSG00000258578	0	0	0	0	0	0
ENSG00000213176	0	0	0	0	0	0
ENSG00000283071	0	0	0	0	0	2
ENSG00000288610	0	0	0	0	0	0
ENSG00000259717	0	0	0	2	0	0
ENSG00000185215	42	45	48	57	64	68
ENSG00000259374	0	0	0	0	2	0
ENSG00000259535	0	0	0	0	0	0
ENSG00000259525	0	0	0	0	0	0
ENSG00000251533	0	0	0	0	0	0
ENSG00000270705	0	0	0	0	0	0
ENSG00000278071	0	0	0	0	0	1
ENSG00000242837	0	0	0	0	2	0
ENSG00000270938	0	0	0	0	0	0
ENSG00000240624	0	0	0	0	0	0
ENSG00000259775	1	1	2	2	2	0
ENSG00000100664	8801	8966	8475	8261	9194	9256
ENSG00000272533	0	0	0	0	1	1
ENSG00000258933	0	0	0	0	0	0
ENSG00000258866	0	0	0	0	0	0
ENSG00000264607	0	0	1	0	0	0
ENSG00000165959	37	27	34	14	30	42
ENSG00000259143	0	0	0	0	0	0
ENSG00000258615	2	1	0	0	0	2
ENSG00000287111	0	0	0	0	0	0
ENSG00000258630	0	0	0	1	0	2
ENSG00000213159	0	0	0	1	0	0
ENSG00000258986	2	0	4	6	4	0
ENSG00000259037	0	0	0	0	0	0
ENSG00000258736	0	0	0	0	0	0
ENSG00000260792	2	0	1	2	0	0
ENSG00000265291	0	0	0	0	0	0
ENSG00000258858	0	0	0	0	0	0
ENSG00000184990	686	805	779	837	879	880
ENSG00000258430	0	0	0	0	0	0
ENSG00000179627	44	38	50	34	37	45
ENSG00000100697	2480	2763	2834	3108	3701	3479
ENSG00000258983	0	0	3	2	1	0
ENSG00000222990	0	2	0	0	0	2
ENSG00000258789	2	2	0	2	2	0
ENSG00000100722	2183	2232	2372	3046	3379	3090
ENSG00000278576	16	4	8	10	4	4
ENSG00000274492	0	0	0	2	2	2
ENSG00000200653	0	0	0	0	0	0
ENSG00000207342	2	0	0	0	0	0
ENSG00000283627	0	0	0	0	0	0
ENSG00000258990	0	0	0	0	0	0
ENSG00000165533	351	403	441	362	539	430
ENSG00000203485	1111	1075	1054	1026	1018	1036
ENSG00000131979	270	297	346	291	380	378
ENSG00000261242	0	8	12	12	14	16
ENSG00000205767	0	0	0	0	0	0
ENSG00000270878	12	6	19	17	10	18
ENSG00000258800	0	0	0	0	0	0
ENSG00000258645	31	41	39	23	49	36
ENSG00000202490	0	0	0	0	0	0
ENSG00000206822	0	0	0	0	0	0
ENSG00000207172	0	0	0	0	0	0
ENSG00000200693	0	0	0	0	0	0
ENSG00000126821	367	436	412	270	290	316
ENSG00000258778	2	0	0	2	2	2
ENSG00000252749	0	0	0	0	0	0
ENSG00000258411	0	0	0	0	0	0
ENSG00000270912	0	0	0	0	0	0
ENSG00000202182	0	0	0	0	0	0
ENSG00000221537	0	0	0	0	0	0
ENSG00000214770	15	10	11	5	16	15
ENSG00000284664	2	2	2	10	22	7
ENSG00000271511	0	1	0	1	2	0
ENSG00000196273	2	0	2	0	0	0
ENSG00000258717	0	0	0	1	0	0
ENSG00000185559	2	2	6	4	1	0
ENSG00000214548	315	355	324	390	411	404
ENSG00000266461	0	0	0	0	0	0
ENSG00000275161	0	0	0	0	0	0
ENSG00000274884	1	0	0	0	0	0
ENSG00000276919	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0
ENSG00000258399	0	0	0	0	0	0
ENSG00000211574	0	0	0	0	0	0
ENSG00000207989	0	0	0	0	0	0
ENSG00000199151	0	0	0	0	0	0
ENSG00000283159	0	0	0	0	0	0
ENSG00000208001	0	0	0	0	0	0
ENSG00000207569	0	0	0	0	0	0
ENSG00000207608	0	0	0	0	0	0
ENSG00000272458	0	0	0	0	0	0
ENSG00000207942	0	0	0	0	0	0
ENSG00000225746	5	3	6	3	4	3
ENSG00000276225	0	0	0	0	0	0
ENSG00000275662	0	0	0	0	0	0
ENSG00000275134	0	0	0	0	0	0
ENSG00000199005	0	0	2	0	0	0
ENSG00000202191	0	0	0	0	0	0
ENSG00000212384	0	0	0	0	0	0
ENSG00000201700	0	0	2	0	0	0
ENSG00000201672	0	0	0	0	0	0
ENSG00000272474	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0
ENSG00000200632	0	0	0	0	0	0
ENSG00000200367	0	0	0	0	0	0
ENSG00000201950	0	0	0	0	0	0
ENSG00000199575	0	0	0	0	0	0
ENSG00000200823	1	0	0	0	0	0
ENSG00000201839	0	0	0	0	0	0
ENSG00000200832	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0
ENSG00000201263	0	0	0	0	0	0
ENSG00000199390	0	0	0	0	0	0
ENSG00000201240	0	0	0	0	0	0
ENSG00000200279	0	0	0	0	0	0
ENSG00000200608	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0
ENSG00000201247	0	0	0	0	0	0
ENSG00000199593	0	0	0	0	0	0
ENSG00000201557	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0
ENSG00000201569	0	0	0	0	0	0
ENSG00000202142	0	0	0	0	0	0
ENSG00000199942	0	0	0	0	0	0
ENSG00000201500	0	0	0	0	0	0
