ID	D1	D2	D3	M1	M2	M3
LINC02685	2	0	0	0	0	0
SYT13	2	4	0	3	2	0
PIDD1	336	302	336	288	331	348
OPCML	2	0	2	2	0	0
TRIM66	631	688	751	924	963	1026
BACE1	122	149	107	129	125	154
RSF1	6578	6741	6924	7231	8173	8013
MS4A6A	0	2	2	0	0	2
ADAMTS15	0	4	2	0	0	4
OVCH2	0	0	2	0	0	0
TMEM80	294	272	279	248	281	274
OR10A5	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0
OR2D3	0	0	0	0	0	2
OR4X2	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0
OR52W1	0	4	5	2	0	0
OR4A16	0	0	0	0	0	0
OR5AK2	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0
HTR3A	0	0	0	0	0	2
OR8G5	1	0	0	0	0	0
PGA4	0	0	0	2	0	0
OR9Q2	0	0	0	0	0	0
OR5AS1	0	2	0	0	0	2
OR2AG1	0	2	3	0	0	2
OR52N4	0	0	0	0	0	0
CHEK1	1565	1637	1748	1819	2165	1941
OR8G1	0	0	0	0	0	0
FUT4	60	63	64	83	57	57
OR4C15	0	0	0	0	0	0
OR51T1	0	0	0	0	1	0
OR2D2	0	0	0	2	0	0
OR8D2	0	0	0	0	2	0
OR52B2	0	0	0	2	0	0
OR5M10	0	0	0	0	0	0
OR6T1	0	0	0	0	2	2
OR6X1	0	0	0	0	0	0
OR8B12	0	0	0	4	0	0
OR8B4	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0
OR5M8	0	0	0	0	0	2
OR6M1	0	0	0	0	0	0
IRAG1	5	6	10	5	4	6
OR4C11	0	0	0	0	0	0
OR9I1	0	0	0	0	2	0
TBX10	0	6	7	8	6	10
OR56A1	0	0	0	3	0	2
OR5B21	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0
OR51B2	0	0	2	0	2	0
OR4C5	0	0	0	0	0	0
OR52H1	2	0	0	0	0	0
OR5T2	0	0	0	0	0	0
CCDC73	6	7	7	0	0	1
OR5AP2	0	0	0	0	0	0
OR4D6	0	0	0	0	0	0
RIC8A	2086	2293	2034	2085	2403	2262
DPAGT1	94	106	88	114	98	119
CLPB	957	940	971	1198	1355	1280
KIRREL3-AS2	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0
KIRREL3-AS3	2	0	0	2	0	0
CYCSP29	0	0	0	0	0	0
RNU6-654P	0	0	0	0	0	0
CHRM4	26	26	22	22	17	12
ARHGAP20	2	0	4	4	5	2
DCDC1	0	1	2	0	0	0
NTM	0	0	2	0	0	1
NFRKB	642	740	690	784	847	855
GDPD4	2	0	0	0	1	1
AMBRA1	2186	2274	2093	2233	2281	2332
TBCEL	1468	1407	1203	802	857	933
DKK3	45	52	47	72	52	46
XRRA1	156	152	194	163	178	215
TPH1	61	43	37	25	55	62
SLC25A45	177	164	161	77	96	129
GRM5	0	0	2	1	2	0
ATG13	1591	1648	1581	1450	1622	1600
MICAL2	8084	8711	8333	7687	8249	8391
MS4A6E	0	0	0	0	0	0
TRIM49B	0	0	2	0	0	0
FLRT1	10	12	6	17	10	8
TMEM218	188	254	195	243	290	320
SOX6	3464	3589	3626	1719	1943	1890
TRIM49D2	0	0	0	0	0	0
C11orf86	0	2	0	0	0	2
TRIM49D1	0	0	0	0	0	0
OR52N2	0	2	1	0	0	0
CASP12	0	0	0	1	0	2
SLCO2B1	572	547	485	885	870	1037
OR2AT1P	79	84	56	131	130	146
TPBGL-AS1	2	4	2	2	2	5
ZDHHC20P3	2	0	0	0	0	0
TPBGL	0	2	0	2	6	2
ARRB1	413	520	474	303	324	390
KLHL35	17	22	25	12	16	4
CDON	6	2	1	9	9	2
RPS13	1543	1784	1559	1640	1910	1793
SNORD14A	2	4	2	2	2	4
SNORD14B	0	0	0	0	0	0
RNU6-593P	0	0	2	0	0	0
PIK3C2A	902	846	877	1218	1467	1458
DNAJC4	154	181	154	113	132	125
MED19	376	491	573	557	685	655
TTC36-AS1	18	14	22	10	12	22
TTC36	0	1	1	0	2	0
TMEM25	32	22	18	21	29	20
IFT46	328	331	349	239	326	298
RPL5P30	4	8	4	3	6	6
RNU6-1157P	0	0	0	3	0	1
MIR6716	0	0	0	0	0	0
SLC22A24	0	0	1	2	0	2
CD3E	2	0	0	0	0	3
KMT2A	2851	3084	3173	3142	3432	3430
PHF21A	3844	4027	3682	3266	3609	3661
SMTNL1	19	23	28	25	24	33
OR52I1	0	0	0	0	0	2
MMP26	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
C11orf45	0	2	0	0	3	4
NRXN2	2	1	0	9	6	0
MEN1	739	713	726	920	1000	963
TMA16P1	0	0	0	0	0	0
GLYATL2	0	0	2	0	0	0
GLYATL1P2	0	0	0	0	0	0
MIR612	0	0	0	0	0	0
LINC02736	0	0	0	0	0	1
SNRPGP19	0	0	0	0	0	0
ZNRD2-DT	19	16	26	35	44	47
ZNRD2	346	400	314	393	416	410
FAM89B	10	9	4	15	17	10
EHBP1L1	60068	62952	59091	60455	64952	63328
KCNK7	8	9	9	6	15	9
MAP3K11	1052	1151	1004	1049	1218	1277
PCNX3	811	914	844	1103	1201	1160
MIR4690	0	0	0	0	0	0
SIPA1	878	956	905	771	719	782
MIR4489	2	2	2	0	1	0
RN7SL309P	0	0	0	0	0	0
MS4A4E	34	36	41	2	0	3
LTBP3	1399	1432	1298	304	344	320
OR5P2	0	0	0	0	0	0
LINC02753	2	0	0	0	0	0
LINC02584	0	0	2	0	0	0
RNU6-1175P	0	0	0	0	0	0
ANO1-AS1	0	0	0	0	0	0
FADD	1200	1124	1237	1080	1320	1160
H2AZP4	0	0	0	0	0	0
MIR548K	0	0	0	0	0	0
VSIG10L2	0	0	0	0	1	0
ANO1	15	23	17	6	4	0
SPCS2	3935	4180	3671	3511	4217	3426
RELA	3266	3678	3865	4807	5017	5239
FOLR3	0	0	0	4	3	5
OR4C3	0	0	0	0	2	0
PCSK7	2792	3183	3187	3301	3689	3574
DDX6	4099	4081	4297	4610	5473	5415
AGBL2	21	43	29	15	30	20
ARCN1	2631	2850	2983	3487	4114	3991
HIKESHI	372	361	407	361	408	383
VWCE	125	112	123	51	60	80
NUMA1	17523	19387	18281	19007	21514	20657
BIRC2	828	745	844	755	835	845
PGR	2	0	2	2	0	0
GRAMD1B	17	14	16	10	2	6
MMP13	0	0	0	0	1	0
EPS8L2	48	50	41	42	51	47
KRTAP5-4	0	0	0	0	0	0
PTPRJ	140	181	166	134	192	215
OTUB1	339	375	332	407	540	461
KRTAP5-11	0	0	0	0	0	0
ODF3	0	0	2	2	0	0
PSMD13	2952	3208	2938	3651	4284	3935
PAMR1	1	0	0	0	4	0
CHRDL2	2	6	0	0	0	0
LDHAL6A	24	20	10	18	15	26
TRIM3	89	89	90	59	96	116
SELENOH	198	201	223	192	207	196
MDK	30	20	39	27	40	21
TNNI2	1	4	0	0	2	2
SCYL1	2031	2264	2137	2583	2831	2842
ALDH3B1	651	732	732	273	280	303
MSANTD4	1147	1073	1076	1164	1327	1325
APBB1	22	38	18	55	31	47
PHLDB1	289	243	201	155	226	157
WNT11	4	0	2	6	4	6
FOLR2	0	0	0	0	0	0
P2RX3	0	2	0	0	0	2
INPPL1	1554	1588	1472	1346	1513	1610
CD44	2506	2699	2345	2556	2635	2647
OR8H1	0	0	0	0	0	0
MYBPC3	5	1	4	0	1	6
MYO7A	2	8	1	5	11	4
MOB2	572	605	584	628	731	786
HPX	0	2	0	3	4	2
HYOU1	9903	10666	9973	13872	16716	15934
NAT10	5404	6050	5672	5296	6279	6216
CNTN5	0	1	0	0	0	0
NAV2	32	30	28	18	16	25
NUCB2	8530	8855	9116	5489	6539	6412
PANX1	203	173	191	236	276	243
ARPC3P3	161	186	144	117	172	135
GPR83	2	0	6	0	4	0
DPP3	1328	1407	1384	2046	2233	2229
C11orf91	0	2	2	2	6	0
CD59	1075	1125	1103	961	1045	1070
FBXO3	1417	1618	1628	1667	1821	1762
FBXO3-DT	0	0	0	0	0	0
LINC02722	0	0	0	0	0	0
LINC02721	0	4	5	0	0	0
OR10A6	0	0	1	0	0	0
OR5B12	0	0	0	0	2	0
OR51V1	0	0	0	4	0	0
OR8K3	0	0	0	0	0	0
OR9G4	0	0	0	0	2	0
AMPD3	727	765	691	436	471	402
BET1L	205	205	237	251	260	251
GAS2	8	16	13	8	12	6
H2AX	2732	3079	2845	5421	6175	5827
APLNR	149	201	175	16	23	16
HTR3B	0	0	0	0	0	0
IFITM2	60	77	70	14	4	9
ANAPC15	1091	1133	1416	1514	1707	1590
AAMDC	235	293	290	309	359	344
LRRC51	62	62	57	49	48	62
OR5P3	0	0	0	0	0	0
ZP1	4	0	1	5	0	0
HPS5	274	361	371	402	565	541
GTF2H1	1917	2014	2000	1837	2230	2094
MIR3159	0	0	0	0	0	2
LDHA	7487	8120	8492	6626	7449	8116
SAA1	1	1	0	1	5	0
MIR4491	0	0	0	0	0	0
POU2AF1	0	2	0	0	0	5
RNU2-60P	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0
LAYN	6	4	10	0	16	6
SIK2	853	959	1070	1175	1305	1208
RN7SKP273	0	0	0	0	0	0
BTG4	0	0	2	0	1	0
HOATZ	0	0	1	0	0	0
TMEM86A	20	24	25	43	39	47
IGSF22	12	5	2	5	14	4
IGSF22-AS1	2	2	2	4	0	0
PTPN5	1	2	0	0	2	0
MRGPRX8P	0	0	2	0	0	0
MRGPRX7P	0	0	0	0	0	0
MRGPRX6P	0	0	0	0	0	0
MRGPRX5P	0	0	0	0	0	0
MRGPRX11P	0	0	0	2	0	0
MRGPRX10P	0	0	0	0	0	0
MRGPRX9P	0	0	0	0	0	2
MRGPRX2	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0
LINC02730	0	2	0	0	0	0
JAM3	14	16	13	6	26	17
PTP4A2P2	8	8	4	13	4	8
VPS26B	973	1150	1118	1460	1532	1498
THYN1	1121	1208	1278	979	1281	1185
ACAD8	416	502	497	636	676	718
ATM	1614	1859	2012	1575	1907	1674
GLB1L3	4	0	0	0	2	0
OR5T3	0	0	2	0	0	0
OR52E5	0	0	0	0	0	0
PRDM11	1108	1128	1072	597	574	654
DEAF1	1347	1687	1545	920	1231	1130
SHANK2	2	8	4	2	11	2
IZUMO1R	0	0	0	0	0	0
NCAPD3	5375	5870	6161	6023	7172	6631
AP2A2	870	891	968	1011	1011	983
DHCR7	537	656	576	698	839	761
FOXRED1	1936	2015	2023	2268	2493	2409
TSPAN4	350	289	293	284	343	309
TAF10	311	348	340	452	440	452
TMEM216	63	57	56	54	67	50
SLC37A4	721	820	744	689	794	662
DENND2B	40	54	57	47	57	70
SBF2	62	90	66	87	112	85
ASCL3	6	0	4	14	5	4
OR51F1	0	0	0	0	0	0
VPS11	2155	2348	2210	2109	2392	2447
RNA5SP350	0	0	0	0	0	0
LINC02550	0	0	0	0	0	0
RPS17P15	0	0	0	0	0	0
C11orf53	0	0	4	0	2	0
COLCA1	2	0	0	1	2	0
COLCA2	0	0	0	0	0	0
RPS2P39	0	0	0	0	0	0
DDX10	3211	3548	3517	4632	5413	5114
RNF26	913	1096	1023	845	944	952
C1QTNF5	0	0	0	0	0	0
MFRP	0	4	0	2	0	2
USP2	0	0	0	4	0	0
THY1	57	55	69	77	101	80
THY1-AS1	0	0	0	0	0	0
DUXAP5	0	0	0	0	0	0
CCDC153	4	5	7	12	21	10
MYEOV	18	22	16	16	15	11
IFITM9P	0	0	0	0	0	0
LINC02747	0	0	0	2	2	2
LINC01488	0	0	0	0	4	0
CCND1	203	241	205	227	280	258
LTO1	1643	1740	1629	1819	2085	1951
FGF19	0	0	0	2	2	0
DNAJB6P5	0	0	0	0	0	0
FGF4	0	2	0	4	0	0
SETP16	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
CXCR5	0	0	0	0	0	0
BCL9L	518	549	504	566	587	494
MIR4492	0	0	0	0	0	0
UPK2	0	0	0	1	0	0
RN7SL688P	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	2
FOXR1	0	1	0	0	0	0
HMBS	21252	21658	20695	22386	25468	24420
SLC22A25	2	0	2	0	2	2
CELF1	3203	3454	3274	4055	4932	4771
SMIM38	10	0	5	4	0	2
MS4A1	0	4	0	0	0	2
NLRP10	2	0	0	4	0	0
GLYATL1	0	0	0	2	2	0
SMIM35	2	3	0	0	0	1
MIR3164	4	0	0	0	0	0
TMEM138	261	326	274	222	296	251
RN7SL23P	0	0	0	0	0	0
MIR4488	0	0	0	0	0	0
RIC3-DT	2	5	2	7	6	2
LMO1	0	0	2	3	0	4
STK33	14	3	17	12	14	8
CARNS1	192	199	176	268	246	274
BCAS2P1	0	0	0	0	0	0
ANKRD42-DT	126	107	123	155	219	151
PCF11-AS1	0	0	0	0	0	0
ANKRD42	486	502	500	428	528	510
CKS1BP4	0	0	0	0	0	0
RPL32P24	0	0	0	0	0	0
PCF11	6675	7401	7080	7001	8618	8010
ATP5MG	178	200	156	231	247	227
OR52E8	0	0	0	0	0	0
BTBD18	3	2	8	0	2	5
SPTY2D1OS	100	67	82	41	96	79
SYT8	0	1	0	0	2	2
CCDC90B	807	831	745	1047	1112	1054
LBHD1	82	103	98	111	135	146
CARD16	101	99	73	31	35	48
CWF19L2	1879	1928	2225	1833	2128	2150
PAX6	6	1	6	4	8	7
ZBTB44-DT	2	0	2	8	0	7
LINC02716	0	0	0	0	0	0
MRPL23-AS1	0	3	1	2	2	2
ESAM-AS1	4	6	2	6	6	8
UVRAG-DT	0	0	2	0	0	0
MIR194-2HG	23	11	5	12	23	9
LINC02731	0	5	3	1	2	7
LINC00900	0	0	0	0	0	4
TRPC2	0	4	3	0	4	2
TSSC2	1	1	2	3	0	3
LINC02489	16	16	12	2	2	2
OR7E14P	0	0	2	2	0	2
SEPTIN7P11	3	3	3	3	0	2
DOC2GP	4	5	7	4	3	2
PPP1R14B-AS1	3	0	0	0	1	0
OR52K3P	2	0	0	2	0	0
HNRNPKP3	0	0	0	2	0	0
H19	0	1	1	0	3	2
MIR210HG	53	45	63	24	29	41
FAM86C1P	70	60	60	98	95	74
WT1-AS	38	45	40	14	18	17
FZD4-DT	4	0	2	0	3	0
MALAT1	99490	101500	96574	197683	221545	226811
SENCR	0	0	0	1	1	3
IRAG1-AS1	0	0	0	0	0	2
CASP4LP	0	2	0	2	0	0
CTTN-DT	24	24	26	26	18	22
RELA-DT	6	6	7	2	17	14
NAV2-AS2	0	2	0	0	2	0
GVINP1	14	6	20	4	14	6
LINC02552	2	0	0	2	6	4
LINC02739	23	10	13	11	8	2
DPP3-DT	24	26	19	19	21	29
LINC02696	4	4	4	0	0	2
TTC12-DT	0	10	2	1	1	4
GSEC	16	30	16	20	15	17
TMEM9B-AS1	43	68	49	59	84	106
LRP4-AS1	2	3	4	2	2	4
EMSY-DT	210	286	226	241	232	233
ZBED5-AS1	104	88	58	76	73	68
MPPED2-AS1	0	0	0	0	0	2
RAB30-DT	273	250	258	334	336	354
SNHG1	659	807	790	1098	1418	1407
LINC02762	34	28	23	31	30	32
BACE1-AS	63	94	79	46	64	74
NEAT1	125001	126271	113453	247531	277715	270334
MIR100HG	2	12	10	10	12	10
CCDC83	0	0	0	0	0	0
SYTL2	221	253	232	128	157	141
DIP2C	8	8	10	6	10	8
LINC00701	0	0	0	2	0	0
LINC00700	0	0	0	2	0	0
AKR1C3	525	562	484	460	441	481
LINC00705	0	1	0	3	0	0
ARL4AP3	0	0	0	0	0	0
TUBAL3	67	57	83	61	43	40
ADARB2	2	0	2	4	2	2
LINC00707	1	4	4	0	0	2
AKR1E2	213	290	273	207	332	270
LINC00708	0	0	0	0	2	0
LINC02670	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0
LINC00702	3	0	2	0	4	0
LINC02639	0	2	0	0	0	0
CUX2P1	0	0	0	0	0	0
PRPF38AP1	17	8	17	10	15	16
ECHDC3	6	4	2	4	9	4
LINC02656	4	14	2	4	4	4
CDC123	2432	2637	2624	2541	2996	3184
RBISP1	0	0	0	0	0	0
LINC02648	1	0	3	0	3	2
AKR1C5P	0	1	0	0	0	0
BTBD7P1	3	0	2	8	2	4
UCN3	0	0	2	0	4	2
SEPHS1	894	972	1041	1055	1269	1333
OPTN	23883	26466	24164	20256	22088	21337
KLF6	1204	1256	1343	1547	1550	1555
AKR1C6P	8	12	13	4	3	6
IL2RA	0	0	0	4	1	0
RPL32P23	0	0	0	0	0	0
ATP5F1C	1355	1473	1427	1474	1773	1615
CHCHD3P1	0	0	0	0	0	0
HSP90AB7P	0	2	0	0	0	2
LINC00703	0	0	2	0	0	0
SEC61A2	82	84	77	128	131	113
LINC02645	0	0	2	0	1	0
LINP1	2	0	0	0	2	0
AKR1C1	808	833	630	234	280	270
LINC02662	0	0	0	0	0	0
RPL36AP36	0	0	0	0	0	0
MEIG1	0	2	2	0	6	12
LINC02676	0	0	0	0	0	0
ELOCP3	0	0	0	0	0	0
ITIH2	0	0	5	2	5	8
LINC02663	0	0	0	0	0	0
MANCR	2	0	0	0	0	4
PFKFB3	375	407	380	614	628	532
MTND1P37	0	0	0	0	0	0
SDCBPP1	0	0	0	0	2	0
PHYH	278	299	357	259	362	299
RBM17	14339	15324	14322	14644	18105	16871
SNRPGP5	2	0	0	0	3	0
NUDT5	594	650	646	899	1147	925
CCDC3	2	1	2	4	2	8
FAM238B	11	12	18	0	0	7
HMGN1P20	0	0	0	0	0	0
UCMA	1	0	0	0	0	0
KIN	934	928	982	992	1183	1086
KRT8P37	0	0	0	0	0	2
ANKRD16	95	115	115	104	101	156
UPF2	14070	14653	14248	13911	16130	15836
IL15RA	471	599	557	320	391	380
SUV39H2	251	304	318	361	352	373
RPL5P25	2	0	0	0	0	0
LINC01516	0	0	0	0	0	0
ACBD7	13	21	23	24	36	21
MTND2P16	0	0	0	0	0	0
NUP35P1	0	0	1	0	2	0
RPP38	89	70	96	86	101	89
ITIH5	8	21	20	22	13	24
AKR1C8P	1	2	0	0	0	0
FRMD4A	1089	1003	1056	327	333	375
MRC1	14	16	14	8	14	8
CKS1BP2	2	1	3	3	1	0
ST8SIA6-AS1	109	152	108	81	89	93
SELENOOLP	0	2	0	0	0	0
ARL5B	250	268	340	290	341	349
OR7E110P	0	0	0	2	0	0
CUBN	4	3	4	2	13	4
GPR158-AS1	0	0	0	0	0	0
TRDMT1	165	180	162	232	237	212
C1QL3	1	6	2	0	4	3
MINDY3	360	377	403	291	408	370
ZNF33BP1	4	0	0	0	0	4
ARMC3	0	5	4	0	0	2
USP6NL-AS1	3	3	0	4	4	2
RPP38-DT	0	0	2	0	4	2
PABPC1P8	0	0	0	0	0	0
CCDC7	76	101	80	45	64	44
ACTR3BP5	0	0	0	0	0	0
PABPC1P12	0	1	0	0	0	0
RPS24P13	2	0	0	0	4	0
NSUN6	596	549	607	685	865	727
DUXAP3	0	2	0	0	0	0
OR7E115P	0	0	0	0	0	2
ZNF37CP	2	4	0	2	1	2
PIP4K2A	9046	9394	8827	6619	7323	7305
C10orf67	0	2	2	0	1	0
RPS4XP11	19	18	14	7	15	9
AKR1C4	0	2	0	1	2	1
MALRD1	0	0	0	2	2	0
LINC01517	1	0	4	5	1	3
SS18L2P1	0	0	0	0	0	0
ST8SIA6	1054	949	1092	537	568	633
ELOBP4	0	0	0	0	0	0
GAD2	0	0	2	2	2	1
MKX	4	11	4	4	8	7
LINC00839	0	4	2	2	2	2
GDF2	8	8	2	0	4	0
C1DP1	22	30	30	10	23	19
HSD17B7P2	19	28	18	32	25	27
ODAD2	1	0	2	2	0	0
CHEK2P5	0	0	0	0	0	0
ITGA8	12	13	21	19	21	12
FXYD6P1	0	0	0	0	0	0
LINC02644	0	0	0	0	0	0
CICP9	0	0	0	0	2	0
HNRNPRP1	64	56	58	44	92	58
LINC02658	0	0	0	0	0	0
SLC9B1P3	0	0	0	0	0	0
SLC39A12	0	1	0	0	0	0
LINC00840	2	2	0	2	0	0
CUBNP1	0	0	0	0	0	0
LINC02561	2	0	0	2	2	0
AMD1P1	0	0	0	0	0	0
ZFAND4	819	851	874	731	900	842
LINC02675	0	0	2	0	2	0
RPL21P93	9	11	6	4	13	7
MYO3A	2	0	0	4	0	2
EIF2AP4	0	0	0	0	0	1
ZNF22-AS1	32	30	19	28	22	30
FTLP19	0	0	0	0	0	0
TACC1P1	0	0	2	1	0	2
ZNF33CP	2	0	0	0	0	0
MSRB2	140	139	144	177	189	148
OR13A1	0	0	0	0	0	5
OR7E26P	0	0	0	0	3	0
FAM238A	0	0	0	0	0	0
RPS12P16	0	0	0	0	0	2
CCNYL2	0	0	1	0	0	0
PTF1A	0	0	0	0	0	0
PRTFDC1	31	41	26	52	44	68
DCLRE1C	560	540	542	471	564	509
PROSER2	138	189	186	234	266	196
RPL36AP55	0	0	0	0	0	0
HIRAP1	2	0	0	0	0	0
AKR1C7P	6	3	1	1	1	1
KIAA1217	94	122	151	94	95	87
CTSLP2	0	0	1	0	0	0
EIF3LP2	7	1	3	9	1	2
LINC00841	0	1	0	0	1	0
TPT1P10	0	0	0	0	0	0
DCLRE1CP1	1	0	0	0	0	0
NUTF2P5	0	0	0	0	0	0
PRDX2P2	0	0	0	0	0	2
LINC02672	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0
MKX-AS1	0	0	0	0	0	2
AGAP10P	52	65	53	24	43	74
RPL23P11	0	0	2	0	0	0
LINC00838	0	0	0	0	0	0
HSPA8P3	0	0	2	2	2	0
ENKUR	2	0	6	10	5	4
FAM245B	6	3	10	3	3	0
CISD1	58	80	82	104	140	127
RPL26P27	2	0	0	0	7	0
DNAJC1	1407	1580	1441	1414	1538	1459
MRPL50P4	0	0	0	0	0	0
HNRNPA3P1	34	33	39	32	39	33
RPL37P18	0	0	0	0	0	0
UQCRHP3	0	0	0	0	0	0
GPN3P1	0	0	0	0	0	0
VSTM4	4	4	3	3	2	2
CTSLP4	0	0	0	0	0	0
CUBNP3	0	0	0	0	0	0
SLC25A16	173	164	169	182	195	165
MRPS35P3	0	0	0	0	0	0
PROSER2-AS1	24	41	29	42	35	33
UBE2V2P1	0	0	0	0	0	0
MYL6P3	0	0	0	0	0	0
PHYHIPL	1	0	2	0	0	0
SGMS1-AS1	158	185	172	226	254	209
VN1R54P	0	0	0	0	0	0
NAMPTP1	219	206	228	342	356	364
ANKRD54P1	0	0	0	0	0	0
ASCC1	697	784	833	983	1123	977
SPRING1P1	0	0	0	0	0	0
RPL26P28	0	0	0	0	0	0
RBP3	0	0	0	1	2	0
ARHGAP12	407	386	377	472	532	547
TATDN1P1	0	2	0	0	1	1
BMS1P2	0	0	0	1	0	0
SNRPEP8	0	0	0	0	0	0
UBE2D1	158	147	173	272	344	376
YWHAZP3	28	24	35	34	54	44
LINC02632	0	0	1	0	0	0
GDF10	0	2	2	0	0	0
PRKG1-AS1	2	0	2	0	0	2
ZNF33B	1107	1144	1340	1347	1558	1569
CEP164P1	0	0	0	0	1	0
PCAT5	0	0	0	0	0	0
PARD3-AS1	0	0	0	0	0	0
NRP1	13	14	19	20	28	16
PLXDC2	8	9	10	18	27	35
FAM170B-AS1	0	0	0	0	0	0
RSU1	3145	3219	3048	2568	2791	2954
TMEM14DP	0	4	2	1	1	5
RPL31P44	0	0	0	0	0	0
MRLN	0	0	1	0	0	2
PGGT1BP1	0	0	0	0	0	0
HMGA1P5	0	0	0	0	0	0
ELOCP30	0	0	0	0	0	0
RPS3AP37	0	2	0	0	0	0
H2AZP5	0	0	0	0	0	0
NEK4P3	0	2	0	0	0	0
MRPS21P5	0	0	0	0	0	0
GNAI2P2	0	0	0	0	0	3
PRELID1P3	0	0	0	0	0	0
JCAD	21	14	24	31	10	16
RPSAP6	0	1	0	0	2	0
AIFM1P1	0	0	2	0	2	2
ZNF503	4	9	10	13	4	4
FAM21FP	154	172	128	144	141	136
SPAG6	14	8	13	20	12	12
THAP12P3	0	0	0	2	0	0
RPS12P2	0	0	0	0	0	0
MARCHF8	2992	3173	2967	2052	2241	2226
LINC00595	0	4	1	6	1	2
LINC02654	0	0	0	2	0	0
NPM1P24	53	61	56	45	44	54
TET1	136	117	127	59	72	72
DKK1	2	7	8	5	12	9
LINC02630	0	0	0	0	2	0
KIF5B	8159	7825	8203	9687	11248	10978
NMT2	276	343	328	445	601	560
TMEM273	2	8	2	6	2	6
CCAR1	13194	13770	13392	13125	15690	15362
FAM32CP	0	0	0	0	0	0
ZNF503-AS2	0	2	10	0	0	2
RPL39P25	0	0	0	0	0	0
ZNF519P1	0	0	0	0	0	0
LINC02655	0	0	2	0	1	0
ZWINT	11675	12622	13108	12512	16012	15558
GRID1-AS1	0	0	0	0	2	0
NUTM2A	84	154	97	97	124	148
DLG5-AS1	2	0	0	4	1	0
LRMDA	10	18	2	1	1	0
JMJD1C-AS1	14	11	7	12	18	28
LINC01519	0	0	0	0	0	0
RAB5CP1	0	0	0	0	0	1
NDUFA8P1	0	0	0	0	0	0
PDSS1	469	498	590	441	628	639
ZNF22	77	68	94	83	107	89
LINC01553	0	0	0	2	0	0
ANXA11	978	1178	1006	823	1064	999
SPA17P1	0	0	0	0	0	0
ANK3	9	19	4	12	9	17
PRXL2A	850	881	918	1051	1259	1080
LINC01520	0	0	0	0	0	0
A1CF	2	1	0	1	0	0
NUTM2HP	0	2	2	1	8	2
MINPP1	6426	7307	6782	5052	5869	5136
FARSBP1	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0
TFAM	1130	1286	1235	1547	1907	1725
CTSLP1	1	0	0	1	0	0
SRP9P1	23	25	27	42	35	57
UNC5B	6	12	18	8	4	6
RPS3AP5	19	21	7	10	8	20
MIX23P2	0	0	0	0	0	0
EIF5AP4	172	220	199	273	205	247
PPP1R3C	4	6	11	2	8	6
PPIAP30	0	0	0	0	0	0
FAM133CP	36	51	33	15	44	24
PLA2G12B	0	0	2	2	0	0
GRID1	0	0	2	2	0	0
CUBNP2	0	0	0	0	0	0
LINC02653	0	0	4	0	0	0
LINC02671	0	0	0	0	0	0
LINC00857	4	2	2	0	6	0
RPS24	13565	14072	13013	13499	15716	15064
LINC00863	472	617	548	576	709	659
CCDC6	909	995	1033	899	1140	932
RPS27P1	0	0	0	0	0	0
RPS7P9	0	0	0	0	0	0
DLG5	665	712	617	715	781	817
FAM245A	1	3	4	0	0	0
RSU1P3	0	0	0	0	0	0
LINC01518	6	13	3	8	2	4
WARS2P1	0	0	0	0	0	0
MARK2P16	0	0	0	0	0	0
SNRPD2P1	0	0	0	0	1	1
NUDT9P1	6	22	18	20	11	28
EIF2S2P3	17	7	14	22	17	21
NPAP1P3	0	4	2	0	5	0
MYOF	75	101	102	126	111	100
BMS1	8150	8449	8458	12189	14424	14120
HHEX	435	427	406	491	677	670
RPL21P90	0	0	2	4	0	2
DUSP8P1	2	0	0	0	2	4
CCSER2	224	219	189	454	494	504
REEP3	397	406	406	583	565	630
RNLS	60	75	102	39	37	38
ARHGAP19-SLIT1	0	0	0	0	2	0
MTND1P18	0	0	0	0	0	0
NRG3-AS1	0	0	0	0	0	0
ZNF438	198	229	188	221	224	189
SDHCP2	0	0	0	0	0	0
TLL2	13	12	18	8	3	4
OR6D1P	2	0	2	1	0	6
ABCD1P2	0	2	0	0	0	2
MARK2P15	0	0	0	0	0	0
NRBF2	355	426	374	424	453	442
NPM1P26	35	30	31	22	31	32
DYDC1	0	0	0	0	0	0
PALD1	0	0	6	6	6	4
CYP2C19	0	0	0	1	2	1
TSPAN14	1727	1822	1725	1939	2180	2259
TNKS2	1975	1955	2031	2442	2837	2689
