	seqnames	start	end	width	strand	Conc	Conc_2	Conc_1	Fold	p.value	FDR
1583	13	72781815	72782215	401	*	4.108586073	4.087687367	4.12918636	-0.233733419	0.497450744	0.95516656
760	10	89643787	89644187	401	*	4.108628019	4.087647461	4.129307834	-0.233894784	0.497450744	0.95516656
4801	5	177426256	177426656	401	*	5.516856822	5.523771273	5.509909072	-0.179580179	0.498387425	0.956075534
5343	7	100889653	100890053	401	*	4.807316424	4.807757937	4.806874776	-0.192185335	0.498448706	0.956075534
3615	21	9246603	9247003	401	*	4.781437392	4.781820583	4.781054099	-0.19228635	0.498930123	0.956075534
5384	7	127771371	127771771	401	*	2.406929763	2.182789505	2.600884329	-0.597653355	0.499005804	0.956075534
2690	19	1040894	1041294	401	*	4.727898664	4.728133082	4.727664208	-0.192550859	0.499810463	0.956075534
4052	3	117015340	117015740	401	*	2.322760457	2.707213798	1.797087318	0.698027337	0.49988602	0.956075534
1035	11	62761328	62761728	401	*	4.643849053	4.643388009	4.64430995	-0.193887011	0.500254943	0.956075534
2147	16	25332855	25333255	401	*	2.395491073	2.16867166	2.591447503	-0.602270203	0.500884348	0.956075534
6224	X	143164248	143164648	401	*	2.395491073	2.16867166	2.591447503	-0.602270203	0.500884348	0.956075534
4109	3	138174445	138174845	401	*	4.066050639	4.044431587	4.087350501	-0.23509385	0.5014929	0.956075534
3399	2	231642736	231643136	401	*	4.066089115	4.044290381	4.087563372	-0.235447895	0.5014929	0.956075534
5733	9	6412852	6413252	401	*	4.67212983	4.672357317	4.671902307	-0.192529184	0.501639659	0.956075534
2834	19	23324646	23325046	401	*	2.18289498	1.804717402	2.482246444	-0.847428531	0.503016503	0.956075534
1542	13	33618764	33619164	401	*	2.325456329	2.707186597	1.804886556	0.690294319	0.503496647	0.956075534
2575	18	9016980	9017380	401	*	4.266842858	4.45947066	4.044473472	0.21962919	0.504358762	0.956075534
5129	6	158120484	158120884	401	*	2.398543738	2.175878056	2.591393727	-0.595080143	0.504447502	0.956075534
1282	12	47735157	47735557	401	*	3.357585138	3.584873217	3.08766878	0.299566173	0.504662738	0.956075534
5351	7	104269214	104269614	401	*	3.357627422	3.584941698	3.087674089	0.299629338	0.504662738	0.956075534
107	1	24284905	24285305	401	*	3.357485566	3.584816981	3.087508039	0.299670667	0.504662738	0.956075534
4576	5	57040804	57041204	401	*	3.357540826	3.584910077	3.087509891	0.299761904	0.504662738	0.956075534
3967	3	50278375	50278775	401	*	3.357623555	3.585011896	3.087565669	0.299807941	0.504662738	0.956075534
1661	14	24238477	24238877	401	*	3.357560261	3.584942836	3.087510514	0.299794038	0.504662738	0.956075534
2724	19	4606820	4607220	401	*	3.357502423	3.584879818	3.087459989	0.299781546	0.504662738	0.956075534
4739	5	150318931	150319331	401	*	3.357598931	3.585044823	3.087459795	0.29994673	0.504662738	0.956075534
3002	2	9146470	9146870	401	*	3.357482841	3.584913077	3.087365809	0.299908974	0.504662738	0.956075534
1622	13	101415841	101416241	401	*	3.357448667	3.584884649	3.087323523	0.299922832	0.504662738	0.956075534
4193	3	190349298	190349698	401	*	2.175208136	1.797717652	2.474129838	-0.846284992	0.505540157	0.956075534
1028	11	61891559	61891959	401	*	4.022374887	4.000040719	4.044368567	-0.236439085	0.505578483	0.956075534
1053	11	65488700	65489100	401	*	4.022429746	4.000068801	4.044449393	-0.236491825	0.505578483	0.956075534
3717	22	21959523	21959923	401	*	4.022324356	3.999937362	4.044369262	-0.23654313	0.505578483	0.956075534
1774	14	88562786	88563186	401	*	4.614913165	4.614808512	4.615017811	-0.193154987	0.505986356	0.956075534
3035	2	20579247	20579647	401	*	4.0875025	4.285333359	3.85816658	0.23151725	0.507766656	0.956075534
5711	8	142404044	142404444	401	*	4.087609125	4.285560724	3.858110842	0.231800326	0.507766656	0.956075534
3144	2	69219478	69219878	401	*	2.177886175	1.804708464	2.47410272	-0.839396183	0.508167594	0.956075534
5026	6	85620629	85621029	401	*	2.177886175	1.804708464	2.47410272	-0.839396183	0.508167594	0.956075534
2382	17	31950853	31951253	401	*	2.309585602	2.691351526	1.788949182	0.690370143	0.508790826	0.956075534
5978	9	136307451	136307851	401	*	3.644052976	3.858058827	3.392678462	0.268728739	0.509136054	0.956075534
6248	X	153776721	153777121	401	*	3.643816661	3.85782071	3.392444636	0.268724456	0.509136054	0.956075534
5254	7	47571825	47572225	401	*	3.643849011	3.858141282	3.39207895	0.269410576	0.509136054	0.956075534
5346	7	101252224	101252624	401	*	3.882643	4.087462779	3.643856157	0.24755737	0.509650916	0.956075534
184	1	43450215	43450615	401	*	3.882643064	4.087462866	3.643856191	0.247557423	0.509650916	0.956075534
1325	12	56257961	56258361	401	*	3.97723986	3.95418298	3.999934038	-0.237793925	0.509707264	0.956075534
6177	X	107324586	107324986	401	*	3.97732684	3.954196824	4.000091867	-0.237937904	0.509707264	0.956075534
431	1	184078368	184078768	401	*	2.383678689	2.161178243	2.57640478	-0.594762699	0.510843439	0.956075534
5594	8	56710204	56710604	401	*	2.312396885	2.691387095	1.796934487	0.682516306	0.512483577	0.956075534
1625	13	105677294	105677694	401	*	2.398823828	2.183049812	2.5864851	-0.583106117	0.512516891	0.956075534
3014	2	12354339	12354739	401	*	2.385306288	2.164927749	2.576439107	-0.59108418	0.512681393	0.956075534
4405	4	122501787	122502187	401	*	2.385306288	2.164927749	2.576439107	-0.59108418	0.512681393	0.956075534
1023	11	61287414	61287814	401	*	4.929736204	5.107115787	4.727449714	0.184970764	0.513193006	0.956075534
913	11	2803406	2803806	401	*	3.930738379	3.906898074	3.954191123	-0.239262344	0.513878824	0.956075534
920	11	4608030	4608430	401	*	4.45942974	4.64385293	4.247927453	0.200846543	0.514136269	0.956075534
6019	GL000225.1	50688	51088	401	*	4.554721494	4.554754336	4.554688651	-0.192838439	0.514797734	0.956075534
263	1	84690352	84690752	401	*	4.554692178	4.554524525	4.554859812	-0.193239372	0.514797734	0.956075534
5101	6	145810734	145811134	401	*	2.380719609	2.161123007	2.571264261	-0.589716686	0.515442923	0.956075534
2401	17	38502686	38503086	401	*	2.388529737	2.172336445	2.576507924	-0.583816222	0.516329509	0.956075534
3964	3	50004404	50004804	401	*	2.589501225	2.459053714	2.709125619	-0.435056456	0.517633702	0.956075534
1984	15	74614602	74615002	401	*	3.882643225	3.857980995	3.906890941	-0.240799867	0.518092515	0.956075534
1284	12	49014394	49014794	401	*	2.592320282	2.463693516	2.710411915	-0.431715144	0.518172046	0.956075534
2873	19	39341867	39342267	401	*	5.384245702	5.393584663	5.374845894	-0.174664838	0.518785073	0.956075534
2859	19	35790645	35791045	401	*	4.303790269	4.49187179	4.087460221	0.209148154	0.519645656	0.956075534
5461	7	157883501	157883901	401	*	2.588570917	2.459048671	2.707416838	-0.433357236	0.519944523	0.956075534
3089	2	44446524	44446924	401	*	2.585932805	2.455191351	2.705804317	-0.435592757	0.520032112	0.956075534
2304	17	6898716	6899116	401	*	3.087469637	3.321884155	2.807434193	0.315802499	0.521293467	0.956075534
304	1	115090491	115090891	401	*	3.087468847	3.321908068	2.807398116	0.315862488	0.521293467	0.956075534
5148	6	167124792	167125192	401	*	3.08743136	3.321869761	2.807361801	0.315860495	0.521293467	0.956075534
251	1	69071407	69071807	401	*	3.087516042	3.321977804	2.807413111	0.315917226	0.521293467	0.956075534
2233	16	73772236	73772636	401	*	3.087496339	3.321955643	2.80739692	0.315911256	0.521293467	0.956075534
2004	15	80481769	80482169	401	*	3.087475497	3.321932232	2.807379747	0.315905019	0.521293467	0.956075534
5894	9	113986064	113986464	401	*	3.087475497	3.321932232	2.807379747	0.315905019	0.521293467	0.956075534
4700	5	138285880	138286280	401	*	3.087430853	3.321882177	2.807342832	0.315891879	0.521293467	0.956075534
3709	22	20090124	20090524	401	*	3.087460882	3.32192006	2.807361642	0.315910952	0.521293467	0.956075534
1440	12	118187770	118188170	401	*	3.087468048	3.321932272	2.8073616	0.315923205	0.521293467	0.956075534
5582	8	46187259	46187659	401	*	3.087468048	3.321932272	2.8073616	0.315923205	0.521293467	0.956075534
4432	4	143351238	143351638	401	*	3.087445817	3.321907523	2.807342966	0.31591709	0.521293467	0.956075534
5519	8	21333750	21334150	401	*	3.087475121	3.321944326	2.807361556	0.315935303	0.521293467	0.956075534
5958	9	131012264	131012664	401	*	3.087430344	3.321894655	2.807323772	0.315923417	0.521293467	0.956075534
1078	11	71918355	71918755	401	*	3.087482097	3.321956217	2.807361512	0.315947238	0.521293467	0.956075534
3899	3	24591835	24592235	401	*	3.087482097	3.321956217	2.807361512	0.315947238	0.521293467	0.956075534
5366	7	107844968	107845368	401	*	3.087437883	3.321907355	2.807323939	0.315935948	0.521293467	0.956075534
3261	2	146721486	146721886	401	*	3.087488975	3.321967941	2.807361466	0.315959007	0.521293467	0.956075534
5629	8	94939728	94940128	401	*	3.087481744	3.32196834	2.807343334	0.315977538	0.521293467	0.956075534
232	1	56463354	56463754	401	*	3.087460028	3.321944627	2.807324471	0.315972687	0.521293467	0.956075534
5442	7	151903580	151903980	401	*	3.087437392	3.321919855	2.807304888	0.315967499	0.521293467	0.956075534
54	1	11745722	11746122	401	*	3.087444874	3.321932382	2.807305163	0.315979751	0.521293467	0.956075534
5574	8	41715533	41715933	401	*	3.087452277	3.321944769	2.807305445	0.315991856	0.521293467	0.956075534
4402	4	121125337	121125737	401	*	3.087481387	3.321980535	2.807325047	0.316008018	0.521293467	0.956075534
3109	2	53709435	53709835	401	*	2.587065171	2.457781795	2.705709971	-0.432917472	0.521560634	0.956075534
2170	16	35793451	35793851	401	*	2.587616666	2.4590436	2.705663037	-0.431613264	0.52230061	0.956075534
6016	GL000225.1	21508	21908	401	*	3.832875308	3.807356994	3.857950088	-0.242397135	0.522347404	0.956075534
2889	19	42409843	42410243	401	*	3.83289513	3.807359404	3.857986722	-0.242431359	0.522347404	0.956075534
1120	11	88297305	88297705	401	*	2.58490373	2.455136551	2.703955817	-0.433803997	0.522434399	0.956075534
2781	19	14037505	14037905	401	*	2.588158408	2.460283259	2.705616265	-0.430331219	0.523024366	0.956075534
3067	2	30750150	30750550	401	*	2.585491834	2.456459617	2.703925096	-0.43245506	0.523206573	0.956075534
477	1	208306321	208306721	401	*	2.381078296	2.168630881	2.56621937	-0.577277312	0.523793924	0.956075534
2297	17	5191676	5192076	401	*	4.491889313	4.491856495	4.491922131	-0.192924466	0.523880301	0.956075534
2310	17	7688113	7688513	401	*	4.12924683	4.321874971	3.906876991	0.219487083	0.524400596	0.956075534
5074	6	129710027	129710427	401	*	4.129333007	4.322117923	3.906754114	0.219852874	0.524400596	0.956075534
1074	11	71775861	71776261	401	*	2.586638373	2.459038502	2.703863959	-0.429824286	0.524702184	0.956075534
3167	2	86486831	86487231	401	*	2.58385015	2.455081467	2.702061381	-0.431969837	0.524882236	0.956075534
4763	5	160157433	160157833	401	*	2.58385015	2.455081467	2.702061381	-0.431969837	0.524882236	0.956075534
5087	6	137006289	137006689	401	*	2.587196867	2.460294512	2.703833545	-0.428542265	0.525425572	0.956075534
62	1	14580889	14581289	401	*	2.584455389	2.456421289	2.702047327	-0.430620829	0.525654285	0.956075534
3371	2	216795227	216795627	401	*	2.582139397	2.453646697	2.700118028	-0.431461655	0.5265875	0.956075534
5890	9	113340181	113340581	401	*	3.781329178	3.754886874	3.807295547	-0.244119517	0.526642215	0.956075534
2238	16	75478387	75478787	401	*	3.781420839	3.754929431	3.807434558	-0.244215968	0.526642215	0.956075534
3797	22	40822111	40822511	401	*	2.585635945	2.459033375	2.702019354	-0.427990057	0.527149454	0.956075534
5180	7	6104508	6104908	401	*	5.181082692	5.190093049	5.172015707	-0.175252744	0.527675758	0.956075534
2330	17	13628028	13628428	401	*	2.586211318	2.460305827	2.702005436	-0.426708109	0.527872522	0.956075534
2079	16	1773731	1774131	401	*	3.426249918	3.643646279	3.170181057	0.27627756	0.528242943	0.956075534
2521	17	74295747	74296147	401	*	3.426289827	3.643713678	3.170182797	0.276343207	0.528242943	0.956075534
2860	19	35945360	35945760	401	*	3.426330276	3.643782007	3.170184534	0.276409787	0.528242943	0.956075534
2775	19	13136925	13137325	401	*	3.426286018	3.643782731	3.170077812	0.276517216	0.528242943	0.956075534
2152	16	28869096	28869496	401	*	3.426083667	3.643654667	3.169772297	0.27669464	0.528242943	0.956075534
5454	7	155840991	155841391	401	*	3.426404317	3.644060611	3.169974476	0.276898362	0.528242944	0.956075534
2258	16	85077648	85078048	401	*	3.426235481	3.643918921	3.169767933	0.276963209	0.528242944	0.956075534
4239	4	4327623	4328023	401	*	3.426231957	3.643986006	3.169666321	0.277131879	0.528242944	0.956075534
907	11	1309519	1309919	401	*	4.459425883	4.4594307	4.459421067	-0.192825022	0.528528587	0.956075534
4300	4	40057032	40057432	401	*	4.459433687	4.459422249	4.459445125	-0.192857531	0.528528587	0.956075534
1844	15	20340948	20341348	401	*	5.857611695	6.02306091	5.67070087	0.158092054	0.528597504	0.956075534
3323	2	186895644	186896044	401	*	2.587332403	2.462784031	2.701977743	-0.424210619	0.52926952	0.956075534
2702	19	2333206	2333606	401	*	3.700454784	3.90670471	3.459720663	0.25061448	0.529670906	0.956075534
6062	KI270754.1	17998	18398	401	*	3.700405799	3.90691877	3.459313022	0.251236098	0.529670906	0.956075534
2736	19	6165911	6166311	401	*	3.700232405	3.906748895	3.459134829	0.251244418	0.529670906	0.956075534
6194	X	124148310	124148710	401	*	2.379797526	2.17238274	2.561106444	-0.568489614	0.530348403	0.956075534
298	1	113087971	113088371	401	*	2.582309024	2.456344044	2.698153453	-0.426815397	0.530687275	0.956075534
3968	3	50315309	50315709	401	*	3.727913468	3.700532579	3.75478436	-0.245861169	0.530975249	0.956075534
1267	12	31659038	31659438	401	*	3.727847118	3.700339455	3.754840094	-0.246110002	0.530975249	0.956075534
1720	14	60247902	60248302	401	*	3.727944854	3.700419008	3.75495534	-0.246145693	0.530975249	0.956075534
1592	13	77026609	77027009	401	*	3.728074194	3.700524583	3.755107562	-0.246192339	0.530975249	0.956075534
1439	12	117202258	117202658	401	*	2.582938743	2.457694875	2.698173057	-0.425488925	0.531442808	0.956075534
2115	16	11150289	11150689	401	*	2.586356498	2.462828139	2.700137099	-0.422331416	0.531761672	0.956075534
5920	9	125283036	125283436	401	*	2.583558338	2.459023042	2.6981926	-0.424184904	0.53218188	0.956075534
4203	3	195014823	195015223	401	*	2.580541602	2.454914544	2.696100195	-0.426192703	0.532500902	0.956075534
5418	7	142452985	142453385	401	*	2.584167837	2.460328637	2.69821208	-0.422903242	0.532904464	0.956075534
1946	15	65610982	65611382	401	*	4.426265462	4.426264881	4.426266044	-0.192810524	0.533251272	0.956075534
5930	9	127577398	127577798	401	*	2.581198956	2.456305131	2.696136905	-0.424843755	0.533272914	0.956075534
2522	17	74558405	74558805	401	*	2.584767267	2.461611753	2.698231498	-0.421643848	0.533610536	0.956075534
5113	6	151903434	151903834	401	*	2.584767267	2.461611753	2.698231498	-0.421643848	0.533610536	0.956075534
2454	17	49600246	49600646	401	*	2.58184608	2.457672865	2.696173504	-0.423517393	0.534028428	0.956075534
6166	X	98345127	98345527	401	*	2.585356656	2.462872485	2.698250852	-0.420406629	0.534300075	0.956075534
4088	3	128123685	128124085	401	*	4.339853591	4.523531075	4.129331905	0.199031758	0.534704193	0.956075534
2064	16	401713	402113	401	*	4.339851752	4.523552865	4.129299011	0.199086441	0.534704193	0.956075534
6027	GL000225.1	120470	120870	401	*	2.582483001	2.459017835	2.696209991	-0.422213528	0.534767412	0.956075534
101	1	22400661	22401061	401	*	3.67231996	3.643982228	3.700111781	-0.247628126	0.535344285	0.956075534
701	10	62804584	62804984	401	*	3.672287111	3.643917262	3.700109825	-0.247691124	0.535344285	0.956075534
154	1	36762339	36762739	401	*	3.672594356	3.644037887	3.700596537	-0.248057158	0.535344285	0.956075534
2708	19	3244212	3244612	401	*	3.672611127	3.643975491	3.700689427	-0.248212419	0.535344285	0.956075534
2848	19	33261871	33262271	401	*	3.672504626	3.643851723	3.700599527	-0.248246279	0.535344285	0.956075534
1079	11	72098128	72098528	401	*	3.672598689	3.643851806	3.70078394	-0.248430583	0.535344285	0.956075534
1969	15	72272662	72273062	401	*	3.672598689	3.643851806	3.70078394	-0.248430583	0.535344285	0.956075534
4936	6	32149084	32149484	401	*	3.672379607	3.643592531	3.700603494	-0.248509392	0.535344285	0.956075534
4207	3	196081924	196082324	401	*	4.943896712	4.953076672	4.934657966	-0.174817426	0.535823993	0.956075534
995	11	44148272	44148672	401	*	2.165979391	1.825729145	2.441100557	-0.786181338	0.537150012	0.956075534
5219	7	34065133	34065533	401	*	2.584929159	2.464171894	2.696354788	-0.41722125	0.537557541	0.956075534
3309	2	177237592	177237992	401	*	2.582661175	2.461668079	2.694287548	-0.417655949	0.538827402	0.956075534
3654	21	39445397	39445797	401	*	3.614575291	3.585088872	3.643471105	-0.249759244	0.539746461	0.956075534
2715	19	4035648	4036048	401	*	3.614866198	3.585261253	3.643875828	-0.249991541	0.539746461	0.956075534
5987	9	137445349	137445749	401	*	3.614669503	3.584999144	3.64374194	-0.250119728	0.539746461	0.956075534
3744	22	27593163	27593563	401	*	3.615039215	3.585343356	3.644136135	-0.250169711	0.539746461	0.956075534
41	1	9234631	9235031	401	*	3.614581565	3.5848204	3.64374118	-0.25029767	0.539746461	0.956075534
1500	12	132585686	132586086	401	*	3.614848098	3.585086363	3.644008261	-0.250298796	0.539746461	0.956075534
5992	9	137856269	137856669	401	*	3.614650778	3.584821093	3.643876167	-0.250431936	0.539746461	0.956075534
60	1	12601232	12601632	401	*	3.614896685	3.584911117	3.64427169	-0.250737375	0.539746461	0.956075534
6070	X	387131	387531	401	*	4.989033675	4.999727046	4.978260451	-0.171790827	0.541510759	0.956075534
1884	15	41116121	41116521	401	*	4.977493835	5.149089386	4.78269806	0.171770112	0.543061059	0.956075534
1465	12	122225979	122226379	401	*	5.774637535	5.794218599	5.754787046	-0.154145884	0.543292297	0.956075534
2623	18	46716758	46717158	401	*	3.5543656	3.52365429	3.584436747	-0.252025588	0.544178121	0.956075534
4735	5	149775122	149775522	401	*	3.554184324	3.523447728	3.584279715	-0.252075098	0.544178121	0.956075534
4692	5	135039256	135039656	401	*	3.554002606	3.523240499	3.584122455	-0.252125048	0.544178121	0.956075534
1617	13	99205839	99206239	401	*	3.554524682	3.523654095	3.584748518	-0.252337478	0.544178121	0.956075534
4926	6	30489169	30489569	401	*	3.554423676	3.523448035	3.584748204	-0.252543167	0.544178121	0.956075534
4805	5	178319627	178320027	401	*	3.554553638	3.523551149	3.584903896	-0.252595736	0.544178121	0.956075534
5165	7	2278005	2278405	401	*	3.554553638	3.523551149	3.584903896	-0.252595736	0.544178121	0.956075534
220	1	52656815	52657215	401	*	3.554582596	3.523448287	3.585059174	-0.25285381	0.544178121	0.956075534
4229	4	2500994	2501394	401	*	3.554611554	3.523345512	3.585214349	-0.253111694	0.544178121	0.956075534
1918	15	52789185	52789585	401	*	3.554819605	3.523448736	3.585522819	-0.253316895	0.544178121	0.956075534
1445	12	119691221	119691621	401	*	2.64329648	2.908359832	2.318319605	0.388273441	0.546510706	0.956075534
5028	6	86670519	86670919	401	*	2.644810694	2.909103288	2.320993257	0.386347294	0.546946481	0.956075534
5265	7	54070450	54070850	401	*	2.644810694	2.909103288	2.320993257	0.386347294	0.546946481	0.956075534
4019	3	81761077	81761477	401	*	4.845309809	4.856608373	4.833922061	-0.170511244	0.547288238	0.956075534
337	1	151460917	151461317	401	*	2.643822932	2.908337762	2.319671348	0.386902547	0.547339624	0.956075534
5810	9	81842802	81843202	401	*	2.643822932	2.908337762	2.319671348	0.386902547	0.547339624	0.956075534
1259	12	27032526	27032926	401	*	2.645292653	2.9090693	2.322250479	0.38505868	0.54770787	0.956075534
4294	4	38179204	38179604	401	*	2.645292653	2.9090693	2.322250479	0.38505868	0.54770787	0.956075534
2556	17	82461940	82462340	401	*	4.321938781	4.321906379	4.321971181	-0.192790737	0.547891034	0.956075534
3253	2	136079875	136080275	401	*	2.644333656	2.908315845	2.320982718	0.385572015	0.548134878	0.956075534
5266	7	54497072	54497472	401	*	2.644333656	2.908315845	2.320982718	0.385572015	0.548134878	0.956075534
2290	17	1959998	1960398	401	*	3.16992306	3.392307927	2.90689923	0.287433474	0.548143101	0.956075534
1802	14	97077316	97077716	401	*	3.16992483	3.392311177	2.906898929	0.287437025	0.548143101	0.956075534
1614	13	98881656	98882056	401	*	3.169926479	3.392314215	2.906898632	0.28744036	0.548143101	0.956075534
3409	2	232854204	232854604	401	*	3.169918657	3.392306945	2.906890037	0.287441685	0.548143101	0.956075534
4362	4	84499334	84499734	401	*	3.169918657	3.392306945	2.906890037	0.287441685	0.548143101	0.956075534
775	10	97141357	97141757	401	*	3.169926371	3.392317024	2.906894441	0.28744736	0.548143101	0.956075534
4263	4	9499088	9499488	401	*	3.169922709	3.392313867	2.906890073	0.28744857	0.548143101	0.956075534
2372	17	28366601	28367001	401	*	3.169924546	3.392317003	2.906890091	0.287451689	0.548143101	0.956075534
5872	9	105173934	105174334	401	*	3.169926259	3.392319927	2.906890108	0.287454595	0.548143101	0.956075534
4031	3	100491969	100492369	401	*	3.169920531	3.392313688	2.906885094	0.287453371	0.548143101	0.956075534
5701	8	139994123	139994523	401	*	3.169920531	3.392313688	2.906885094	0.287453371	0.548143101	0.956075534
3534	20	38656570	38656970	401	*	3.169927851	3.392322643	2.906890126	0.287457293	0.548143101	0.956075534
652	10	34858006	34858406	401	*	3.169926143	3.392322925	2.906885633	0.287462069	0.548143101	0.956075534
5358	7	105713685	105714085	401	*	3.16992234	3.392320193	2.90688033	0.287464639	0.548143101	0.956075534
4792	5	173238962	173239362	401	*	3.169915563	3.392313323	2.906873682	0.287464417	0.548143101	0.956075534
4835	6	3788329	3788729	401	*	3.169915563	3.392313323	2.906873682	0.287464417	0.548143101	0.956075534
415	1	180176811	180177211	401	*	3.16992927	3.392328036	2.906885981	0.287466831	0.548143101	0.956075534
5419	7	142539057	142539457	401	*	2.645759323	2.909035558	2.32346841	0.383809451	0.54843609	0.956075534
5501	8	11802403	11802803	401	*	4.869605469	4.881315648	4.85779946	-0.169692605	0.54846422	0.956075534
5310	7	78088192	78088592	401	*	2.643322337	2.907520903	2.31964624	0.386112486	0.548546068	0.956075534
1814	14	100583910	100584310	401	*	3.491599275	3.459662151	3.522844687	-0.254277577	0.548634613	0.956075534
1888	15	42081539	42081939	401	*	3.491673335	3.459663016	3.522988802	-0.254420796	0.548634613	0.956075534
138	1	30888544	30888944	401	*	3.491414375	3.459276046	3.522852345	-0.254671237	0.548634613	0.956075534
3408	2	232416429	232416829	401	*	3.491823177	3.45966468	3.523280446	-0.254710711	0.548634613	0.956075534
2782	19	14110604	14111004	401	*	3.491559944	3.4592748	3.523138386	-0.254958459	0.548634613	0.956075534
4377	4	99651271	99651671	401	*	3.491830601	3.459370649	3.523576261	-0.255300411	0.548634613	0.956075534
5322	7	92423583	92423983	401	*	3.491660848	3.45917686	3.523429497	-0.255347419	0.548634613	0.956075534
4222	4	1551871	1552271	401	*	3.492235334	3.459568964	3.5241784	-0.255704148	0.548634613	0.956075534
3725	22	23652303	23652703	401	*	3.49176285	3.459078011	3.523723575	-0.255740253	0.548634613	0.956075534
545	1	230426467	230426867	401	*	3.49183814	3.459076759	3.52387205	-0.255889946	0.548634613	0.956075534
6180	X	109959547	109959947	401	*	3.49226393	3.459469314	3.524329615	-0.255954951	0.548634613	0.956075534
5688	8	130611722	130612122	401	*	2.642257745	2.906683759	2.318239717	0.386680699	0.548940941	0.956075534
5729	9	4367254	4367654	401	*	2.646210858	2.909002062	2.324647489	0.382599175	0.549131347	0.956075534
4295	4	38847382	38847782	401	*	2.643846495	2.907511412	2.320972117	0.384779881	0.549341841	0.956075534
4327	4	55201638	55202038	401	*	2.643846495	2.907511412	2.320972117	0.384779881	0.549341841	0.956075534
2783	19	14334204	14334604	401	*	2.530217543	2.818790262	2.169113799	0.446010998	0.549544804	0.956075534
5436	7	150857184	150857584	401	*	3.754920516	3.954282738	3.523522974	0.234637999	0.54965321	0.956075534
5887	9	112579872	112580272	401	*	2.523279904	2.813575067	2.159469812	0.450416529	0.549828247	0.956075534
493	1	211396134	211396534	401	*	2.644354925	2.907501988	2.322257828	0.383487348	0.550103995	0.956075534
3291	2	170273735	170274135	401	*	2.644354925	2.907501988	2.322257828	0.383487348	0.550103995	0.956075534
5898	9	116217538	116217938	401	*	2.253004473	1.983778039	2.479803557	-0.672425137	0.550238614	0.956075534
4930	6	31214360	31214760	401	*	2.645772922	2.908251019	2.324678887	0.381818369	0.550320475	0.956075534
4373	4	95547900	95548300	401	*	2.642290226	2.905835434	2.319595589	0.38448127	0.551015011	0.956075534
1738	14	68792301	68792701	401	*	3.492071308	3.700385936	3.248517843	0.255066084	0.55101643	0.956075534
3882	3	14921835	14922235	401	*	3.491592324	3.700198822	3.247639543	0.255757116	0.551016431	0.956075534
6073	X	1578366	1578766	401	*	3.49170044	3.70038719	3.24763783	0.255947149	0.551016431	0.956075534
1423	12	112616867	112617267	401	*	2.645325188	2.907483339	2.324710478	0.3810208	0.551528198	0.956075534
5824	9	88388870	88389270	401	*	2.755246207	3.001080852	2.458739283	0.3420002	0.552377518	0.956075534
820	10	111088725	111089125	401	*	2.643376893	2.905866732	2.322265264	0.381848271	0.55257483	0.956075534
1685	14	49501377	49501777	401	*	2.643376893	2.905866732	2.322265264	0.381848271	0.55257483	0.956075534
5404	7	137538885	137539285	401	*	2.255341079	1.989473462	2.479753822	-0.666766155	0.552808761	0.956075534
5690	8	132775100	132775500	401	*	4.28529148	4.285367369	4.285215588	-0.192543519	0.552937393	0.956075534
203	1	46290876	46291276	401	*	2.642323682	2.904995072	2.32093994	0.382301245	0.553075113	0.956075534
2509	17	68011117	68011517	401	*	3.426176142	3.39252009	3.459064912	-0.257475019	0.553110043	0.956075534
1237	12	12081773	12082173	401	*	3.426216042	3.392378762	3.459277849	-0.257829222	0.553110043	0.956075534
1496	12	131385847	131386247	401	*	3.426306545	3.392452133	3.459384707	-0.257862706	0.553110043	0.956075534
879	10	128028749	128029149	401	*	3.42618177	3.392307555	3.459278838	-0.257901405	0.553110043	0.956075534
3223	2	120896461	120896861	401	*	3.426271144	3.392379339	3.459385002	-0.257935781	0.553110043	0.956075534
2906	19	45632639	45633039	401	*	3.426167637	3.392166465	3.459385893	-0.258149505	0.553110043	0.956075534
2210	16	66640576	66640976	401	*	3.426384457	3.392380486	3.459605384	-0.258154978	0.553110043	0.956075534
2876	19	39874266	39874666	401	*	3.426221739	3.392165024	3.459493006	-0.258258041	0.553110043	0.956075534
495	1	211527145	211527545	401	*	3.426405686	3.392307182	3.459716836	-0.258339701	0.553110043	0.956075534
781	10	98365636	98366036	401	*	3.426276886	3.392163588	3.459602153	-0.258368605	0.553110043	0.956075534
4680	5	132369738	132370138	401	*	3.426276886	3.392163588	3.459602153	-0.258368605	0.553110043	0.956075534
5572	8	41664689	41665089	401	*	3.426662679	3.39245947	3.460073746	-0.258544288	0.553110043	0.956075534
226	1	54403396	54403796	401	*	2.643896348	2.90588222	2.323539625	0.380591852	0.553304093	0.956075534
1275	12	42086065	42086465	401	*	2.643896348	2.90588222	2.323539625	0.380591852	0.553304093	0.956075534
1656	14	22799378	22799778	401	*	2.643896348	2.90588222	2.323539625	0.380591852	0.553304093	0.956075534
3074	2	35872582	35872982	401	*	2.643896348	2.90588222	2.323539625	0.380591852	0.553304093	0.956075534
4456	4	153661029	153661429	401	*	2.643896348	2.90588222	2.323539625	0.380591852	0.553304093	0.956075534
2131	16	19173544	19173944	401	*	2.754881222	3.00049263	2.458699343	0.341452187	0.553653593	0.956075534
4793	5	173474106	173474506	401	*	2.755136973	3.000467194	2.459364343	0.340762124	0.553826559	0.956075534
