Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
MIR300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR301A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR301B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR302A	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1
MIR302B	0	0	0	1	0	0	1	1	2	0	1	0	0	0	0
MIR302C	8	0	0	3	1	0	1	0	0	2	0	0	1	0	0
MIR302D	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0
MIR302F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3064	130	20	80	258	56	131	222	71	121	106	99	83	93	56	88
MIR3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30E	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MIR31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MIR3119-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3122	2	2	0	3	0	0	1	1	0	0	0	0	0	0	0
MIR3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3124	8	1	3	15	1	1	3	1	1	13	2	7	22	3	7
MIR3125	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0
MIR3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR3128	3	1	0	1	0	0	0	0	0	0	1	1	2	0	0
MIR3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3130-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3132	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
MIR3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3136	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1
MIR3138	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0
MIR3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3143	0	1	0	1	0	0	3	0	3	0	0	0	2	1	0
MIR3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3146	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3150A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3153	13	0	10	80	11	18	74	21	35	14	28	17	16	3	1
MIR3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3155A	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MIR3155B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3157	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3158-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
MIR3165	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3173	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR3175	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
MIR3176	80	3	6	47	3	7	24	3	3	8	0	0	0	0	0
MIR3177	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
MIR3178	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
MIR3179-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3186	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3188	0	0	0	2	0	0	0	0	0	0	1	1	2	0	0
MIR3189	0	0	0	2	0	0	10	2	0	242	7	41	382	7	5
MIR3190	7	1	1	30	1	2	29	4	4	30	9	8	50	4	7
MIR3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3192	1	1	0	1	0	1	0	0	0	6	0	0	1	0	1
MIR3193	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
MIR3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3198-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
MIR3198-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3199-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR31HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR32	0	0	0	3	0	0	0	0	1	2	0	0	2	0	0
MIR3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320A	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
MIR320B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320B2	6	0	0	2	0	0	3	0	0	1	0	0	0	0	0
MIR320C1	0	0	0	0	0	0	4	0	0	7	0	1	2	0	0
MIR320C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320E	0	1	0	4	0	0	10	1	0	5	0	1	3	0	0
MIR323A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR324	42	10	27	63	16	35	40	12	28	38	7	6	61	28	22
MIR326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR328	7	0	0	11	0	4	5	1	3	12	2	4	0	1	1
MIR329-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR330	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR331	1	0	0	0	1	0	3	0	1	1	0	0	0	0	0
MIR335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR339	5	0	1	0	0	0	5	1	1	6	0	1	4	0	0
MIR33A	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR33B	6	1	5	11	1	5	8	5	10	5	0	1	0	0	0
MIR340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3605	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3607	0	0	0	4	1	1	1	1	1	0	0	0	0	1	0
MIR3609	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MIR3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3613	1	0	0	3	0	2	14	0	1	29	5	8	11	3	3
MIR3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3615	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
MIR3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3620	2	0	1	0	0	0	3	0	0	4	3	1	8	2	0
MIR3621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR363	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0
MIR3646	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR3648	31	2	10	38	3	11	24	8	15	19	3	16	25	0	10
MIR3649	0	0	0	6	0	0	3	2	0	3	0	0	1	0	0
MIR3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3651	6	0	0	9	1	0	7	1	2	1	2	0	0	1	0
MIR3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3653	16	2	5	43	3	10	30	5	3	19	6	4	1	1	2
MIR3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3655	45	6	17	85	12	7	83	12	5	39	7	10	27	2	6
MIR3656	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
MIR3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3661	49	7	5	37	3	9	51	10	3	28	6	6	14	4	4
MIR3662	3	2	7	11	1	3	2	1	7	1	3	1	5	1	2
MIR3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR367	0	0	1	1	0	0	1	0	0	2	0	0	3	0	0
MIR3671	6	0	0	2	0	0	3	0	1	21	1	7	17	4	7
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3676	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0
MIR3677	6	0	0	1	1	0	6	0	0	3	0	1	1	0	0
MIR3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR3680-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3682	7	3	1	15	6	3	20	4	7	20	7	13	7	10	11
MIR3684	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MIR3685	4	0	0	0	1	0	0	0	1	6	1	0	0	1	1
MIR3687	6	0	3	5	0	4	7	2	0	8	2	3	10	1	1
MIR3688-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3691	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374B	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1
MIR374C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3909	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2
MIR3910-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3911	6	0	0	8	1	1	0	0	2	3	1	0	0	0	0
MIR3912	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3914-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3916	80	9	21	88	15	18	103	27	17	35	9	7	2	0	2
MIR3917	30	7	7	37	5	6	19	2	0	18	3	3	0	0	0
MIR3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3926-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3936	9	3	1	5	2	4	11	2	5	2	1	1	0	0	0
MIR3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3939	8	0	0	11	0	1	6	0	0	5	0	0	0	0	0
MIR3940	0	0	1	6	1	1	8	1	0	1	0	0	0	0	0
MIR3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3942	0	0	1	8	1	2	0	3	0	1	4	0	0	0	0
MIR3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3944	5	0	2	0	0	0	0	0	1	0	0	0	0	0	1
MIR3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR421	6	0	1	7	1	0	9	0	1	1	0	0	6	0	0
MIR423	13	0	0	15	0	1	26	1	7	4	3	4	18	0	2
MIR424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR425	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0
MIR4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4257	2	1	1	7	2	1	1	0	3	14	0	3	3	0	1
MIR4258	37	4	24	53	13	30	70	3	30	50	8	13	6	1	4
MIR4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4261	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0
MIR4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4263	4	1	3	14	1	0	6	0	1	2	0	5	4	0	0
MIR4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4271	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
MIR4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4277	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4292	105	10	23	157	19	23	75	14	15	33	4	11	2	0	0
MIR4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4296	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0
MIR4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
MIR4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4312	2	0	0	2	0	0	3	0	0	0	0	0	3	0	1
MIR4313	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4315-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4315-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4321	1	0	0	5	0	0	0	0	0	4	0	0	9	0	0
MIR4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4326	0	0	2	3	0	0	2	0	1	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MIR4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4420	0	0	1	0	0	0	0	0	0	4	0	0	3	0	0
MIR4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4434	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3
MIR4435-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4435-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4436A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4442	377	20	54	238	32	43	164	24	19	58	8	24	28	2	3
MIR4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
