ID	proerythroblast	early_basophilic	late_basophilic	polychromatic	orthochromatic
TXNDC15	9.797661526	9.906890596	9.553949281	7.189824559	7.189824559
YTHDC2	12.21745279	12.7382331	12.63670006	11.57017211	11.57017211
ACAP1	10.98085361	10.92777796	10.68065225	7.139551352	7.139551352
COL4A4	5.403722072	4.807354922	4.584962501	3.415037544	3.415037544
PLRG1	12.84228493	13.10939533	12.82846716	11.47607127	11.47607127
AP1AR	10.39945631	10.00702727	8.651051691	6.475733431	6.475733431
LETM1	13.47180221	13.62266159	12.98109148	10.86650621	10.86650621
MMS19	13.52421479	13.44772899	12.87184115	11.03020708	11.03020708
PARL	11.21067134	11.16260092	10.43114969	8.984893203	8.984893203
GBP2	2.736965666	2.415037409	2.938599518	6.247927513	6.247927513
RPS3A	11.23920051	11.2159376	10.86624887	9.369233737	9.369233737
IDS	9.591210586	9.549463755	8.929751652	9.295386231	9.295386231
CERS4	9.584336258	8.906890596	7.10503582	1.41503768	1.41503768
MRPS10	11.28308835	11.60408986	11.16406909	9.707359132	9.707359132
SNRPD3	13.25841881	13.37544676	12.95613418	11.43410693	11.43410693
RSL1D1	14.17430154	13.99172821	13.04820297	10.53430288	10.53430288
LOC100506469	8.046214373	7.772589724	7.215937723	5.247927513	5.247927513
HDDC2	11.52535784	11.52894242	10.95951878	9.430452552	9.430452552
LIMK1	10.06069593	9.705632387	8.169925001	5.235216589	5.235216589
MYRIP	4.459431619	3.459431619	0.415037463	0.415037463	0.415037463
SYK	12.3699607	11.99529618	11.01122726	11.02121111	11.02121111
IFT88	9.00936201	9.44846057	9.391601694	8.033423002	8.033423002
ABHD11	8.826548487	9.075033303	8.513069451	6.686500527	6.686500527
LINC00116	10.30187682	10.31854281	9.888743249	7.969626543	7.969626543
VKORC1	11.51783323	11.59027499	11.197831	8.108524457	8.108524457
ABI3BP	4.029747049	3.502499916	3.273018544	2.115477106	2.115477106
RBBP4	13.75586087	13.95879465	13.54842097	12.05516955	12.05516955
LOC644990	2.736965666	2.807354922	1.41503768	0	0
CSF1	11.72749507	11.08967094	9.548821908	5.584962501	5.584962501
EFCAB11	8.555867142	8.591210773	8.453956626	7.750427631	7.750427631
LOC100128361	8.920849152	9.067882562	8.73245	6.772589064	6.772589064
MYO1E	7.159871337	6.658211483	6.442943496	5.183221692	5.183221692
ZNF133	9.939089467	10.05708874	9.667111542	8.288481766	8.288481766
PAN2	12.23800669	12.80923214	12.79968636	11.43428054	11.43428054
ZNF629	11.58840217	11.53332973	11.04325495	9.088346486	9.088346486
NUDT7	7.998120455	8.361943774	8.318919194	6.380821726	6.380821726
ADAMTS13	5.662965108	5.59494649	5.554588852	4.790077104	4.790077104
METTL3	11.95152769	12.03651707	11.45172627	9.972021978	9.972021978
STRA13	11.76901132	11.9202289	11.39713981	10.08347933	10.08347933
ADAL	10.68795912	11.11829223	11.07347215	10.25108825	10.25108825
SUZ12P	8.377933649	8.555867142	8.257387843	7.080373061	7.080373061
ACOT1	6.614709844	6.569855608	6.260527613	3	3
ATP1A3	3.624490475	4.62449106	5.392317423	8.988684687	8.988684687
LINC00265	5.653442143	5.604862157	5.209453366	1.584962501	1.584962501
ZNF613	8.659401215	8.532680471	8.251088012	7.051662482	7.051662482
LOC100131193	7.076815597	7.528779926	7.00749491	5.906890596	5.906890596
SYPL1	11.92765465	11.83670802	11.18652718	10.11894107	10.11894107
NUP188	14.22924467	14.46781758	14.10148331	12.57955165	12.57955165
ZNF643	7.62935662	7.604862305	6.824428011	5.142957818	5.142957818
MYO18B	5.448460611	6.886712307	8.83710216	11.52143702	11.52143702
BDAG1	3.273018544	2.584962501	2	0	0
ZNF833P	6.705055885	7.473029493	7.423466401	4.906890596	4.906890596
NOA1	12.02375435	11.94824566	11.51930846	10.21391467	10.21391467
TIGD2	8.6794801	8.865217643	8.566054038	7.960001932	7.960001932
DIRC3	0	1	0.415037463	1.73696545	1.73696545
FAM120A	14.37768502	14.39818721	13.80446684	12.26776196	12.26776196
DHX37	12.59704389	12.53559931	11.6721305	9.28463142	9.28463142
NADKD1	13.37928765	12.81190988	11.56811431	11.4812949	11.4812949
TSFM	12.16511647	12.17513377	11.31288296	8.864186145	8.864186145
ATPIF1	14.37211686	14.7277434	14.3477826	12.22751577	12.22751577
DPH2	12.31722407	12.35691051	11.30530197	7.839203788	7.839203788
ZFAND5	12.06788236	12.5798658	13.21021472	15.6343383	15.6343383
C1orf61	0	0	0.415037463	0.415037463	0.415037463
SFMBT2	10.07948478	10.4770833	10.51799706	9.47302929	9.47302929
DDX19A	12.2211844	12.25010089	11.4314976	9.155661459	9.155661459
NHSL1	3.369233763	2.874469052	2.115477106	1	1
PAXIP1	12.10077172	12.46955711	12.34142625	11.18032381	11.18032381
TRMT6	10.8273427	10.89203653	9.972021978	7.64385619	7.64385619
ADCK1	11.38046107	11.40407714	10.5943246	7.732450339	7.732450339
VASN	5.014950193	4.969626197	3.938599142	7.033423002	7.033423002
AIM1	10.40585093	10.73893668	9.840253455	4	4
COX15	12.30092449	12.37377136	12.00117347	10.73583777	10.73583777
HMGN2	11.71152373	12.36121265	12.52470503	11.97357791	11.97357791
GALE	11.55042599	10.9267904	9.642051693	7.693486957	7.693486957
TRAF3IP3	7.815916722	7.163230013	6.50779464	4.297680793	4.297680793
SIGIRR	9.225609214	8.767081035	7.794415866	4.584962501	4.584962501
MAPK13	3.115477273	4.087462841	3.459431619	6.101538096	6.101538096
OSGIN1	5	4.62449106	4.700439718	10.58245533	10.58245533
FAM177B	0.736965623	0.736965623	0.736965623	2.415037409	2.415037409
SLC5A6	12.57443577	12.35507575	11.08281434	7.721099189	7.721099189
HSPB11	10.52877934	10.71910385	10.46352437	9.909893084	9.909893084
GSTM3	9.513069648	8.639039294	6.431845731	4.142958226	4.142958226
RHOB	5.672425342	6.196397147	7.483815777	11.48011716	11.48011716
EXOC2	11.77190208	11.81738343	11.45635442	10.03754695	10.03754695
E2F2	11.65791372	14.30587151	15.55138774	16.15431043	16.15431043
ZNF540	5.156504621	4.681824227	3.938599142	0	0
ZNF185	5.437405201	6.639039222	6.772589064	8.011227255	8.011227255
CNPPD1	12.5723054	12.78661004	13.0950673	14.93064495	14.93064495
MBOAT2	13.68105499	14.33327208	14.58149484	13.16244373	13.16244373
SYTL4	10.62814202	11.61486303	12.05064215	9.882643049	9.882643049
SMARCA5	14.47558589	14.76148215	14.47940136	13.03514275	13.03514275
A2LD1	7.257387843	7.841302044	8.168254416	6.539158811	6.539158811
ZNF230	8.448460363	8.721099189	8.599912842	7.641449933	7.641449933
C9orf3	7.900866808	8.257387843	7.977279923	6.648657128	6.648657128
EPS8L3	1	0	0	2.222392524	2.222392524
ZNF174	10.01215939	9.675369077	8.805206348	7.156504823	7.156504823
HK3	2.321928095	3.772589856	3.906890596	2.415037409	2.415037409
POLR3K	11.03914731	11.21026526	10.45018025	8.016808288	8.016808288
RPL26L1	9.401590578	9.464205304	8.983943559	7.594946341	7.594946341
GPR65	5.183221692	4.584962501	3.115477273	0	0
ZNF808	9.753773826	9.863153753	9.323430195	7.574909088	7.574909088
ARGLU1	12.23421868	12.60733031	12.43497557	11.3777528	11.3777528
MAN1B1	11.50812505	11.21755366	10.62814202	8.764871591	8.764871591
MURC	3.459431619	3.459431619	3.369233763	0.415037463	0.415037463
HSD17B13	3.662965392	3.321928095	2.222392524	2.807354922	2.807354922
SSBP4	10.74847214	10.95031312	10.70217269	9.761551232	9.761551232
ZNF780A	10.08613623	10.02051748	9.656424863	8.244760076	8.244760076
SSH2	11.21937002	11.18032381	10.86650621	9.184875343	9.184875343
STRADA	10.85538788	10.88340699	10.44983681	9.356085032	9.356085032
SGOL2	11.58214198	12.29165046	12.93104532	12.15281308	12.15281308
ZFP106	13.37127706	13.49830947	12.98251824	11.42609017	11.42609017
ZNF423	0	0	1.222392215	2.502500425	2.502500425
ZFAND1	11.12584415	11.27224078	11.19085372	10.14380792	10.14380792
POU5F1P3	0.415037463	1.41503768	1.41503768	2.807354922	2.807354922
PDE1B	4.415037274	3.772589856	3.624490475	1.222392215	1.222392215
CREB3L1	4.415037274	6.874468708	8.92382276	10.90237511	10.90237511
NLRP6	0	0.415037463	0.415037463	2.321928095	2.321928095
DLX2	1.584962501	1.41503768	1.41503768	5.672425342	5.672425342
PIGP	8.314394271	8.303780748	7.914883187	6.285402219	6.285402219
HNRNPU	15.66344692	15.84752231	15.53241681	14.30118679	14.30118679
SRBD1	10.82257083	11.188383	11.05211493	10.12842358	10.12842358
TLR1	6.14974712	5.247927513	4.297680793	2.115477106	2.115477106
EFTUD2	14.26715244	14.28968248	13.63824697	11.6647437	11.6647437
ZNF577	8.474382095	8.719959283	8.64385619	6.79874136	6.79874136
MRPL4	12.944773	12.82303539	11.93614727	8.761551232	8.761551232
CENPM	12.07391828	12.4821356	12.35691051	11.35883414	11.35883414
DUSP12	10.64415642	10.68999797	10.36595822	9.17990909	9.17990909
CIB2	4.922831981	4.459431619	4.3457746	2.115477106	2.115477106
NMNAT1	9.139551352	9.02421633	8.448460363	6.958068933	6.958068933
ANKRD33B	11.54689446	10.30682158	8.481126555	6.327926776	6.327926776
ABHD2	14.67185449	14.8519281	14.47702016	12.76418055	12.76418055
COQ3	10.15228484	10.42626475	9.990576273	7.101537676	7.101537676
TCFL5	10.12153352	10.04484899	9.40443207	8.082149041	8.082149041
VWA7	2.938599518	4.273018246	3.772589856	6.768184325	6.768184325
SPRYD3	10.80789181	10.87446886	10.49452262	8.84862294	8.84862294
GRIN2D	5.183221692	4.772589328	3.700439718	2	2
AKAP6	6.327926776	6.470319989	6.658211483	4.790077104	4.790077104
CENPQ	10.2780626	10.70592003	10.79468635	10.66415125	10.66415125
SMPD3	5.763765565	6.579944476	5.772589592	4.11547694	4.11547694
SIPA1L3	10.11721062	9.671246129	8.661778098	5.81591685	5.81591685
C15orf33	6.333900796	6.639039222	6.339850003	4.790077104	4.790077104
JAM3	9.376487266	9.411510988	8.767081035	7.574909088	7.574909088
GSTM2P1	8.262094845	7.798742008	6.811641852	1.874469249	1.874469249
KHSRP	14.66633498	14.76727046	14.3642489	13.07358378	13.07358378
SNORD78	5.459431619	5.369233693	4.681824227	1.73696545	1.73696545
NDUFAB1	12.08746284	12.13933807	11.56557814	9.950312827	9.950312827
WBP5	10.29193847	9.868308185	9.048940999	6.453956543	6.453956543
ZNF101	9.322679228	9.637832463	9.600532362	8.173260881	8.173260881
EIF2A	13.03078213	13.15075212	12.74090501	11.27999761	11.27999761
MSH3	11.07436427	11.16323014	10.75154406	9.430452552	9.430452552
SMC1A	15.30763949	15.78738405	15.89749878	14.9454132	14.9454132
GALC	13.12799432	12.93055255	12.34568245	10.69087101	10.69087101
SEMA6B	7.333900438	7.818049736	7.74819285	3.662965392	3.662965392
TPCN1	13.23696087	13.09220661	12.27466934	10.17949488	10.17949488
CCDC28B	11.12734954	11.24138736	10.87036472	8.801977637	8.801977637
CNN2	12.73921798	11.92109709	9.899356923	6.709658708	6.709658708
C6orf136	10.18032318	10.28270273	9.991993692	8.847579504	8.847579504
ZNF140	9.72905426	9.648657236	9.124982793	8.18322199	8.18322199
EBNA1BP2	12.59634515	12.64948074	11.85655509	9.317412614	9.317412614
CMC1	9.982993575	10.0315868	9.540451034	8.00936229	8.00936229
BCL11A	11.74972993	12.32155244	12.55018571	12.0164601	12.0164601
PPIP5K2	13.91104831	14.13172275	13.9411696	12.7228786	12.7228786
MMAB	12.14953534	12.30425634	11.80896417	9.240791332	9.240791332
MRPS18B	12.63465974	12.60022259	12.04439412	10.09495782	10.09495782
MZT2A	10.89456542	10.77561028	10.25660145	8.407975977	8.407975977
FAM214B	11.04143123	12.16794087	13.23780747	14.58771893	14.58771893
BHLHE40	10.91488364	11.07257948	10.59525748	5.84966581	5.84966581
UBXN11	9.626317386	9.755443934	9.184875343	5.115477356	5.115477356
RPS26	7.815916722	7.681823806	6.857980995	5.481126797	5.481126797
FAM108C1	6.51306953	5.790076844	4.415037274	2.321928095	2.321928095
ALG1L2	2.115477106	1	1	0	0
C10orf131	4.662964823	4.481126474	4.222392679	0.415037463	0.415037463
CPPED1	12.09319735	11.76997541	11.02652344	9.806818159	9.806818159
SLC43A2	8.566054038	9.306821127	9.877028399	11.77492416	11.77492416
TFB2M	10.56383214	10.42626475	9.417149346	7.440177338	7.440177338
MRPS31	11.50017813	11.59230145	11.00211178	9.560332834	9.560332834
LOC401431	4.604861861	5.029747491	4.415037274	1.222392215	1.222392215
PPT2-EGFL8	8.263660283	8.763765764	8.519636253	7.564784365	7.564784365
MON1A	10.48280796	10.37721053	9.591210586	6.357552005	6.357552005
PTDSS1	13.1152604	13.04757843	12.57687803	11.72465581	11.72465581
TNFAIP8	9.449148645	9.692906104	10.38370429	9.008428622	9.008428622
CD247	5.357552005	5.297680426	3.584962501	3.058893631	3.058893631
WDR88	4.736965775	4.95419631	4.415037274	3.969626658	3.969626658
NKAIN2	4.662964823	2	1.584962501	0.415037463	0.415037463
KLHDC4	11.10699928	11.30701121	10.99341043	9.345035488	9.345035488
SLC25A3	15.01378805	14.9399616	14.53306626	13.69660572	13.69660572
RASA3	11.90889282	11.56017375	10.52812881	8.573647187	8.573647187
CLMN	0.415037463	1.584962501	3.22239237	7.386580766	7.386580766
RBM20	2.736965666	0.736965623	1	0	0
NUBP2	12.29548197	12.2587624	11.73146032	10.22801657	10.22801657
LOC729852	10.9317222	11.09978634	10.9248125	9.735838105	9.735838105
FAM3C	7.698126084	7.723376302	7.118941073	7.711953936	7.711953936
PTPN18	11.11937369	11.24950875	10.89001114	8.902877634	8.902877634
ZBTB41	8.97441459	8.607330314	7.914883187	7.902877332	7.902877332
JUP	12.24019505	11.74244966	10.63873727	7.415037781	7.415037781
RDM1	6.667703405	7.183221493	7.494522016	6.080373488	6.080373488
LMF1	9.261311489	9.248718169	9.199672345	7.745954601	7.745954601
FLYWCH1	11.35038674	11.22961976	10.86237932	9.537865429	9.537865429
DFNA5	5.014950193	3.369233763	2.874469052	1	1
SDCCAG8	10.00889497	10.00093942	9.760442691	8.372139396	8.372139396
HSBP1	11.22259388	11.06294535	10.32380576	9.225609214	9.225609214
CDK20	5.101537886	4.984893259	4.11547694	0	0
LOC100128071	5.604862157	5.321928095	5.403722072	7.936637939	7.936637939
CCNC	11.60501645	11.64790807	11.22219114	10.50581155	10.50581155
ATPAF2	11.34133368	11.51881689	11.04439412	8.86727874	8.86727874
ZNF480	10.65791416	10.66711154	9.97250168	8.430452552	8.430452552
NPRL2	10.62266227	10.7453945	10.18032318	7.965784285	7.965784285
ARPP19	12.69993395	12.66289086	12.21977355	10.96144969	10.96144969
HDAC5	9.725650338	10.80413102	11.97381681	13.544723	13.544723
SYCP2L	6.327926776	6.486499915	5.700439718	1.73696545	1.73696545
SNX24	8.571120449	8.980139578	9.143808434	9.564784555	9.564784555
IL10RB	9.853309555	9.857462744	9.714245518	8.601151615	8.601151615
PF4	1.584962501	4.369234042	4.681824227	5.922832219	5.922832219
TRIM14	10.68006673	10.90137	10.16783584	6.790077365	6.790077365
ABL1	13.81678368	13.73928803	13.05556495	11.3546169	11.3546169
C21orf59	11.85953479	11.84379036	11.22621167	9.296151536	9.296151536
CLTCL1	8.224001674	8.33240943	8.154818109	7.166581893	7.166581893
SNRPG	9.857462744	10.09275714	9.680652604	8.115477044	8.115477044
CALHM2	7.215937723	6.790077365	6.073248911	2.502500425	2.502500425
SCD	16.63989603	16.66931831	16.02577393	12.48867693	12.48867693
CS	13.80369423	13.89263768	13.43571323	12.05866825	12.05866825
PARP6	9.628749358	8.715389945	7.241585669	5.087462841	5.087462841
ARC	0	0	1	1.222392215	1.222392215
PARK2	6.142958022	5.357552005	4.969626197	4	4
ZNF345	8.459431619	8.451211112	8.305301624	7.702749648	7.702749648
LIPH	2.584962501	1.874469249	1.222392215	0.415037463	0.415037463
PLCD1	5.513069688	3.906890596	3.273018544	0	0
BUB1	13.4551127	13.83936817	14.28287124	13.237459	13.237459
U2SURP	14.16877631	14.42090302	13.97566887	12.59867296	12.59867296
CCDC121	7.094517951	7.564784365	7.499845887	5.763765565	5.763765565
FMO4	6.351675497	6.431845731	6.247927513	4.64385619	4.64385619
ZNF615	8.779172045	8.950312973	8.535275377	7.166581893	7.166581893
RAN	14.23531645	14.45429929	14.18391989	13.38158756	13.38158756
ZC3H14	12.71159535	12.66014457	12.03078195	10.70764643	10.70764643
ANO6	11.57790084	11.27282396	10.14253214	7.312882955	7.312882955
XPO7	13.76390429	14.00726121	14.14106935	17.14196442	17.14196442
KCTD16	3.544320928	2.662964937	2.115477106	0.415037463	0.415037463
KCTD1	7.336878734	7.247927513	7.055282436	5.369233693	5.369233693
DEGS1	11.76749466	11.87907278	11.51963625	10.25738784	10.25738784
LOC441242	5.309855384	5.222392293	4.11547694	1.41503768	1.41503768
ZNF471	6.321928095	6.648657128	6.922831743	6.291554384	6.291554384
SLC7A6	11.95903583	11.97882949	11.10939517	9.095397023	9.095397023
EIF2D	12.9564366	12.99929539	12.66725949	10.96072599	10.96072599
LOC389641	7.238404739	6.470319989	5.285402219	1.222392215	1.222392215
SLC35D2	8.647458426	7.626926037	5.798741878	4.890771092	4.890771092
SUOX	11.02629312	10.75822321	9.787358509	7.982993575	7.982993575
RFT1	11.72536626	11.55362929	11.02236781	9.945931432	9.945931432
ANKRD26P1	0	0	0	0.736965623	0.736965623
HNRNPUL2-BSCL2	3	0.415037463	1.584962501	1.222392215	1.222392215
MDH1	13.659327	13.51643873	13.06648161	11.79820162	11.79820162
CCNB1	13.4437206	14.05629901	14.59160007	13.03428313	13.03428313
SLCO4A1	9.1790798	8.658211483	6.709658708	1.41503768	1.41503768
TMEM223	10.12412131	9.92134513	8.998120173	6.22881869	6.22881869
CNNM1	4.922831981	4.754887502	3.459431619	1.73696545	1.73696545
FCHO1	9.019590728	8.125843761	6.094517528	3.807354922	3.807354922
FAF1	12.62029613	12.80869616	12.70007835	12.31769525	12.31769525
ACBD6	11.72252281	11.64099818	11.00398655	8.753773993	8.753773993
C20orf203	3.700439718	2.584962501	1.73696545	0	0
ZNF33B	10.95782756	10.64535852	9.796580396	8.274572441	8.274572441
C10orf105	0	1.222392215	0.736965623	1	1
NKX1-2	3.321928095	3.058893631	3.544320928	1	1
ACSL3	12.91693693	13.26013551	13.17705617	11.86843676	11.86843676
ZNF652	11.83578713	11.63269218	10.80063058	8.90187242	8.90187242
CWC27	11.87241825	11.98797452	11.50564634	10.26287825	10.26287825
SPDYE3	6.811641852	6.604862009	5.906890596	4.874468954	4.874468954
DOK1	9.994824357	9.754887502	9.224001674	8.158189062	8.158189062
CCZ1B	7.557144301	7.691162137	7.617161078	6.544320465	6.544320465
STRBP	13.09720914	13.29131462	12.97763769	11.23481743	11.23481743
PRKAR2A	11.72451385	11.61040986	11.00679381	9.20864089	9.20864089
SNORD22	7.990576557	8.906890596	8.379378367	6.339850003	6.339850003
C11orf46	10.50316286	10.42311591	9.703326899	8.448460363	8.448460363
DUSP23	9.239200629	8.975370238	7.950312681	5.333900617	5.333900617
GTF2H2B	4.584962501	4.62449106	4.11547694	2.115477106	2.115477106
JPX	8.493188174	8.495855027	8.024216053	6.345774778	6.345774778
TIPRL	11.85733296	11.80936621	11.36413466	10.09671515	10.09671515
SERTAD1	7.409390936	7.705056577	7.44570436	9.424166289	9.424166289
SKA1	11.76749466	12.67294085	13.25900761	12.64783322	12.64783322
RPL37A	15.28532997	15.27589424	14.90684363	13.31217391	13.31217391
ESPL1	13.43970105	14.18544304	14.45936758	13.67198327	13.67198327
C1GALT1C1	10.02375435	10.22198942	9.651051691	8.389451946	8.389451946
COMMD6	10.80520619	10.65284497	10.01959073	8.863153908	8.863153908
GPCPD1	10.70563239	11.70130646	12.73752897	14.80701927	14.80701927
ZP3	7.572384182	7.087462841	5.584962501	3.807354922	3.807354922
GTF2E2	10.29653427	10.20945337	9.580572703	7.73470962	7.73470962
GFM1	12.67882018	12.90664017	12.35333074	10.31891897	10.31891897
LCN15	3	1.584962501	0.415037463	0	0
PPID	12.07380685	11.9663854	11.20925047	9.443634207	9.443634207
TSC22D1-AS1	5.8744692	4.969626197	3.969626658	3.169925001	3.169925001
LOC100287015	7.828665217	7.541741714	6.988684687	6.080373488	6.080373488
PNKD	10.77889848	10.5980525	10.2332206	10.82124224	10.82124224
DNM1L	13.6772054	13.7928584	13.2753	11.87229011	11.87229011
PDE12	12.37576358	12.72351867	12.37702964	10.8917837	10.8917837
ZCWPW2	4.523561956	4.437405534	4.169925001	3.169925001	3.169925001
GTPBP4	13.21548249	13.25841881	12.40832974	10.34466541	10.34466541
TMEM138	10.86830788	11.17409365	11.15839952	9.659401394	9.659401394
U2AF1	12.84208846	12.96524317	12.48490671	10.98986775	10.98986775
ALKBH4	10.25187646	10.13099906	9.520291213	7.528779926	7.528779926
FAM110B	3.906890596	4.029747049	4.62449106	6.291554384	6.291554384
DNMBP	10.40868321	9.620830688	7.940558504	6.403722243	6.403722243
ZHX1	12.47336761	12.62281439	12.22400167	11.02398508	11.02398508
CWF19L1	11.88886994	12.07324887	11.58683979	9.969626831	9.969626831
PWWP2B	7.924812504	6.619608595	4.3457746	1.73696545	1.73696545
GBAP1	7.087462841	6.930737338	6.339850003	4.754887502	4.754887502
SLC41A3	10.23920111	10.52519484	10.76928661	9.68883304	9.68883304
CASK	9.33836491	8.980139578	8.168254416	7.648657416	7.648657416
DYRK2	10.70043972	10.64325464	9.908392621	9.078595692	9.078595692
DUSP7	10.89127715	10.73837351	9.725082122	7.029747711	7.029747711
BUB3	13.38212818	13.86192726	14.1312943	13.09160067	13.09160067
SNORD36A	7.822305051	7.888743249	6.950313265	4.874468954	4.874468954
CDK1	12.88874325	13.98412202	14.73997412	13.8930806	13.8930806
FKBP1AP1	7.884679113	7.908892748	7.125844277	5.426264755	5.426264755
UAP1	11.64370605	11.1881765	9.690579997	6.196397147	6.196397147
HEXIM1	11.16616308	11.63632237	11.9822806	12.81784966	12.81784966
GKN2	3.502499916	6.007494462	6.926790548	2	2
MTFR1	11.47455113	11.40797566	10.92555444	9.593079766	9.593079766
TSC22D3	7.612254438	9.163230265	10.20008081	11.20048976	11.20048976
SAPCD2	9.99623761	10.04666976	9.921840937	6.037089392	6.037089392
TOP2A	14.92850311	16.20668378	16.97368616	15.74655815	15.74655815
RFK	12.19085341	12.02479338	11.21310422	10.08037386	10.08037386
FAM189B	11.06944977	10.67360324	9.893301531	6.84966531	6.84966531
NRM	10.44397954	10.50415657	10.41151099	9.236014192	9.236014192
LOC219347	3.700439718	3.544320928	2.938599518	1	1
SMPD4	13.42635256	13.6906528	13.48691922	12.47657737	12.47657737
GGH	11.38064126	11.64235275	11.35204343	10.18156599	10.18156599
CCDC86	12.43384621	12.31278853	11.03479896	6.279223706	6.279223706
RBMXL1	11.40141288	11.53284291	11.2047747	9.685332767	9.685332767
C14orf45	8.699283365	8.501173592	7.765976902	10.27883622	10.27883622
PRSS36	6.653442286	5.906890596	5.285402219	1.584962501	1.584962501
N4BP2	12.12444446	12.20965653	11.95673915	11.52405192	11.52405192
HBM	10.6150162	13.29710685	15.00596089	16.03415414	16.03415414
PTPLAD2	7.752659624	7.651051691	7.392317423	6.832890014	6.832890014
UBE2G2	13.17632901	13.42748702	12.90951811	11.24317398	11.24317398
TTC5	9.983944129	10.15692619	9.728487384	7.74819285	7.74819285
MPHOSPH9	11.99894295	12.57317378	12.75606985	12.3140167	12.3140167
VOPP1	9.681823981	9.827607399	9.559058305	8.211076946	8.211076946
LOC100130872	8	7.834997467	6.594946639	2.938599518	2.938599518
ZNF155	8.407975977	8.715389945	8.466246576	7.125844277	7.125844277
ERCC3	12.1434894	12.34863605	12.02709978	10.6378321	10.6378321
NYAP1	7.803054569	7.862120932	6.714245518	2.115477106	2.115477106
PRDM1	3.624490475	3.807354922	4.029747049	10.09187567	10.09187567
DLC1	11.75056757	11.93221475	11.82336724	10.16071224	10.16071224
LOC284408	5.857980995	5.898853357	5.273018619	2.874469052	2.874469052
C5	6.906890596	7	6.790077365	10.76763245	10.76763245
CCDC30	4.19639695	4.564784822	2.502500425	1.874469249	1.874469249
HOOK3	12.29634268	12.37630639	11.92925841	10.90036344	10.90036344
METTL6	9.992466799	9.986315644	9.475733431	8.482471994	8.482471994
SLC25A26	10.16616308	10.15186262	9.460797229	7.730186835	7.730186835
SNX12	12.02756048	11.97692207	11.54319281	9.956134066	9.956134066
MIR3917	3.969626658	4.087462841	3	3.169925001	3.169925001
SLFN14	8.173260881	10.9225844	12.30054332	13.42329059	13.42329059
HESX1	2.584962501	0.736965623	1.41503768	0	0
HIST1H1T	0	0	0.415037463	1.41503768	1.41503768
ANKRD13B	6.741466986	5.672425342	4.222392679	1	1
SPNS2	6.142958022	5.930737338	4.662964823	1.874469249	1.874469249
C6orf225	7.386580766	7.716533466	7.176589064	4.807354922	4.807354922
MUM1	11.29040309	11.34725207	11.03020708	9.973457734	9.973457734
LOC401127	9.950312827	10.04712391	9.52877973	8.154818109	8.154818109
CDC5L	13.11894107	13.33073065	13.08081753	11.96036401	11.96036401
RPS18	15.16702606	15.05587553	14.70832952	12.78654184	12.78654184
EGFL7	10.93418253	9.943003092	7.604862305	6.101538096	6.101538096
ARPP21	5.672425342	3.169925001	1	0	0
TAS1R1	3.662965392	3.841301918	1.222392215	2.115477106	2.115477106
OR1L8	0	0	0	1	1
LOC100129046	0	0	0	1.222392215	1.222392215
ETFA	13.60513223	13.75600061	13.33529683	11.49235395	11.49235395
ODF2L	9.606713707	9.360481262	8.631783479	6.845490051	6.845490051
GPR63	8.363404585	8.686500527	8.420662189	6.62935662	6.62935662
SKIV2L2	13.6594385	13.76618414	13.27194924	11.96782678	11.96782678
MAP2K5	10.72479776	10.52975556	10.01308953	8.596189756	8.596189756
FMNL1	9.399455887	7.330916878	6.497186487	3.273018544	3.273018544
MRS2P2	7.779172373	7.930737338	6.969625967	4.604861861	4.604861861
C2orf63	6.369233868	6.815917362	6.327926776	5.357552005	5.357552005
PARG	10.2780626	10.29729805	9.759888183	8.235216302	8.235216302
C5AR1	3.459431619	4.95419631	4.922831981	4.890771092	4.890771092
PIP5K1A	11.71681946	11.40514146	10.55458885	8.834997782	8.834997782
PIGL	7.900866808	8.28077077	7.946419155	6.022367813	6.022367813
MSN	14.14876811	13.79207853	12.83775939	10.85278931	10.85278931
ZNF709	6.327926776	5.754887502	4.938599612	4.142958226	4.142958226
TPD52L1	3.544320928	4.087462841	3.459431619	0.736965623	0.736965623
ABCB1	3.502499916	4.874468954	4.62449106	4.772589328	4.772589328
LGALS9	10.83209885	10.52388829	9.757112112	7.787902559	7.787902559
RPAP3	11.68854188	11.58167136	10.81137469	9.994824357	9.994824357
UBE2D4	9.005624549	8.727920455	7.711953936	6.380821726	6.380821726
LOC100499227	4.058893978	4.087462841	3.459431619	0	0
METTL21D	9.376487266	9.564784555	9.232820701	8.312882955	8.312882955
ZBTB33	12.04484933	12.33175671	12.29222585	11.01820018	11.01820018
BIRC5	13.41411306	14.12476754	14.47025659	13.1103745	13.1103745
FLJ37201	4.969626197	5.073249125	5.392317423	3.841301918	3.841301918
ST8SIA4	7.960001932	7.309855566	6.02974727	4.247927513	4.247927513
CXorf26	10.13570929	10.01122726	9.25502857	7.333900438	7.333900438
PMPCB	13.13843181	13.27907847	13.00217033	12.08514046	12.08514046
RBKS	7.10503582	6.662964538	5.502500234	2.415037409	2.415037409
ITGB1BP2	5.502500234	5.709658156	5.309855384	4.481126474	4.481126474
NBEA	6.375039431	5.415037612	4.369234042	3.115477273	3.115477273
XPO6	13.98269684	14.10770748	13.57254273	12.3781141	12.3781141
TBC1D8B	7.554588852	7.597432101	6.942514505	5.922832219	5.922832219
FNTB	7.251087539	7.22881869	7.279223334	5.857980995	5.857980995
