"Gene"	"hs_proerythroblast_1"	"hs_proerythroblast_2"	"hs_proerythroblast_3"	"hs_early_basophilic_1"	"hs_early_basophilic_2"	"hs_early_basophilic_3"	"hs_late_basophilic_1"	"hs_late_basophilic_2"	"hs_late_basophilic_3"	"hs_polychromatic_1"	"hs_polychromatic_2"	"hs_polychromatic_3"	"hs_orthochromatic_1"	"hs_orthochromatic_2"	"hs_orthochromatic_3"
"287"	"GLRB"	464	66	89	217	57	34	29	13	16	3	0	0	2	0	1
"288"	"ABHD14A"	1538	98	187	993	96	158	281	39	75	5	1	2	1	1	0
"289"	"PHF6"	30148	5180	6537	25902	5375	5427	13104	4043	3326	2700	700	745	222	97	102
"290"	"C15orf26"	0	0	1	6	0	0	12	0	1	701	267	207	220	96	119
"291"	"TYW3"	7511	1209	1584	7647	1372	1522	3986	1092	1140	561	121	145	55	11	15
"292"	"GPR125"	5362	543	790	4564	543	674	1828	321	310	131	19	22	10	1	5
"293"	"THNSL1"	2080	359	374	1425	312	297	413	143	140	7	3	4	23	1	2
"294"	"CTPS2"	7042	934	1225	7124	1024	1219	4677	871	983	492	119	98	23	12	12
"295"	"SPEF2"	416	86	75	644	157	117	418	148	94	24	7	11	1	2	1
"296"	"DLAT"	18563	2879	3671	17733	3086	3501	9842	2363	2539	992	187	230	123	19	27
"297"	"ARV1"	14014	2783	3466	17099	3300	3571	11310	3239	3382	977	231	217	125	39	50
"298"	"PPP1R9A"	544	70	88	420	55	91	173	39	30	4	0	1	0	0	1
"299"	"DUSP19"	706	152	150	616	205	123	512	244	165	61	13	26	4	5	3
"300"	"TSPYL5"	1506	103	166	998	89	80	339	45	31	7	1	4	0	0	0
"301"	"PAR5"	348	41	48	283	44	56	74	26	40	8	5	3	1	0	0
"302"	"SYTL3"	210	44	38	173	47	40	85	17	13	2	3	0	0	0	0
"303"	"PGM2"	8323	1455	1715	9162	1521	1846	5261	1303	1501	429	106	104	61	6	18
"304"	"PCBP4"	117	19	45	94	39	19	42	15	7	1	0	0	0	0	0
"305"	"BOLA3-AS1"	6395	1149	1352	4256	976	1045	1846	654	488	90	14	7	41	8	8
"306"	"HMGN3"	4039	545	970	3355	608	879	1779	423	603	152	21	33	11	15	14
"307"	"REPS2"	13298	2692	1981	14980	3285	2037	9748	3043	1900	441	159	76	59	29	36
"308"	"DZANK1"	155	21	34	117	17	38	28	16	10	1	0	0	0	0	0
"309"	"MAP9"	1152	264	298	1436	388	293	752	281	280	90	23	19	10	5	8
"310"	"ZNF232"	1403	115	205	1539	138	284	1017	141	192	77	13	23	1	0	1
"311"	"CLYBL"	1053	179	280	1102	163	246	641	149	185	87	14	28	7	1	2
"312"	"FLVCR1"	5307	791	1101	4577	759	973	2013	573	591	154	49	42	40	8	14
"313"	"PCGF6"	2416	395	679	2658	499	632	1736	462	553	412	92	109	20	4	9
"314"	"FADS2"	227024	29150	39669	218403	33457	39001	129981	30772	29280	3012	467	517	1071	177	206
"315"	"HSD17B12"	8202	1936	1421	7448	1900	1407	4843	1783	1118	527	123	101	75	15	13
"316"	"TMX1"	13334	3590	3625	14593	3873	3684	10541	3512	3320	3019	885	888	197	90	84
"317"	"PUS7"	9271	1336	1808	8044	1221	1646	2294	487	626	8	8	3	79	7	5
"318"	"ZNF835"	1194	90	107	817	50	89	287	33	41	0	0	0	0	0	0
"319"	"GNB4"	11354	2192	2498	12386	2313	2512	7846	1965	1903	1454	400	368	79	44	45
"320"	"C17orf96"	336	40	94	190	38	36	34	14	17	1	1	0	0	0	3
"321"	"ZCCHC24"	2441	374	603	2165	336	553	1071	251	348	40	7	8	17	4	5
"322"	"MCM6"	89507	8479	13395	92422	11157	12577	45015	8671	8517	3781	963	869	217	122	104
"323"	"C9orf125"	498	44	144	387	46	101	128	17	36	14	3	1	0	0	0
"324"	"CERKL"	2812	544	752	2852	502	609	2019	439	514	246	81	65	27	7	9
"325"	"KRT1"	14	0	0	134	0	5	340	23	42	1827	579	1067	8034	2297	3108
"326"	"RNF207"	178	23	97	130	20	51	66	13	22	11	2	2	0	0	0
"327"	"NTN1"	1771	119	168	1100	71	96	216	26	21	3	0	0	0	0	0
"328"	"ZFP14"	1210	135	196	870	131	163	387	90	97	40	4	5	1	1	2
"329"	"BBS2"	2180	425	354	1474	301	266	492	190	114	56	15	5	8	7	2
"330"	"LRRC45"	4459	454	1199	4563	599	1284	2886	522	806	391	84	121	24	5	6
"331"	"PAK1IP1"	11521	2268	2263	12615	2423	2488	5907	1716	1771	365	102	83	109	22	30
"332"	"FKTN"	2718	411	457	2634	488	448	1672	480	344	102	28	35	13	1	8
"333"	"TGFB3"	1682	144	792	1264	152	540	478	90	178	16	3	10	8	1	3
"334"	"B3GNTL1"	610	88	115	427	66	103	199	54	48	9	0	2	1	1	0
"335"	"PLS1"	4826	858	1120	6436	1212	1240	5725	1446	1480	823	258	225	31	25	18
"336"	"NBN"	13809	2788	2731	13427	3021	2524	7875	2394	1890	1644	483	347	106	50	51
"337"	"KIAA1383"	338	48	69	180	37	28	135	25	28	0	0	2	1	0	0
"338"	"CAPS2"	599	65	131	703	103	138	303	97	101	1	2	0	0	2	2
"339"	"CASD1"	1576	324	340	1314	324	322	742	290	193	257	52	61	13	7	6
"340"	"ATP6V0E2"	3524	401	454	3310	485	400	1605	429	249	33	8	3	3	5	5
"341"	"METTL21A"	7689	1178	1398	7471	1227	1486	4677	1026	1042	429	101	90	48	14	10
"342"	"SMS"	6576	1094	1295	6002	1034	1190	3076	752	871	196	51	60	58	13	10
"343"	"RFXAP"	3898	1002	1346	5393	1390	1496	4158	1428	1444	817	343	271	81	25	33
"344"	"PDE6B"	1283	160	256	907	141	157	317	60	67	17	4	1	1	2	3
"345"	"CCND2"	23556	3845	4824	19396	3379	4435	11389	2734	2605	955	176	179	185	25	30
"346"	"SGCA"	0	0	0	0	0	0	0	0	0	0	0	0	28	7	9
"347"	"LOC100505633"	2257	259	901	6357	654	1538	6938	947	2077	93	22	26	7	7	5
"348"	"ADO"	4273	579	906	3367	536	799	1653	426	475	193	41	47	28	11	6
"349"	"ENPP4"	3805	682	1165	4661	913	1159	4151	1039	1215	767	154	195	29	19	20
"350"	"ZNF347"	581	109	120	644	190	142	515	171	175	79	35	31	4	5	2
"351"	"ZNF677"	132	31	37	142	44	26	116	57	20	11	9	9	0	1	0
"352"	"KCTD15"	7856	525	1295	6374	595	1112	2986	487	586	316	72	45	13	7	4
"353"	"HTR1F"	28	34	26	14	14	10	17	10	5	0	8	4	0	0	0
"354"	"A4GALT"	9947	3591	2549	12315	4670	3068	5860	4279	2292	158	961	448	18	99	137
"355"	"KLRG1"	316	52	54	368	51	52	249	55	53	21	3	5	0	0	0
"356"	"TMEM168"	3864	730	917	4671	891	1023	3029	885	945	703	106	157	33	13	8
"357"	"NUP210"	153314	14639	25432	158998	20455	24725	107857	19035	20261	10725	2022	2368	388	210	253
"358"	"HEATR2"	14547	2263	2800	14787	2733	3025	7831	2142	1983	346	75	61	112	24	24
"359"	"ABCA2"	1502	109	237	1024	109	204	314	41	44	4	1	1	2	0	2
"360"	"KIF21A"	656	151	113	866	236	146	558	210	132	186	24	25	1	3	1
"361"	"ZBTB24"	4525	469	791	3473	477	533	1097	219	195	10	11	5	27	3	1
"362"	"HOOK1"	2466	500	475	2293	524	583	1010	349	374	201	78	48	10	11	28
"363"	"TMEM158"	21	4	1	81	8	5	221	14	16	2287	356	934	5635	1190	1643
"364"	"E2F5"	1050	281	281	457	141	150	151	47	43	65	18	7	14	0	2
"365"	"TCTN1"	601	109	141	617	104	113	227	80	65	7	1	3	3	1	4
"366"	"TMEM67"	1158	182	286	972	183	249	412	120	114	22	6	6	11	3	4
"367"	"RCN2"	6820	1789	1733	7360	1754	1862	4779	1726	1610	1301	376	358	101	44	54
"368"	"NEURL"	249	27	69	162	34	86	81	18	25	3	0	1	1	0	0
"369"	"NEO1"	1264	139	190	792	125	101	220	59	41	1	4	1	6	1	0
"370"	"ACP6"	779	67	118	474	46	71	130	24	25	1	0	0	2	0	0
"371"	"KIAA1211"	25528	3792	4944	23002	4350	3904	11809	3268	2074	714	149	112	178	29	21
"372"	"AGPAT5"	35435	6009	8583	29832	6246	6563	14143	4555	3779	1795	464	393	391	75	112
"373"	"MCM3"	106728	9960	16884	100500	11969	15717	56404	9705	11207	8007	1334	1470	247	135	168
"374"	"XYLB"	1483	145	188	1456	223	199	736	159	137	38	4	7	3	1	0
"375"	"ZC4H2"	1495	180	278	1278	163	210	858	111	146	75	10	18	5	0	1
"376"	"EDNRB"	147	18	64	111	18	29	33	8	4	0	0	0	0	0	0
"377"	"SOX21"	522	70	56	211	37	27	30	18	11	7	1	2	0	0	2
"378"	"APOE"	77562	4336	17726	38334	2630	10128	10347	937	2510	120	13	20	143	19	29
"379"	"PPA1"	11143	2403	2791	9701	2015	2334	4407	1206	1446	416	100	100	162	28	30
"380"	"MOCS2"	3510	483	494	2958	450	463	1282	295	271	70	18	25	16	8	6
"381"	"UBE2E2"	524	81	135	451	94	134	213	60	84	12	3	3	6	0	1
"382"	"PMEPA1"	383	30	108	187	21	45	34	8	7	1	0	1	0	1	0
"383"	"C14orf126"	3635	689	623	3121	625	601	1458	417	358	91	18	11	27	6	5
"384"	"TMEM177"	1202	160	247	859	151	177	315	89	72	30	1	3	0	4	1
"385"	"TBC1D19"	216	34	29	161	44	49	111	46	23	7	3	4	0	0	1
"386"	"OXCT1"	14519	2348	2558	15935	2534	2452	10739	2289	2359	2198	537	619	68	50	47
"387"	"MARVELD2"	800	179	145	792	195	135	276	105	48	6	1	1	5	1	4
"388"	"ZNF354C"	301	55	74	246	65	63	115	55	68	3	7	8	3	0	3
"389"	"MTBP"	3853	757	928	4755	896	873	3728	1073	848	1173	316	259	22	27	17
"390"	"DIS3L"	9403	1372	1746	7871	1217	1285	3105	721	574	659	140	99	43	20	19
"391"	"HELLS"	7754	1093	1289	9376	1493	1492	5857	1546	1380	1106	256	260	27	20	32
"392"	"DSCC1"	5876	1096	1303	6921	1426	1256	4706	1361	1340	1087	321	338	45	29	40
"393"	"PIGW"	3867	598	684	3814	770	762	1588	455	474	162	45	38	32	5	12
"394"	"TTC40"	55	15	25	26	5	33	0	2	2	0	0	0	0	0	0
"395"	"SPINK4"	1	0	0	3	1	0	2	0	0	8	3	3	331	28	40
"396"	"AGFG2"	25788	4624	6766	24430	4908	6200	12228	2744	2690	3383	373	418	197	52	55
"397"	"CCDC138"	3579	576	600	3197	521	499	1156	311	307	108	19	22	18	6	12
"398"	"FAM35A"	5222	665	789	3442	529	558	851	206	208	21	2	6	28	3	6
"399"	"ZFP64"	2755	236	408	1755	181	330	482	80	91	6	1	2	8	3	3
"400"	"MIAT"	128	13	17	233	30	20	295	20	29	4818	1788	3089	10142	3858	5387
"401"	"GOLGA2P5"	970	82	327	854	105	382	439	77	197	25	16	22	4	1	4
"402"	"LPCAT4"	3956	344	901	2642	292	735	691	87	200	4	4	5	23	5	5
"403"	"SCAI"	3544	628	1058	2920	563	797	1421	516	600	337	67	91	46	17	17
"404"	"HCG11"	3156	565	810	2641	574	706	1831	527	517	639	82	133	31	9	9
"405"	"OSBPL1A"	5468	659	1187	3368	470	680	964	221	196	51	9	13	37	3	8
"406"	"CSGALNACT1"	752	50	114	863	87	110	478	84	34	0	1	0	0	0	0
"407"	"NLE1"	7149	883	1387	5572	727	1084	2246	407	529	89	8	13	33	2	7
"408"	"IL34"	0	0	0	0	0	0	1	0	0	0	0	0	7	10	9
"409"	"PDSS1"	2269	301	398	1781	294	389	668	166	206	16	5	5	20	4	4
"410"	"PICK1"	1499	148	264	1094	156	193	699	114	129	125	19	16	3	2	1
"411"	"MGAT4A"	2947	377	524	1381	278	285	271	72	85	53	12	27	27	3	5
"412"	"XRCC2"	5049	680	1129	5273	900	1161	2814	759	840	849	172	222	38	18	12
"413"	"MIR451A"	0	1	0	6	3	1	34	10	5	195	26	66	417	44	58
"414"	"ANKRD36B"	223	35	65	225	42	69	71	35	37	9	4	0	0	1	0
"415"	"XPA"	944	253	335	852	205	293	388	130	163	89	22	15	19	5	6
"416"	"BCL6"	42	3	17	288	16	37	891	59	147	3421	785	1585	13090	1953	2833
"417"	"PRRG4"	456	198	174	555	193	175	305	130	148	97	55	89	9	17	13
"418"	"MIS18A"	6823	1385	1672	6968	1398	1651	4860	1239	1360	1107	232	292	79	33	26
"419"	"C22orf34"	149	145	240	118	191	211	88	102	140	29	13	22	23	7	5
"420"	"TMEM144"	673	206	119	427	161	110	125	54	34	7	2	0	9	0	1
"421"	"ATAD5"	26947	3172	6602	33866	5420	7403	24126	6070	6531	5770	1533	1340	121	113	134
"422"	"CHD1L"	17935	3131	2983	19830	3534	3273	13608	3448	2679	1937	501	463	118	61	50
"423"	"MB21D1"	3222	370	765	3418	417	716	1693	277	465	317	39	73	16	5	3
"424"	"NT5DC3"	2377	300	349	2203	414	363	667	210	152	7	6	3	13	5	11
"425"	"XAF1"	725	283	327	796	268	305	423	203	173	201	37	39	22	8	8
"426"	"ALG10B"	2387	504	488	2202	618	506	1616	648	475	370	154	105	25	17	21
"427"	"PAX9"	305	67	91	321	84	105	231	92	109	33	20	11	0	2	6
"428"	"WDR35"	3605	510	581	2929	528	490	1256	351	266	85	20	9	21	3	5
"429"	"MLH3"	2990	316	470	2138	356	394	911	202	215	44	8	21	13	2	8
"430"	"ZNF491"	627	78	117	510	65	77	193	51	55	15	4	3	3	1	0
"431"	"C1orf135"	6559	1217	1451	8023	1453	1571	6538	1422	1607	1361	228	205	39	17	31
"432"	"IFNAR2"	4836	572	660	4516	612	635	2117	547	378	148	39	45	27	5	4
"433"	"RANBP1"	8899	1412	1754	10224	1706	2040	6584	1507	1676	1169	253	284	72	23	26
"434"	"BCL2"	580	75	96	596	101	80	261	49	58	7	7	13	4	0	0
"435"	"AKAP1"	13933	1438	2514	13071	1644	2384	5057	918	1106	101	18	32	86	8	11
"436"	"LY86-AS1"	42	12	19	23	11	16	18	10	2	0	0	0	0	0	0
"437"	"SNORD87"	41	16	26	53	11	23	48	16	29	12	9	6	0	0	1
"438"	"UBA5"	6418	1076	1248	6729	1261	1434	3777	1300	1183	576	164	170	58	23	39
"439"	"ETAA1"	2633	490	733	2677	592	666	2022	618	697	664	209	193	30	7	26
"440"	"COX18"	2808	477	586	2522	417	530	1475	376	375	155	39	20	22	3	8
"441"	"DDN"	29013	2221	7238	16104	1323	3844	3339	281	607	25	4	13	117	14	10
"442"	"ZAR1"	54	14	12	41	8	9	6	6	5	0	0	0	0	0	0
"443"	"CHML"	7538	1401	1449	6466	1601	1349	3488	1210	921	681	247	169	94	28	30
"444"	"MPV17L"	464	81	39	303	58	28	70	19	9	0	0	0	1	0	0
"445"	"C4orf27"	4841	815	981	5747	881	982	3718	800	915	604	146	137	29	18	20
"446"	"SAAL1"	4297	822	737	4578	846	871	2986	740	699	475	124	88	29	13	19
"447"	"FAM92A1"	1022	190	193	1100	184	217	575	141	136	42	28	21	8	5	6
"448"	"KHDRBS3"	983	126	188	488	73	87	109	16	8	6	2	0	2	1	1
"449"	"HOTAIRM1"	63	24	46	50	28	39	28	40	27	15	15	8	2	4	1
"450"	"HENMT1"	1410	188	318	1226	178	213	665	144	153	92	10	20	8	0	2
"451"	"WDR41"	8812	1301	1426	7975	1279	1350	4092	1005	894	379	105	62	66	11	13
"452"	"DDX10"	6574	1060	1365	5876	999	1240	3294	844	845	157	44	37	68	12	21
"453"	"CCNJ"	6413	882	1087	4410	670	763	1625	356	341	268	36	56	37	12	6
"454"	"BEND3"	3718	304	495	3219	409	410	1280	221	214	64	25	14	11	2	5
"455"	"LOC441666"	168	29	50	128	28	36	65	12	34	0	1	1	2	0	0
"456"	"SPIN4"	12548	2109	2665	11069	2236	2390	8408	2101	2175	2384	639	727	122	54	63
"457"	"GPT"	5762	648	1826	5204	778	1767	2077	334	686	57	4	10	35	10	4
"458"	"C9orf142"	3376	264	625	3603	436	803	2243	405	532	138	23	50	13	5	3
"459"	"TNFRSF1B"	21111	2067	3469	26554	3055	4186	16996	2673	2662	698	131	98	75	23	21
"460"	"SNRPD1"	10379	1876	1942	11189	2002	1926	6727	1580	1604	1526	313	324	84	28	36
"461"	"GPR56"	5496	784	878	3931	766	656	1132	271	150	81	14	13	24	16	6
"462"	"NUFIP1"	2342	346	492	2095	358	442	890	226	223	70	22	16	24	4	6
"463"	"MTX3"	3295	553	858	2837	665	996	1387	529	663	278	109	123	73	12	12
"464"	"EML2"	2832	354	612	2090	303	535	917	189	270	53	14	8	21	5	6
"465"	"UBE2D1"	747	172	277	648	167	246	249	89	161	55	13	27	18	2	7
"466"	"NUAK1"	0	0	0	0	0	0	0	0	0	0	1	0	7	7	14
"467"	"QTRT1"	6579	863	1414	6492	971	1643	3000	769	804	79	38	25	76	12	16
"468"	"RAD54B"	3180	466	620	3723	555	719	2140	615	693	304	71	64	20	13	12
"469"	"AGXT2L1"	95	23	16	138	21	26	34	20	10	0	0	0	0	0	0
"470"	"ZNF695"	520	83	121	492	79	124	308	76	97	63	6	5	1	0	2
"471"	"C3orf33"	813	220	318	751	207	314	410	173	202	82	15	7	13	6	6
"472"	"NSMAF"	6509	734	877	4183	603	700	1830	358	288	171	36	43	39	4	2
"473"	"AFAP1L1"	2189	128	277	524	35	46	69	3	5	0	0	2	2	0	0
"474"	"DDX11"	7827	782	1446	8441	1137	1600	5515	1121	1259	1002	308	382	27	28	29
"475"	"TXNRD3"	814	82	86	605	57	67	161	35	18	4	2	0	1	0	0
"476"	"SLC5A3"	15604	2259	3069	9933	2057	2338	2967	837	790	89	38	49	236	26	31
"477"	"ANKRD26"	3880	696	771	3635	762	665	1944	626	504	323	72	64	35	8	20
"478"	"PRRG1"	153	49	116	146	44	65	48	14	34	10	2	3	3	0	4
"479"	"FLT4"	1259	77	337	1453	138	374	1004	137	311	30	16	17	1	1	5
"480"	"LOC100507032"	673	114	108	396	66	100	130	25	29	0	1	0	8	0	0
"481"	"CYP4F3"	0	0	1	3	1	0	28	0	0	916	120	172	586	121	184
"482"	"GZMM"	16	2	6	7	1	1	18	3	4	129	39	66	1111	224	249
"483"	"ZBTB38"	4649	583	965	4288	715	824	1965	496	433	73	12	4	29	3	3
"484"	"TMX3"	11799	2166	2653	11339	2439	2575	6967	2099	2022	1592	352	373	140	30	70
"485"	"HMGB1"	31894	8044	8528	31292	7768	8389	21604	7062	7592	9119	3140	3261	622	311	353
"486"	"KCNIP4"	197	33	70	197	49	60	109	48	31	7	2	2	2	0	2
"487"	"ANKRD36"	585	77	158	609	114	208	370	131	95	32	18	12	8	1	2
"488"	"TRAF3IP2"	2461	391	540	2008	342	439	1282	217	283	104	25	35	24	5	8
"489"	"ECHDC2"	101	33	22	89	31	34	58	25	9	0	2	2	0	1	0
"490"	"ERO1L"	3654	491	639	2048	292	418	550	87	124	15	3	6	33	2	4
"491"	"CDCA7L"	10919	1563	1869	11573	1676	1936	6698	1330	1501	616	145	130	73	28	24
"492"	"LOC728554"	1977	225	452	2011	218	369	1264	179	315	176	21	39	6	4	4
"493"	"SFXN2"	4105	543	443	3862	590	568	1631	395	307	95	16	18	17	6	6
"494"	"SACS"	14401	1919	2136	10924	2320	2053	4765	1403	1062	568	135	106	119	26	25
"495"	"MRPL1"	5478	1076	1074	6143	1049	1261	3849	1031	1169	628	129	165	58	21	25
"496"	"TMEM97"	17558	2198	2837	14028	1935	2408	6727	1259	1431	941	151	172	119	18	15
"497"	"CDKN2B"	10	0	3	91	4	3	185	23	23	1519	327	392	2362	487	669
"498"	"TRAF5"	2375	136	263	655	44	81	96	13	6	5	3	1	1	1	2
"499"	"SETD6"	2115	359	545	1816	416	517	704	205	271	51	13	16	40	6	4
"500"	"S1PR4"	5052	670	1046	3765	669	764	1870	455	398	87	14	19	42	5	13
"501"	"HOXA10"	1066	71	149	478	33	69	128	15	21	6	3	0	0	1	0
"502"	"PANK1"	2140	209	372	1020	144	268	323	49	76	12	0	2	8	2	1
"503"	"CLDN7"	400	35	154	366	53	129	313	58	96	24	8	6	0	1	2
"504"	"CCDC57"	1221	144	256	957	131	250	486	133	118	26	8	11	8	3	6
"505"	"PAK6"	125	28	45	193	56	99	84	54	98	11	19	23	2	1	3
"506"	"RCN1"	3477	516	795	3124	454	605	1665	417	454	380	86	83	32	3	12
"507"	"PRORSD1P"	161	41	55	114	34	75	66	33	23	17	7	2	3	0	1
"508"	"ZNF624"	1017	175	210	831	173	185	664	166	202	89	24	25	12	4	3
"509"	"CALB2"	1	0	0	0	0	0	3	0	0	83	14	61	346	28	40
"510"	"SPICE1"	3130	498	705	3433	671	799	2193	635	729	187	71	75	44	6	18
"511"	"FGFR1"	2655	313	299	1832	349	297	477	145	101	48	13	13	10	8	0
"512"	"RIOK2"	5422	1103	1312	5182	1136	1247	2573	859	834	409	96	105	89	22	31
"513"	"B3GNT8"	61	7	9	91	8	14	336	9	22	2772	227	514	32042	3306	4759
"514"	"ZNF439"	1050	133	201	690	121	199	307	55	89	12	1	13	7	1	1
"515"	"CHRM4"	9	1	6	13	3	8	23	1	9	222	57	57	984	231	246
"516"	"RASA2"	2149	315	408	2207	352	419	1024	291	323	73	14	26	22	5	1
"517"	"ARHGEF6"	8872	1018	1602	6096	863	942	2819	512	496	82	7	14	49	5	8
"518"	"LANCL1"	17306	3082	3201	18511	4043	3433	14074	4138	3329	2937	793	624	154	75	93
"519"	"GSTA4"	466	68	59	638	112	101	516	108	112	36	8	6	0	2	0
"520"	"TLCD2"	14	1	5	1	1	1	15	2	3	98	23	25	1048	169	201
"521"	"GCSH"	137	32	21	69	20	19	8	8	14	7	0	0	0	0	0
"522"	"CHST10"	4670	410	717	5062	492	764	3098	464	583	264	73	63	16	6	7
"523"	"MAGED1"	22738	1560	3006	13746	1116	2004	3954	474	618	90	9	12	53	10	11
"524"	"AMT"	3489	375	654	2898	354	612	1131	201	284	21	7	13	25	5	0
"525"	"PCYOX1"	6419	753	1102	3490	474	631	968	200	163	21	8	9	62	5	3
"526"	"LACE1"	1051	234	241	989	186	210	549	160	146	111	18	20	14	1	3
"527"	"METTL17"	12650	1481	2546	13865	1952	2898	8954	1899	2114	1321	263	295	92	19	35
"528"	"NUP43"	16399	2869	3005	18246	3379	3374	11982	3219	2826	2975	580	677	144	62	64
"529"	"THYN1"	8230	1015	1286	8590	1319	1362	5583	1053	1118	687	96	117	42	13	14
"530"	"FANCM"	5904	897	1179	6852	1246	1204	5745	1464	1168	1356	312	274	39	26	23
"531"	"RUVBL1"	21626	2652	3332	21627	2884	3359	12734	2397	2395	618	90	141	124	31	30
"532"	"RAD18"	8695	1292	2111	9304	1628	2151	6582	1701	2167	2370	590	548	87	29	54
"533"	"C18orf1"	9874	1124	1322	7525	1319	1218	2739	699	450	56	8	3	43	7	1
"534"	"TIFA"	789	85	145	424	57	90	144	25	38	81	29	54	3	3	2
"535"	"DUT"	27721	4577	6965	29946	5737	7504	18593	5496	5945	4273	1380	1458	395	156	193
"536"	"TCEAL1"	778	138	171	575	108	157	322	91	97	29	2	6	7	2	0
"537"	"FARSB"	20587	3052	3322	25890	3803	3977	16225	3876	3487	1458	382	349	152	61	54
"538"	"C8orf38"	1629	268	297	1588	265	336	693	199	150	85	22	25	19	2	4
"539"	"ZNF675"	1568	269	460	1853	416	453	1549	437	434	259	53	37	15	6	11
"540"	"TG"	0	0	0	0	0	0	2	1	2	4	2	6	46	7	11
"541"	"ZNF141"	1602	199	263	1287	262	219	945	236	267	285	44	57	8	6	2
"542"	"CGREF1"	347	24	33	118	16	20	17	3	5	0	0	0	0	0	0
"543"	"ITGA4"	81973	15679	15783	94365	18506	15260	82756	19300	14650	15776	4636	3463	537	391	530
"544"	"GULP1"	8	3	9	204	4	7	875	36	47	3858	870	1294	4522	1528	1951
"545"	"PDE4A"	1962	278	446	1150	190	305	520	85	86	15	1	4	18	2	1
"546"	"MTHFS"	619	52	105	444	38	99	243	30	46	36	15	14	2	0	0
"547"	"NHLRC3"	2990	319	530	2574	350	621	1328	292	359	310	52	67	22	4	1
"548"	"RFC4"	18073	2475	3781	22215	3313	4208	16424	3297	3868	5077	955	1152	109	50	88
"549"	"ZNF285"	183	30	67	105	20	38	24	22	5	2	1	0	2	0	1
"550"	"LRRC37A4"	489	49	68	356	66	71	176	55	60	7	3	2	4	0	0
"551"	"ITGB3BP"	2519	528	852	3594	665	940	2891	767	1275	1055	319	566	49	19	25
"552"	"CCDC58"	1660	303	278	1461	345	311	686	202	194	68	11	12	14	7	6
"553"	"NSMCE4A"	5186	771	1026	5977	966	1115	4179	888	1048	915	209	220	45	13	20
"554"	"WDR89"	4704	1131	1129	4782	1101	1157	2447	817	834	309	53	71	91	20	12
"555"	"DPY19L2P2"	1899	237	485	2054	307	516	1937	433	470	489	215	173	6	16	12
"556"	"SHQ1"	6115	870	1172	6032	890	1011	2890	643	681	203	48	72	63	11	14
"557"	"TMCO4"	742	96	140	736	113	106	520	97	85	45	17	14	1	2	4
"558"	"GBAS"	10476	2241	2257	10169	2322	2150	6937	2080	1829	875	184	178	170	23	36
"559"	"BPHL"	1574	127	319	1014	147	211	446	74	111	8	3	7	12	1	2
"560"	"RAP1GDS1"	7282	1175	1434	7359	1216	1418	4122	890	1139	573	138	205	84	10	26
"561"	"LOC100506844"	9601	1243	1883	8865	1191	1569	4413	741	894	431	41	71	52	8	20
"562"	"LRRC20"	5423	376	731	5717	501	772	3154	434	492	157	40	36	10	6	8
"563"	"FGFR3"	4853	585	1603	4746	752	1852	2624	620	1940	175	37	987	25	10	5
"564"	"APBA2"	2537	241	545	1807	218	404	616	100	144	13	2	9	14	4	6
"565"	"VMA21"	9881	2170	2465	9276	2179	2456	5056	1651	1761	1417	364	368	216	36	49
"566"	"USP13"	4427	565	549	2498	467	318	837	232	99	73	13	25	23	7	1
"567"	"GNA15"	14595	1521	2653	6938	927	1267	2044	314	310	21	7	2	86	10	20
"568"	"ZNF589"	1351	142	153	1003	158	170	613	135	99	18	8	6	6	3	0
"569"	"EHHADH"	2295	324	322	1979	332	284	897	240	182	92	24	22	12	6	8
"570"	"ZNF799"	447	49	79	384	63	54	174	35	52	9	2	3	2	0	1
"571"	"LOC100131067"	920	109	333	714	115	309	390	74	144	184	19	18	3	4	2
"572"	"ZNF32"	1066	143	167	763	118	142	310	73	86	20	3	4	9	0	1
"573"	"RFC2"	11948	1221	1902	12980	1528	1886	7922	1431	1545	1630	258	322	46	20	25
"574"	"MCM4"	162502	16335	25254	183412	24352	26150	104812	21443	20551	17492	3365	3308	751	271	343
"575"	"SLC12A9"	2020	194	397	1254	177	315	483	89	95	8	5	6	12	7	8
"576"	"POLD3"	12788	1412	2220	15923	2225	2695	10598	2318	2567	1444	338	325	62	26	55
"577"	"SPTSSA"	4343	944	1174	3892	947	1057	2038	648	741	296	89	105	104	18	31
"578"	"USP43"	364	48	58	353	44	71	153	39	33	7	1	0	0	0	1
"579"	"PEG3"	1164	111	181	1033	184	179	354	100	78	10	2	5	7	1	3
"580"	"TOM1L1"	809	169	211	623	155	88	237	78	27	33	13	4	8	0	2
"581"	"DCTD"	9539	1055	1621	6822	900	1189	2414	449	535	67	6	14	58	10	9
"582"	"C8orf37"	517	110	85	565	112	115	364	97	98	24	6	10	6	2	0
"583"	"GNGT2"	3	0	1	2	1	1	5	0	2	99	17	17	447	44	90
"584"	"ZNF93"	314	52	88	219	40	68	126	49	46	28	12	3	3	1	1
"585"	"NAE1"	11586	2190	2442	12853	2255	2302	7204	1932	1935	1907	410	390	159	28	34
"586"	"BCS1L"	7189	752	1163	7752	1094	1263	4365	826	855	297	43	59	40	11	9
"587"	"RRAD"	10	0	2	6	0	1	18	3	3	11	4	3	2166	146	224
"588"	"POLR3G"	966	236	285	863	173	289	296	100	132	58	19	28	20	4	15
