ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
WT1	-1.000886184	6.321096088	-4.936221203	0.003512526	0.055844274	-1.774906152
MAP4K1	-2.40960623	3.140588089	-4.926400048	0.003544467	0.056241627	-1.784997428
DRD2	-2.543118873	1.79988027	-4.92529104	0.003548095	0.056246832	-1.786137809
ACP5	-2.265195048	5.121192286	-4.922949319	0.003555769	0.056256779	-1.788546357
SH2D3C	-1.004869463	5.554831069	-4.922937956	0.003555806	0.056256779	-1.788558046
SLAMF7	-1.459503874	2.560369636	-4.907183191	0.003607938	0.056794545	-1.804782956
IFIT2	-1.252075275	6.73596975	-4.904417861	0.003617179	0.056874578	-1.807634496
CHRNE	-2.279034088	1.667837878	-4.885724963	0.003680366	0.057404746	-1.826939096
STBD1	-1.044917288	5.805593678	-4.881487911	0.003694864	0.057445189	-1.831321818
MYT1	-1.938798651	4.614945305	-4.87876608	0.003704212	0.05744665	-1.834138595
ARL11	-2.981619482	2.793106606	-4.877558405	0.003708369	0.05744665	-1.835388742
THEM5	-2.016543589	3.556223858	-4.876589986	0.003711706	0.05744665	-1.83639137
CCDC173	-1.33013276	7.091370448	-4.87049306	0.003732794	0.057675445	-1.842706789
NME2P1	-2.066557448	1.894932891	-4.867458376	0.003743341	0.057690481	-1.845852233
HOXB7	-1.687888542	5.412668343	-4.858284506	0.003775437	0.057942817	-1.855369047
AGAP7P	-1.329687503	6.358116447	-4.855935537	0.003783706	0.058014845	-1.857807789
HMGN1P17	-2.929691858	4.369594435	-4.852159078	0.003797043	0.058014845	-1.861730257
PHYHD1	-1.707674675	3.999407852	-4.844016892	0.003825984	0.058230078	-1.870194291
PTPRR	-2.049068308	3.326831019	-4.840532471	0.003838447	0.058290437	-1.87381939
DRC7	-1.269159063	5.143371855	-4.832879903	0.003865982	0.058417628	-1.881787117
TSKS	-2.159937251	5.332848505	-4.830743224	0.003873711	0.058502199	-1.884013313
RNU6-125P	-1.01963123	1.899790615	-4.825739204	0.003891881	0.05863792	-1.889229582
EPCAM-DT	-1.01963123	1.899790615	-4.825739204	0.003891881	0.05863792	-1.889229582
NAT14	-1.051857998	7.163785743	-4.812854057	0.003939121	0.05888283	-1.902678059
MARVELD2	-2.023723265	5.075445183	-4.790433651	0.0040229	0.059414645	-1.926136459
ADA	-1.138882251	3.505226099	-4.782887746	0.004051557	0.059581343	-1.934048254
RAB37	-1.175864368	5.897946943	-4.764479528	0.004122456	0.06017251	-1.953384071
SDC3	-1.196019671	7.473844964	-4.760708988	0.004137154	0.060323143	-1.957350747
RIIAD1	-1.76180074	2.654876401	-4.75235458	0.004169934	0.06063973	-1.966147175
SGCG	-2.269118307	1.662879987	-4.749577123	0.004180899	0.060681368	-1.969073856
LINC02373	-1.635630199	0.817815099	-4.73842195	0.004225269	0.060681368	-1.980839799
LRG1	-2.628014431	3.175661382	-4.72912304	0.00426267	0.061018224	-1.990661852
HIF3A	-2.107309365	3.574402157	-4.728262432	0.004266151	0.061036208	-1.991571521
ARAP1-AS2	-2.485109073	2.242554537	-4.721909943	0.004291944	0.061215419	-1.998289528
SNCG	-1.479135104	2.903518584	-4.703785958	0.004366525	0.062012071	-2.017489109
EEF1A1P24	-1.742939563	1.204803115	-4.69493502	0.004403487	0.062350918	-2.026882971
TSSK5P	-1.138550887	5.177462454	-4.684155251	0.00444899	0.062679691	-2.038339648
BDH2	-1.423662176	4.835030204	-4.674008416	0.004492316	0.063087844	-2.049139384
LGALS9DP	-1.528320834	1.09749375	-4.665989156	0.004526901	0.063508526	-2.057685457
CXCL8	-1.638559394	4.621879314	-4.65581157	0.004571234	0.063870464	-2.068545402
CATIP	-1.773084654	3.666492328	-4.649685836	0.004598158	0.064082305	-2.075089262
RNLS	-1.003302517	5.786737201	-4.643438656	0.004625804	0.064342075	-2.08176861
FAM110D	-1.453298648	2.557267023	-4.629829265	0.004686692	0.064895867	-2.096339603
ACTR3C	-2.153143873	1.938226103	-4.62543476	0.004706549	0.065017586	-2.101050509
DSG2	-1.195504317	5.492923939	-4.613586492	0.00476057	0.065229559	-2.113766209
GIPR	-1.062025134	7.571966604	-4.606968877	0.004791052	0.065506361	-2.120877439
TNXA	-1.866571228	5.832781494	-4.578262915	0.004925896	0.066527184	-2.151800475
NETO2	-1.300201736	5.254694598	-4.573564098	0.004948381	0.066661027	-2.156873961
C2CD2	-1.62485278	5.806074002	-4.572415186	0.004953896	0.066702584	-2.158114988
TMPRSS4	-2.810472414	3.69535778	-4.557882366	0.005024276	0.067265776	-2.173830091
TNFSF10	-1.247876441	4.03951842	-4.554931096	0.005038708	0.067348855	-2.17702533
MMP19	-1.130772474	2.534349769	-4.550395036	0.005060983	0.067446968	-2.181938921
CD300A	-2.821628683	4.329110176	-4.550332677	0.00506129	0.067446968	-2.182006492
ABCC11	-1.533634682	2.59743504	-4.546981093	0.005077822	0.067542668	-2.185639043
ABCA4	-1.117505472	2.935180408	-4.538026433	0.005122297	0.067969509	-2.195352675
C5orf58	-1.968963532	0.984481766	-4.529453995	0.005165292	0.068226125	-2.204663001
TLR2	-1.968963532	0.984481766	-4.529453995	0.005165292	0.068226125	-2.204663001
TMEM238	-1.184180341	2.668363067	-4.500818038	0.005311942	0.069544376	-2.235844189
NPAS1	-1.298272588	3.779908768	-4.492059917	0.005357743	0.069943784	-2.245405484
LINC00607	-1.578988531	2.374456766	-4.490258557	0.00536722	0.07000089	-2.247373477
NPC1L1	-2.362330432	3.345116248	-4.47648456	0.005440317	0.070514104	-2.262437862
FJX1	-1.239869531	4.098838613	-4.46813775	0.005485168	0.07079892	-2.271580604
SLC25A48	-1.440642698	2.638617183	-4.467371864	0.005489305	0.070819001	-2.272420053
FAM81B	-3.207045371	2.872640993	-4.464427612	0.00550524	0.070991211	-2.275647923
SLA	-1.380445694	6.382964111	-4.46166416	0.005520245	0.071087357	-2.278678772
TMED10P2	-1.102707432	3.317756389	-4.45402099	0.005561991	0.07138402	-2.287067543
SYT5	-1.710183588	3.862547732	-4.443426219	0.005620456	0.071540186	-2.29871051
TMEM204	-1.045834508	2.825214119	-4.443362543	0.00562081	0.071540186	-2.298780538
TNFSF14	-1.441269548	4.683929498	-4.436508814	0.005659009	0.071892988	-2.30632149
CERS4	-1.394455755	4.697110456	-4.433011964	0.005678612	0.072041981	-2.310171719
LINC00891	-1.543118873	2.29988027	-4.415584597	0.00577748	0.072915824	-2.329387961
CRB2	-2.421776179	4.148815153	-4.404303223	0.00584253	0.073393809	-2.341851991
MEIOB	-1.404174059	3.685848601	-4.401288672	0.005860054	0.073491185	-2.345185847
HSD3B7	-2.055155118	2.61254006	-4.395606592	0.005893249	0.073641459	-2.351473548
LY86-AS1	-2.128312631	2.861595456	-4.394963561	0.005897019	0.073655029	-2.352185425
SNRPGP2	-2.269118307	2.191200821	-4.388315059	0.005936162	0.073973617	-2.359549456
APBB1IP	-1.112149883	6.486428646	-4.376784283	0.006004755	0.074479111	-2.372337195
MIR223HG	-2.020364041	5.022239891	-4.376052641	0.006009138	0.074479111	-2.373149277
LINC02303	-3.034429269	2.045535468	-4.37384541	0.006022382	0.074580283	-2.375599679
LINC02412	-2.238081839	1.647361753	-4.369917823	0.006046032	0.074580283	-2.379961808
FOXH1	-2.117225146	1.586933407	-4.349108389	0.006173122	0.07540795	-2.403112903
IFITM4P	-2.117225146	1.586933407	-4.349108389	0.006173122	0.07540795	-2.403112903
PCOTH	-2.056641667	1.361654167	-4.347561266	0.006182692	0.075455777	-2.404836767
ST8SIA1	-1.548460681	4.597274681	-4.34361435	0.006207184	0.075530754	-2.409236232
C3AR1	-1.760428703	3.646617025	-4.321771175	0.006344748	0.07638739	-2.43362705
ZMIZ1-AS1	-1.088928847	2.934439424	-4.300805895	0.006480069	0.077326279	-2.45710637
STXBP5-AS1	-2.220988338	3.520100399	-4.281559895	0.006607202	0.077948634	-2.478719637
RANP4	-3.066635333	2.997423474	-4.272717558	0.006666565	0.078451223	-2.488668665
LTF	-1.102935724	5.054726197	-4.269233686	0.006690121	0.078622526	-2.492591874
SHCBP1L	-1.583162702	4.74501837	-4.265705422	0.006714074	0.078802778	-2.496566973
FGD2	-1.097593916	2.379414657	-4.262291508	0.006737344	0.078907148	-2.500415065
CTCFL	-1.77062481	2.275287406	-4.259161109	0.006758762	0.079056774	-2.50394516
LINC00885	-1.724790302	2.252370152	-4.256052726	0.006780107	0.079171453	-2.507451921
LGR6	-2.076272897	1.899790615	-4.228060861	0.006975828	0.08029173	-2.539098299
DEPP1	-1.694574988	4.98516347	-4.211630069	0.007093713	0.080875812	-2.557730466
ACKR2	-1.158439168	5.30468856	-4.21033807	0.007103079	0.080877838	-2.559197331
ADAMTS4	-1.02915428	3.507003781	-4.203069691	0.00715603	0.081211179	-2.567454248
ZNF114	-1.580897402	4.000234241	-4.202549135	0.00715984	0.081220823	-2.568045914
FAM153CP	-1.024038292	3.699433288	-4.196027525	0.007207764	0.081562163	-2.57546196
LINC02334	-1.424487535	4.08867144	-4.193296945	0.007227938	0.08172305	-2.578568986
HOPX	-1.723308334	0.861654167	-4.18661492	0.007277578	0.081946665	-2.586177071
AKR1C6P	-1.182812208	2.967833776	-4.172613005	0.007382863	0.082691084	-2.602141868
CLEC4OP	-1.346880661	3.536345209	-4.165115289	0.007439955	0.082958063	-2.610703113
ZNF385D	-1.279314414	2.803608239	-4.160032156	0.007478946	0.083291299	-2.616512214
RANGRF	-1.290121573	2.701702454	-4.157631537	0.007497442	0.083348656	-2.619257075
A2ML1	-2.573374028	4.298744885	-4.153141338	0.007532176	0.08354505	-2.624393547
LINC02573	-2.414920078	1.735780873	-4.151653222	0.007543729	0.083596953	-2.626096536
ALOXE3	-2.527150561	2.565872146	-4.150117531	0.007555671	0.083636615	-2.627854326
MCF2L2	-1.735285847	4.552737069	-4.138898384	0.007643575	0.083936993	-2.640707112
SLAMF6	-2.603309622	2.603951676	-4.138157149	0.007649423	0.083936993	-2.641556965
GIMAP2	-1.2527952	5.226967053	-4.130749969	0.00770815	0.084270651	-2.650054232
DRP2	-1.209624066	5.821773185	-4.126006049	0.00774603	0.084583693	-2.655500757
CNN1	-1.825555306	6.202465529	-4.12095816	0.007786572	0.084832166	-2.661300092
RIMBP2	-1.329982112	2.721632723	-4.116349877	0.007823793	0.085011303	-2.666597823
MIR4489	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
ST6GALNAC4P1	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
SLC25A5P1	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
CLDN7	-1.578585494	4.366681889	-4.097479117	0.007978343	0.085866067	-2.688326132
NECTIN1-DT	-1.330043252	3.648783198	-4.092620194	0.008018697	0.085987133	-2.693929753
ST8SIA4	-1.17759701	6.173291149	-4.077651621	0.008144484	0.086835544	-2.711215444
PARD3B	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725
CRYBA4	-1.900366714	3.521598529	-4.074307403	0.008172892	0.087028458	-2.715082085
TLL2	-1.421289686	3.207929208	-4.072736788	0.008186273	0.087075509	-2.716898653
FMNL1-DT	-2.954542519	4.142055739	-4.07143048	0.008197421	0.087154375	-2.718409816
P2RY2	-2.608142812	1.832392239	-4.05590887	0.008331216	0.088200962	-2.736385752
SFTPD-AS1	-1.598427363	2.768177213	-4.042599144	0.008447925	0.089161347	-2.751829774
DPEP3	-1.497284365	1.081975516	-4.033216613	0.008531315	0.089605769	-2.762733341
CORIN	-1.955416204	1.506028935	-4.016727758	0.008680142	0.090361071	-2.781928309
PINLYP	-1.368733135	4.464316568	-4.00344427	0.008802187	0.091044404	-2.797422487
PYGO1	-1.784545652	3.413020301	-3.996034806	0.008871109	0.091447071	-2.806076939
MYO5B	-1.1949875	4.451574558	-3.983870331	0.008985596	0.092108234	-2.820303814
RNF175	-2.500833447	2.886046922	-3.981224019	0.009010724	0.092193614	-2.823401825
PRUNE2	-1.64804588	3.693133044	-3.970250022	0.009115781	0.092858271	-2.836260548
ABCB4	-1.290677279	4.888120545	-3.962682885	0.009189034	0.093115976	-2.845138166
SAMD5	-1.01963123	5.19705185	-3.952302639	0.009290609	0.093867304	-2.857330493
FAM138E	-2.330789409	3.782644385	-3.94799191	0.009333165	0.094101173	-2.862398648
GPR85	-3.372362157	2.621966052	-3.947153967	0.009341463	0.094101173	-2.863384158
PDE6A	-1.497417627	4.343587095	-3.946775666	0.009345212	0.094101173	-2.863829115
TATDN2P3	-2.076272897	1.566457282	-3.946445018	0.00934849	0.094101173	-2.864218042
LRRC71	-1.57922892	3.940018164	-3.942013052	0.009392556	0.094410672	-2.869432798
CYP4F26P	-1.049342177	6.912190594	-3.935205237	0.009460705	0.094817821	-2.877448956
ANO7L1	-1.442437733	4.736130742	-3.929579998	0.009517439	0.095140681	-2.884078051
PALM	-3.519655764	3.802922221	-3.928860216	0.009524726	0.095146707	-2.884926635
FAM114A1	-1.294824747	5.481772491	-3.916260287	0.009653322	0.095659223	-2.899794262
LINC02910	-1.242915029	4.164576388	-3.91204061	0.009696828	0.09592309	-2.904778874
IL1B	-1.014716923	3.532072283	-3.907245062	0.009746541	0.096190002	-2.910447093
GPRACR	-1.674286986	2.667761192	-3.903084559	0.009789906	0.09640724	-2.915367586
COL9A3	-3.070165803	3.332522043	-3.900327488	0.009818763	0.096477086	-2.918629758
GAR1-DT	-2.043094339	2.021547169	-3.89990941	0.009823147	0.096477086	-2.919124533
SEMA6B	-1.666666667	3.159093308	-3.889927114	0.009928491	0.097094696	-2.930946085
SLC16A6P1	-1.711506555	3.556849214	-3.883460149	0.009997421	0.097352456	-2.938612822
GUCY2F	-1.692667504	3.367081227	-3.874805665	0.010090517	0.097736456	-2.948883021
ASB9	-1.910657703	3.656424788	-3.874617204	0.010092555	0.097736456	-2.949106796
FBXO27	-1.590276349	2.430768373	-3.868594592	0.010157935	0.098114715	-2.956260778
DNAJC12	-1.581227323	4.248235348	-3.867602993	0.010168746	0.098175084	-2.95743919
HMGB1P21	-1.01963123	2.094778116	-3.854442274	0.010313467	0.099059104	-2.973093704
ATP6V1G1P3	-2.553926033	1.61029635	-3.846703818	0.010399652	0.099470881	-2.982310982
LINC02542	-1.793607261	1.425124464	-3.845081482	0.010417823	0.099470881	-2.984244519
LINC02696	-1.793607261	1.425124464	-3.845081482	0.010417823	0.099470881	-2.984244519
LTB	-1.001250712	2.695612856	-3.836000568	0.010520204	0.099890971	-2.995074849
NBL1	-1.665831048	3.770842588	-3.820097277	0.010702257	0.100922581	-3.014072493
MIR3681HG	-1.074130807	4.275171777	-3.819766355	0.010706083	0.100922581	-3.014468218
PLPP4	-1.167279062	3.885936396	-3.818308983	0.010722951	0.100936898	-3.016211177
LINC02128	-1.547952063	2.358938532	-3.797673466	0.010965047	0.101928131	-3.040925544
LENG9	-1.727972758	4.294760257	-3.78506224	0.011116044	0.102567371	-3.05606177
MIR9-3HG	-1.260453238	2.353534953	-3.778634848	0.011193905	0.102738456	-3.063785445
HAVCR2	-1.304834955	5.242913967	-3.769913101	0.011300547	0.103366104	-3.074276347
SEPTIN2P1	-1.746488645	2.458206823	-3.765262668	0.011357878	0.103579772	-3.079874866
RPL4P3	-2.204903281	1.769118307	-3.76402316	0.011373214	0.103621823	-3.081367633
EPS8L3	-1.055316737	4.206382906	-3.757694181	0.011451888	0.104125663	-3.088993434
TRBV30	-2.22802903	3.811600229	-3.755721877	0.01147653	0.104211605	-3.091371124
TECTA	-1.103850908	5.03471694	-3.746036211	0.01159842	0.104901856	-3.10305622
TSKU-AS1	-1.307967493	4.129754694	-3.743171466	0.011634751	0.105091901	-3.106515094
SDHDP6	-1.659093308	2.465176852	-3.740962316	0.011662855	0.105138113	-3.109183264
RPS10P5	-1.184180341	2.756041203	-3.734115172	0.011750453	0.105526619	-3.117457864
LDB2	-1.62208287	1.672695602	-3.732790838	0.011767481	0.105526619	-3.119059116
LINC01637	-1.664407156	2.80116711	-3.717683861	0.011963712	0.106555086	-3.13734393
RAD9B	-1.117878985	3.853662999	-3.70782332	0.012093787	0.107236352	-3.149297493
CPEB1-AS1	-1.994503959	3.452692718	-3.702036397	0.012170869	0.107439141	-3.15631967
MMP15	-3.133336567	3.484964117	-3.689044195	0.012345953	0.108341955	-3.172103731
MYRFL	-1.2366941	4.261433186	-3.687177917	0.012371336	0.108464564	-3.17437316
ENTHD1	-2.566813239	2.057382651	-3.68575539	0.012390723	0.108497623	-3.176103337
WDR11-AS1	-1.181440172	2.11904092	-3.67640821	0.012518968	0.109196757	-3.18747968
CD4	-1.81114547	3.615333741	-3.673084865	0.012564925	0.109470492	-3.191527685
GAS6-AS1	-1.110096753	6.421521351	-3.669305658	0.012617418	0.109572804	-3.196132994
ZNF532	-1.121546483	5.098856484	-3.669045814	0.012621036	0.109572804	-3.196449717
PTP4A1P4	-1.440642698	0.720321349	-3.66345012	0.01269924	0.109999947	-3.203272784
RN7SL382P	-1.440642698	0.720321349	-3.66345012	0.01269924	0.109999947	-3.203272784
FTCD	-1.171744804	5.170834903	-3.650851884	0.012877317	0.110599828	-3.218651737
NYNRIN	-1.402718326	5.029973142	-3.64569714	0.01295099	0.111024091	-3.224951184
ZNF608	-1.043099237	6.062786304	-3.644398616	0.012969624	0.111079726	-3.226538703
GS1-24F4.2	-1.649095061	2.742843365	-3.642668686	0.012994495	0.111101071	-3.228654038
CACNA1I	-1.343249114	4.63301473	-3.638175606	0.013059344	0.111292379	-3.234150228
LINC02801	-1.848106839	1.452374253	-3.63571156	0.013095063	0.111492899	-3.237165685
DUXB	-2.976067034	2.952139325	-3.61319964	0.013426541	0.113295725	-3.264757856
ZFY-AS1	-1.699811828	2.818869446	-3.612225448	0.013441097	0.11338369	-3.265953619
CXCR3	-1.50926726	3.536065599	-3.609132729	0.013487427	0.1137046	-3.269750696
CES3	-2.01963123	1.871469782	-3.608205897	0.013501346	0.113731779	-3.270888893
P2RX5	-1.986452672	3.439843004	-3.607061602	0.013518553	0.113788271	-3.272294323
PCOLCE2	-1.185431053	2.649357193	-3.605105661	0.013548023	0.11390052	-3.274697078
ZFYVE28	-1.830617699	3.596773556	-3.59976147	0.013628912	0.114195718	-3.281265028
LINC02795	-1.672640636	2.276963016	-3.590782852	0.013766039	0.114853718	-3.292309316
CALML3-AS1	-1.482645327	3.507725336	-3.585593685	0.013845999	0.115205598	-3.298697852
IFIT1	-1.416188484	5.836984528	-3.570117398	0.014087595	0.11632119	-3.317775146
IL5RA	-1.861654167	0.930827083	-3.569946505	0.01409029	0.11632119	-3.317986002
MTATP6P26	-1.659093308	1.162879987	-3.568794899	0.01410846	0.116401155	-3.319407026
LINC01344	-1.424635527	3.371411071	-3.560367505	0.014242233	0.117082416	-3.329812042
PDK2	-1.017707284	4.846453343	-3.535161933	0.014650927	0.11908652	-3.360995757
HOXB9	-1.156116528	5.913646384	-3.53305489	0.014685685	0.119298363	-3.363606825
CYP4F3	-1.372556255	4.649572851	-3.530877054	0.014721707	0.119486801	-3.366306312
ARSG	-1.036762998	5.392093537	-3.527781896	0.014773074	0.119689377	-3.370144056
MIR1244-3	-1.389975	1.361654167	-3.525491595	0.014811213	0.119786176	-3.37298476
CNR2	-2.111300246	2.357946988	-3.518704487	0.014924886	0.120280118	-3.381407507
RAB28P5	-1.81981054	1.576571936	-3.512276044	0.015033457	0.12089725	-3.389391449
MOCOS	-1.154154467	3.990674344	-3.510190678	0.015068867	0.121049411	-3.391982728
TMEM144	-1.382742729	5.279661895	-3.498436049	0.015270227	0.121922322	-3.406601072
RBMS2P1	-1.830617699	1.971950517	-3.479519532	0.015600646	0.123219242	-3.430168899
TMPRSS5	-1.023728365	4.329792534	-3.474949986	0.015681662	0.123548804	-3.435869926
FCER2	-2.514773505	2.559683618	-3.469591965	0.015777259	0.12396774	-3.442558568
HLA-W	-1.268725577	3.451433159	-3.462201047	0.015910202	0.124656528	-3.451791868
LINC02012	-1.810986469	3.069444267	-3.457554775	0.015994419	0.125079182	-3.457600439
PPIL6	-1.389975	2.663951032	-3.454981029	0.016041285	0.125161316	-3.460819384
LILRA2	-2.451930516	1.999941289	-3.452181644	0.016092435	0.12528921	-3.464321631
PNMA6A	-2.730928653	2.91341639	-3.448914176	0.016152369	0.125634115	-3.468410934
LINC00173	-1.150010974	2.951433159	-3.447047225	0.016186726	0.125758764	-3.47074816
MICE	-1.483737037	3.465176852	-3.436379231	0.016384626	0.126722246	-3.484113106
LDHD	-1.487885401	4.966756643	-3.430606791	0.01649284	0.127092718	-3.491351766
EDARADD	-1.500505192	4.846156723	-3.425396126	0.01659121	0.127433425	-3.497890113
CHAD	-1.095507586	3.757539333	-3.423540322	0.016626404	0.127514015	-3.500219729
CRB1	-2.319786005	2.549868003	-3.418257517	0.016727046	0.127822611	-3.506854034
GPR1-AS	-1.459070177	4.031831954	-3.417828835	0.016735243	0.127848499	-3.507392563
PTGES	-1.238081839	2.921337785	-3.41406962	0.016807315	0.128220611	-3.512116191
NRXN3	-1.9419902	3.709101474	-3.411246921	0.016861661	0.128599454	-3.515664387
RN7SKP281	-1.00697528	3.787403987	-3.403564102	0.017010578	0.129373335	-3.525327685
C3orf80	-1.274000566	2.629426924	-3.39649802	0.017148842	0.129779754	-3.534222774
TNFRSF18	-2.099736006	1.71653467	-3.384914304	0.017378235	0.13072263	-3.548820383
XKR5	-1.074130807	2.455361238	-3.375971878	0.017557672	0.13142955	-3.560102638
LMOD1	-1.086191586	4.20433119	-3.372678053	0.017624287	0.131618212	-3.564261191
SLC31A2	-1.464105808	1.39871957	-3.371912292	0.017639815	0.131679585	-3.565228209
LINC01814	-1.258028415	4.957628187	-3.370492572	0.017668643	0.131734859	-3.56702128
EGFL6	-1.709761006	1.91152217	-3.338356516	0.01833549	0.134638526	-3.607685035
TBKBP1	-1.281293599	4.320743373	-3.335928834	0.018386998	0.134836345	-3.610762877
NRG4	-1.578988531	1.317815099	-3.320512174	0.018717891	0.136351908	-3.63032767
FFAR3	-1.578988531	1.317815099	-3.320512174	0.018717891	0.136351908	-3.63032767
PGAM1P8	-1.193579305	4.207752991	-3.31996566	0.018729742	0.136368392	-3.631021847
CPHL1P	-1.40960623	2.428111449	-3.319491492	0.018740032	0.136368392	-3.631624164
ANO1	-2.541868162	2.980695087	-3.311499387	0.018914413	0.137092026	-3.641780974
GPR132	-1.686297896	2.428111449	-3.309256046	0.018963686	0.137151953	-3.644633544
ANGPTL6	-1.163951032	3.217605715	-3.309161629	0.018965763	0.137151953	-3.644753617
GNA15-DT	-1.362130308	4.224184027	-3.304962276	0.019058396	0.137479272	-3.650095343
FAM110B	-1.291177333	3.355349672	-3.302367715	0.019115881	0.137616818	-3.653396947
SLC26A8	-1.716130613	2.493695505	-3.301407322	0.019137208	0.137625601	-3.654619295
DND1P1	-1.515631487	3.657962316	-3.270868265	0.019829438	0.139993627	-3.69355491
COBLP1	-2.516145542	2.365382136	-3.265015214	0.019965274	0.140227049	-3.701031948
SNORA77	-2.181440172	1.61904092	-3.262249168	0.020029828	0.140437306	-3.7045671
LRMDA	-2.430773878	1.882053605	-3.26215233	0.020032093	0.140437306	-3.704690883
ROBO2	-1.116133435	2.143029218	-3.2588501	0.020109475	0.140627959	-3.708912726
C7orf31	-1.187595475	4.954403164	-3.251038024	0.020293869	0.141377015	-3.718906276
LINC01775	-1.964130342	2.284362036	-3.249404785	0.020332657	0.141523628	-3.720996641
RPL23AP87	-1.047157475	3.312352809	-3.246208833	0.020408798	0.141724828	-3.72508816
VN1R83P	-2.113283334	1.584962501	-3.243888204	0.020464284	0.14195157	-3.728059948
CYP4F60P	-1.968963532	1.651148433	-3.241549045	0.020520383	0.142125146	-3.731056207
SHC3	-2.54335013	2.735780873	-3.236693055	0.02063739	0.142611589	-3.737278685
RPS4XP2	-1.887259366	2.276963016	-3.227195797	0.020868384	0.143665162	-3.749457746
COL21A1	-1.879143307	2.329546654	-3.224632725	0.020931216	0.143917378	-3.752746662
SCRT2	-2.399890782	1.973921422	-3.223825303	0.020951053	0.143945382	-3.753782925
TXNDC2	-1.261049374	5.647537675	-3.220550769	0.021031718	0.144066743	-3.757986432
DNAI2	-1.464105808	3.229337269	-3.216784915	0.021124913	0.144359145	-3.762822432
FAM238B	-2.844443244	2.422221622	-3.215127014	0.021166088	0.144530036	-3.764952067
FCER1A	-1.992426641	1.524534154	-3.198976852	0.021571889	0.146306032	-3.785716835
IPO7P2	-1.333333333	1	-3.183350898	0.021972772	0.147928072	-3.805840761
CBX1P4	-1.635630199	1.874456766	-3.182577418	0.021992829	0.147952421	-3.806837731
TEAD3	-1.096253744	4.732189792	-3.173143219	0.022239119	0.149062937	-3.819004232
ENTPD3	-1.095134073	4.179172958	-3.168219345	0.022368878	0.14964027	-3.825358806
HSPE1P3	-2.20096147	1.874456766	-3.167573473	0.022385961	0.149709763	-3.826192581
LINC00937	-1.072044477	4.186450477	-3.166272128	0.022420425	0.149737801	-3.827872692
TSLP	-1.797439141	1.427040404	-3.166091648	0.02242521	0.149737801	-3.828105721
FAM86B1	-1.686297896	1.899790615	-3.164498905	0.022467481	0.149920311	-3.830162385
GAL3ST2	-1.943240912	1.971620456	-3.158530769	0.022626665	0.150374987	-3.837871829
NIPAL1	-1.256347844	3.717102769	-3.150335129	0.022847307	0.150981955	-3.848466283
PDE9A	-1.17370534	3.537435684	-3.149549978	0.02286857	0.150981955	-3.849481701
CHIC1	-1.367112639	5.89060169	-3.148969143	0.022884314	0.150981955	-3.850232936
FAM90A1	-1.686297896	1.704803115	-3.148812616	0.022888559	0.150981955	-3.85043539
TBL1YP1	-1.635630199	1.151148433	-3.14025791	0.023121886	0.151539805	-3.861505029
FMN2	-1.440642698	1.053654682	-3.140245291	0.023122232	0.151539805	-3.861521365
ROS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031
ITGB2-AS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031
IGLV2-18	-2.01479804	1.00739902	-3.114509927	0.023840234	0.15425604	-3.894879487
CACHD1	-1.247638287	3.704082921	-3.102566551	0.024181821	0.155221834	-3.910389263
NTN1	-1.45585692	3.563860007	-3.101085338	0.024224561	0.155417138	-3.912314043
ALDH1A2	-1.794087919	3.199340825	-3.096499173	0.024357426	0.155875829	-3.918275349
CADM3-AS1	-1.57329736	4.613242101	-3.09293398	0.024461271	0.156139039	-3.922911384
KCNN1	-1.498618342	3.139284172	-3.077518896	0.024915951	0.157720559	-3.942974936
DGAT2	-1.230857158	4.62265326	-3.072951896	0.02505245	0.15821963	-3.948924835
CCNA1	-1.635630199	1.346135933	-3.069416135	0.025158696	0.158671519	-3.953533017
AFTPH-DT	-1.371825739	2.516530568	-3.068037628	0.025200254	0.158860594	-3.955330055
CPNE9	-1.589184638	2.925364793	-3.065224497	0.025285297	0.158945183	-3.958998017
MIR4280HG	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219
ENPP2	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219
GGT1	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197
SLC26A11	-2.113283334	1.389975	-3.047881307	0.025816661	0.161044556	-3.981632879
B3GNT8	-1.133873814	4.421176716	-3.040678922	0.02604095	0.161526273	-3.99104366
NDUFB9P2	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
SLC2A5	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
MIR4682	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
ICAM3	-1.96561231	2.177793655	-3.033701655	0.026260284	0.162165308	-4.000166317
RBM47	-1.21461873	4.242939563	-3.031073465	0.026343431	0.162219869	-4.003604161
