ID	entrezID
MYCBPAP	84073
CDNF	441549
SNORD35A	26816
NPAT	4863
DUSP18	150290
PWWP2A	114825
C7orf50	84310
HNRPLL	NA
GPRIN1	114787
DAK	NA
SS18	6760
ECE2	9718
HERC2	8924
TBCD	6904
TOMM7	54543
NOL8	55035
UBA2	10054
PLD1	5337
AZIN1	51582
ZBTB46	140685
SKAP2	8935
RPL29	6159
PDCD6IP	10015
NR1I3	9970
AHCTF1	25909
NOL10	79954
CAND1	55832
UBE2J1	51465
BTBD18	643376
FBXO24	26261
CHMP2B	25978
PLCB3	5331
NOTCH2NL	NA
RPAP2	79871
MED30	90390
CDADC1	81602
THAP7	80764
POLK	51426
PDCD2	5134
UEVLD	55293
ACTR3C	653857
LOC100506025	NA
INTS4	92105
TAF1C	9013
ZNF200	7752
NAT14	57106
RNF113A	7737
GOLT1B	51026
FARS2	10667
NAPSA	9476
BRD9	65980
NDUFC1	4717
ZNF738	148203
MDH2	4191
SEC14L6	730005
GLTSCR2	NA
PGS1	9489
LOC100508120	NA
C12orf73	NA
LYRM4	57128
RARS2	57038
RAB8A	4218
SIRT5	23408
ZNF841	284371
KRIT1	889
MAPKAPK5	8550
RPS5	6193
MTPAP	55149
C2orf28	NA
PDHX	8050
ACPT	NA
ZNF594	84622
TREX2	11219
CLSTN3	9746
CCT5	22948
CCDC66	285331
PHC1	1911
ACTR5	79913
ZNF671	79891
BOLA1	51027
BYSL	705
GLT8D1	55830
CNEP1R1	255919
SLC33A1	9197
SNORD25	9303
C16orf55	NA
MAGOH	4116
TYW1	55253
RUSC1	23623
C16orf52	NA
PSMB3	5691
RAVER2	55225
GUSBP4	375513
TIMP4	7079
GRIN1	2902
SS18L1	26039
AQR	9716
HNRNPL	3191
SUGP2	10147
MIR210HG	100506211
LOC100131347	NA
PXMP4	11264
TMEM8B	51754
GPATCH2	55105
SNX6	58533
MAGT1	84061
PROCA1	147011
THAP7-AS1	439931
ZNF552	79818
FAM126A	NA
NDUFA8	4702
ABCB8	11194
MTMR12	54545
ERI2	112479
GRHPR	9380
TMEM80	283232
ZNF419	79744
MFN1	55669
PPP2R1B	5519
ABCA3	21
SEC14L4	284904
FRRS1	391059
PPP4R1L	55370
ETHE1	23474
YLPM1	56252
LOC113230	NA
ZNF2	7549
HNRNPA2B1	3181
PHLDB3	653583
HPS4	89781
LOC389705	389705
CEP55	55165
EIF3F	8665
RPS3	6188
SNORD31	9298
YTHDF1	54915
LOC728723	NA
IL11RA	3590
CYP2S1	29785
ACAD9	28976
C16orf62	NA
GTF3C3	9330
LRWD1	222229
SLC25A20	788
DENND4B	9909
VPS18	57617
C5orf44	NA
SNRNP200	23020
MCM10	55388
PCYT2	5833
ZNF277	11179
TSPAN13	27075
CCBL1	NA
CHAF1A	10036
SLFN12	55106
ADAMTSL2	9719
C2orf65	NA
ENTPD3-AS1	285266
SNORA68	26780
EDEM2	55741
LOC100506804	NA
RPS6KA4	8986
FBXL6	26233
TPP2	7174
MAST2	23139
EIF2AK4	440275
TNFRSF14	8764
SUZ12	23512
SLC7A4	6545
ATP9B	374868
ZNF70	7621
HEXB	3074
PXMP2	5827
SIPA1L1	26037
PLEKHG4	25894
TMCO1	54499
DET1	55070
SNORD27	9301
ATP6AP1L	92270
NAP1L1	4673
SNAPC5	10302
NBPF3	84224
MIER2	54531
RPL19P12	100129424
CCDC101	NA
PKP4	8502
FBXL2	25827
CHD7	55636
RNF141	50862
LOC100144603	NA
FAM206A	NA
TRA2A	29896
CCT4	10575
ST3GAL3	6487
VAMP4	8674
LOC100132077	100132077
ARL13A	392509
RAB3GAP2	25782
MAN2B2	23324
MRP63	NA
LOC440600	NA
ERI1	90459
NIF3L1	60491
QDPR	5860
SLC38A9	153129
GLRX2	51022
TIMM10	26519
NSMCE1	197370
RNH1	6050
TMED7	51014
TPI1P2	286016
FER1L4	80307
ATG7	10533
NGDN	25983
ZNF7	7553
PARD3	56288
POP5	51367
PGP	283871
POU5F1	5460
SPTBN2	6712
SNORD15B	114599
LOC100507547	100507547
RAPGEF1	2889
USP48	84196
LPAR5	57121
NAA16	79612
CALU	813
ERP29	10961
RPS13	6207
FAM195B	NA
LCMT1	51451
NSUN6	221078
SRP68	6730
TXLNA	200081
BAZ1B	9031
IDE	3416
BNIP1	662
DYNLT1	6993
SPATA13	221178
TRIM28	10155
MYZAP	100820829
ALS2CR8	NA
RPL32	6161
MIR600HG	81571
CDC40	51362
USP14	9097
PAM16	51025
SUMF1	285362
POLR2H	5437
SGK196	NA
MPDU1	9526
NISCH	11188
CCT8	10694
C14orf93	60686
CCT7	10574
CNPY2	10330
RPSAP9	653162
RPS27A	6233
SLMO2	NA
ATP1A1OS	NA
ZNF563	147837
KIAA0040	9674
MRPL48	51642
PDHA2	5161
SNORA72	26775
LOC387647	NA
ZC3H18	124245
ANXA1	301
NOL12	79159
SUFU	51684
MATR3	9782
MRPL47	57129
FCF1	51077
LINC00471	151477
RPL11	6135
VPS72	6944
CCDC75	NA
ERGIC2	51290
PRPF40A	55660
TIMM8A	1678
CCT6P3	643180
SLK	9748
RPS9	6203
ERCC4	2072
SUB1	10923
MDFIC	29969
PMS2P4	5382
COPS8	10920
RPL34	6164
RASA1	5921
C14orf166	NA
SLC25A27	9481
ZNF354A	6940
LOC728739	728739
PMF1	11243
ZNF473	25888
DDOST	1650
FCRLB	127943
HDC	3067
MIR4737	100616210
MRPL38	64978
CBX3	11335
C20orf29	NA
THOC7	80145
SLC25A5-AS1	100303728
KIFC2	90990
NDUFB4	4710
YIPF5	81555
HNRNPM	4670
SLC7A8	23428
PRPF19	27339
PES1	23481
CERS2	29956
DUSP3	1845
GOLGA6L9	440295
LOC100132707	NA
PSMB2	5690
STEAP3	55240
MIR939	100126351
ZNF397	84307
AASDH	132949
HABP4	22927
CINP	51550
BRP44L	NA
PHPT1	29085
RPS8	6202
LXN	56925
NUDT9	53343
LOC284023	NA
SLC31A1	1317
MRPL37	51253
PREB	10113
C8orf84	NA
C17orf85	NA
DBT	1629
ZNF853	54753
DDX54	79039
PCNP	57092
XRCC6	2547
CSRP2BP	NA
EGLN1	54583
JMJD5	NA
MUS81	80198
CAST	831
GLI4	2738
ST7L	54879
PSME3	10197
SOCS2	8835
RPTOR	57521
SSR3	6747
AKIP1	56672
TFCP2	7024
EHBP1	23301
FKBPL	63943
OSGEP	55644
FIP1L1	81608
TTN	7273
TMEM129	92305
COPS6	10980
C14orf102	NA
PTDSS2	81490
C10orf32	NA
NPHP3-ACAD11	100532724
SERPINB1	1992
TXN2	25828
TUBB6	84617
COG5	10466
N6AMT1	29104
YWHAQ	10971
LTN1	26046
WRB	NA
ZNF774	342132
PPP1R7	5510
VDAC3	7419
RPL27A	6157
KIAA1468	NA
KANK3	256949
PIK3R4	30849
EEF1G	1937
ABHD12	26090
LOC643770	NA
RPL7A	6130
VASH1	22846
MIR4722	100616167
CCDC85B	11007
CDC42SE2	56990
C3orf24	NA
PPP2R1A	5518
C17orf57	NA
UQCRFS1	7386
MAP3K4	4216
SPAG7	9552
ZRSR2	8233
ATP6V1E2	90423
CPSF7	79869
REEP5	7905
ABCA4	24
PPIL2	23759
OPA3	80207
HECW1	23072
FOXP3	50943
SENP7	57337
EFHA1	NA
SNRNP25	79622
TMEM181	57583
PLA2G15	23659
PARD6A	50855
FHOD1	29109
WDR18	57418
CCDC56	NA
DDRGK1	65992
CA3	761
ZC3H8	84524
PTPN21	11099
EFR3A	23167
NEMF	9147
CCT3	7203
ZNF236	7776
SENP3	26168
MPHOSPH8	54737
RSG1	NA
CLASP2	23122
DOPEY1	NA
LOC100499405	NA
TMEM50B	757
WDR5B	54554
LLGL1	3996
SLC39A1	27173
PRMT5	10419
RP9	6100
BCLAF1	9774
ZNF417	147687
SNX5	27131
ATP6V0A2	23545
MAN2C1	4123
RPL19	6143
C9orf86	NA
RBM25	58517
CHST1	8534
PPAP2B	NA
CSMD1	64478
TM9SF2	9375
RPS29	6235
IKBKB	3551
CLCC1	23155
CD1D	912
IL17RC	84818
LOC100129961	NA
HDAC11	79885
C10orf125	NA
MFAP1	4236
TTC31	64427
PRKACA	5566
CANX	821
SNORD45A	26805
OPA1	4976
TSR2	90121
C7orf70	NA
NUDC	10726
PPM1G	5496
DMTF1	9988
SDHC	6391
GADD45B	4616
GTF3C1	2975
VPS25	84313
TEF	7008
ATP5H	NA
TTI2	80185
ZNF606	80095
HMGA1	3159
CHUK	1147
TMEM2	NA
ZNF267	10308
SRRT	51593
TOB2P1	222699
SREK1	140890
P2RY2	5029
ZNF517	340385
ERBB2	2064
PIN1P1	5301
ACO1	48
DDX39A	10212
XIST	7503
DPM1	8813
PSMC5	5705
RWDD1	51389
SYNE1	23345
ARMC7	79637
CNTROB	116840
SIM2	6493
RPN2	6185
COMTD1	118881
CHCHD3	54927
RAB13	5872
SNORD28	9300
LOC100133445	NA
MAPKAP1	79109
TMEM214	54867
FITM2	128486
DYM	54808
LOC100499177	NA
COQ5	84274
PAPD7	NA
CD52	1043
SETD3	84193
COQ7	10229
PRELID1	27166
LOC400027	NA
TTLL5	23093
EIF3G	8666
C19orf70	NA
PRRC2C	23215
LOC100505894	NA
PGLYRP4	57115
MFF	56947
PSMA2	5683
ANGPTL6	83854
RRP7A	27341
LOC100129534	100129534
KANSL2	54934
SPECC1L	23384
MATL2963	NA
TPR	7175
MANBAL	63905
PMS2	5395
OGFRL1	79627
NINL	22981
RRP12	23223
FAM40B	NA
CTNNBL1	56259
MOSPD2	158747
CAMKMT	79823
C17orf48	NA
COPS7A	50813
SCAMP4	113178
SF3B2	10992
ZNF584	201514
TTC28-AS1	284900
PPHLN1	51535
NOL9	79707
UNC5A	90249
AKAP11	11215
IDH3B	3420
RPS6KA3	6197
RPL31	6160
SMU1	55234
FAM175B	NA
COBRA1	NA
RPUSD3	285367
ERICH1	157697
PRMT10	NA
LSS	4047
FAM96A	NA
C21orf2	NA
DOLPP1	57171
HRAS	3265
SHCBP1L	81626
PDGFD	80310
SMG9	56006
NKAPP1	158801
APTX	54840
RIPK1	8737
UTP14C	9724
S100A2	6273
HPS3	84343
LRRC59	55379
LYRM5	NA
DDX43	55510
LIN7C	55327
GIT2	9815
USP31	57478
C16orf54	283897
RNPC3	55599
MIR33B	693120
PTCD1	26024
CLK2	1196
CDKN2AIPNL	91368
INCA1	388324
MAPRE1	22919
MAGI2-AS3	100505881
ALG14	199857
CHSY1	22856
RNF20	56254
SDHAF1	644096
TRUB2	26995
SEC23B	10483
MRPS7	51081
ATL3	25923
PARP11	57097
LEPRE1	NA
LMBRD2	92255
ZFYVE19	84936
RPL13	6137
FBXO22-AS1	NA
UQCRC2	7385
MIF4GD	57409
GPR45	11250
BCAS2	10286
LOC100379224	NA
TRAPPC12	51112
VPS13C	54832
ANGPT2	285
SNORD17	692086
NDUFS7	374291
ZBTB39	9880
TIMMDC1	51300
C21orf49	NA
LOC100270746	NA
NIPAL1	152519
IKZF1	10320
EFCAB10	100130771
ELAVL1	1994
ZCRB1	85437
RPLP1	6176
TMOD3	29766
PFDN1	5201
RBM6	10180
LOC100507424	NA
NLK	51701
ROR2	4920
SEPT7	NA
ZDHHC12	84885
RNF220	55182
TTC7A	57217
ZNF793	390927
SHMT2	6472
C1orf53	388722
BTF3L4	91408
GNG13	51764
LOC100287765	NA
RBM14	10432
NETO2	81831
PPP2R5C	5527
C12orf65	NA
TM9SF1	10548
EIF4H	7458
LRRC4	64101
LRRC48	NA
NDUFS8	4728
PRKRIR	NA
PTPRA	5786
KIAA1715	NA
WDFY1	57590
VPS16	64601
EID2B	126272
DDX21	9188
TERF1	7013
CREBZF	58487
TTC7B	145567
PRPF31	26121
IER3	8870
TTLL12	23170
C5orf63	401207
GOSR1	9527
RPL13AP6	644511
SLC44A1	23446
ATP8B3	148229
TAF4	6874
SNORD36B	26814
PMS2P3	5387
MTA2	9219
SFT2D2	375035
TUBA1A	7846
CCZ1	51622
UNK	85451
DAP3	7818
RHOQ	23433
WDPCP	51057
MRPS18A	55168
POLR2K	5440
CCNH	902
SETDB1	9869
BMP8A	353500
B3GAT3	26229
ZNF215	7762
ZC3H6	376940
MRPL2	51069
UBE3C	9690
RNF38	152006
ZNF266	10781
DAAM1	23002
SNORA9	677798
MAP3K14	9020
ZNF621	285268
DKFZP686I15217	NA
SMC1B	27127
LATS1	9113
MRPS14	63931
IMMP1L	196294
LARP7	51574
PLCG1	5335
GNN	NA
COMMD9	29099
POLR2M	81488
IFITM10	402778
AATF	26574
DCTN5	84516
SOCS4	122809
C12orf52	NA
NBEAL2	23218
PSMD12	5718
THAP6	152815
ATP1A1	476
RAB11FIP2	22841
LARP1B	55132
ERCC1	2067
GTF3C2	2976
ACAA1	30
TMEM60	85025
BTN2A2	10385
PMS2P1	5379
SCUBE3	222663
KCNN4	3783
MAK	4117
SEPT2	NA
ATP6V1F	9296
ANKRD32	NA
DDX41	51428
C2orf16	84226
ZNF821	55565
ZNF76	7629
RNF4	6047
ACTN4	81
SIRT4	23409
BMI1	648
PIDD	NA
SFT2D1	113402
SCPEP1	59342
CYBASC3	NA
CCDC151	NA
ATOX1	475
LAGE3	8270
WBSCR22	NA
RBM41	55285
C9orf11	NA
MED8	112950
ROCK1	6093
SNORA67	26781
LOC100616668	NA
METTL11A	NA
PTPN1	5770
MIS12	79003
C19orf54	NA
ABCC5	10057
FBXO25	26260
BRE	NA
CLK2P	NA
MKKS	8195
PBLD	64081
PSMC6	5706
CDK5RAP3	80279
PIGV	55650
BAHD1	22893
MAP3K6	9064
SGK494	NA
ZNF544	27300
NUBP1	4682
ARMC6	93436
SHKBP1	92799
JPH1	56704
RNF13	11342
RPL7	6129
RABL2A	11159
MIR4784	100616378
TXNL4B	54957
KIAA0196	NA
TIMM44	10469
RPL30	6156
FAM110D	79927
EFTUD1	NA
TBL3	10607
ZNF586	54807
HTR3C	170572
METTL19	NA
WEE1	7465
SMPD1	6609
C1orf123	NA
PNPO	55163
UBE2V2	7336
EEF1A1	1915
CCDC136	64753
ETV1	2115
LOC100133331	NA
CSAD	51380
SLC50A1	55974
DHX35	60625
MAMSTR	284358
STIM2	57620
SLC35A4	113829
POLR3GL	84265
C22orf28	NA
UBR1	197131
INTS12	57117
COX4I1	1327
DDT	1652
CALML4	91860
RGS19	10287
SPPL2B	56928
COX7C	1350
AKAP3	10566
RECK	8434
ZNF689	115509
PLCD4	84812
MAP2K1	5604
ADAM19	8728
SARNP	84324
MRPL44	65080
TARDBP	23435
CLPP	8192
SLFNL1	200172
RAC2	5880
JMJD4	65094
FARSA	2193
MTERFD2	NA
RG9MTD2	NA
C11orf51	NA
TIMM22	29928
PTH2R	5746
LARP4	113251
DNM1P46	196968
CCAR1	55749
FCGR3A	2214
SLC39A9	55334
C2orf47	NA
COL18A1	80781
TRABD	80305
TRIM66	9866
ORC4	5000
C16orf79	NA
BCL2L15	440603
CUL5	8065
RPL18A	6142
LOC254128	NA
ENY2	56943
BCL2L2	599
GGNBP2	79893
EXOC3L1	283849
RBM26-AS1	100505538
PRDM2	7799
FAM82A1	NA
COPS4	51138
SLC37A2	219855
CASC4	NA
C16orf70	NA
HCFC1R1	54985
FUBP3	8939
C17orf79	NA
POLR3A	11128
ZNF593	51042
ZNF37A	7587
ANKLE2	23141
SLC30A7	148867
AMMECR1	9949
IL17RA	23765
C11orf73	NA
SNORD50B	692088
NDUFB8	4714
STAG3L4	64940
MUDENG	NA
IQCE	23288
USP25	29761
TSPO	706
ALG11	440138
TNIK	23043
MED31	51003
GLIPR2	152007
MRPL10	124995
ECI1	1632
PIN1	5300
PPIL4	85313
ZNF500	26048
PTK2	5747
ITGA7	3679
MIR631	693216
TMEM17	200728
WSB1	26118
LOC440300	440300
SNORD24	26820
ITSN2	50618
EXT1	2131
CD276	80381
EIF5B	9669
HNRNPUL2	221092
MYEOV2	NA
KCNJ12	3768
SELO	NA
FAM127A	NA
TAF5	6877
DUSP22	56940
PPM1K	152926
LOC96610	NA
NAT1	9
MYO9B	4650
PDE6G	5148
SC5DL	NA
KBTBD4	55709
ZNF585B	92285
B4GALT4	8702
ZNF100	163227
GUSBP9	118126072
LRIG2	9860
C16orf80	NA
ULK3	25989
GPN2	54707
RPP21	79897
HDAC3	8841
USF2	7392
MSL1	339287
PRKACG	5568
BRMS1L	84312
OBFC2B	NA
EIF3D	8664
PDE7A	5150
FKBP15	23307
SNORD68	606500
RP2	6102
SIGLEC6	946
TBCCD1	55171
LYRM2	57226
FGD1	2245
TRIM56	81844
LINC00476	NA
TXNRD2	10587
RNF34	80196
PUS3	83480
NEK9	91754
GNG7	2788
TM4SF19-TCTEX1D2	NA
AP1M1	8907
CMIP	80790
CEP63	80254
IWS1	55677
KCNQ4	9132
SEC22C	9117
LOC729013	NA
SGSM3	27352
SNORA48	652965
BRD1	23774
C1QTNF6	114904
JRK	8629
M6PR	4074
SEMA6A	57556
SLC11A2	4891
ZNF490	57474
SFN	2810
PSMC1	5700
ZNRD1-AS1	NA
POLR2F	5435
THOC5	8563
NDUFB7	4713
CXXC5	51523
LOC100505666	NA
CHCHD7	79145
XPNPEP1	7511
AAAS	8086
TRAPPC9	83696
RPS14	6208
CYTH1	9267
ROMO1	140823
EBAG9	9166
ATP11B	23200
ATP13A1	57130
RADIL	55698
MAPK8	5599
CHTF8	54921
ZNF414	84330
MRPL21	219927
MIR573	693158
NEK10	152110
NDFIP1	80762
MTHFSD	64779
FLJ45974	NA
HSPA8	3312
MRPL43	84545
FOXK1	221937
SPN	6693
OCEL1	79629
LRRC23	10233
COQ2	27235
SH2B1	25970
CENPV	201161
XRCC1	7515
IKZF4	64375
CIDEB	27141
LOC400236	NA
NAA11	84779
SIRT6	51548
SNORA77	677843
HDGFRP2	NA
TBC1D14	57533
DDO	8528
GLYCTK	132158
LOC100287314	NA
MRPS21	54460
ZNF582	147948
MIR589	693174
DYNC1LI1	51143
GLTPD2	388323
NPC2	10577
ZNF438	220929
ZNF434	NA
IL15RA	3601
SPATA9	83890
TCF12	6938
MAGIX	79917
CAMK1	8536
LOC643650	NA
SNORD93	692210
NDUFB11	54539
GLTP	51228
TIMM8B	26521
TMEM131	23505
AIMP2	7965
ISY1	57461
SDF2L1	23753
EIF2AK3	9451
RPL28	6158
SUMO3	6612
PARK7	11315
EPHX1	2052
KATNA1	11104
PPP1R8	5511
TMOD4	29765
PSMD5	5711
NBPF24	NA
PPP1R37	284352
VPS29	51699
VAPB	9217
C19orf29-AS1	NA
TRPT1	83707
SPCS1	28972
NF1	4763
TCF7L2	6934
LOC349160	349160
GPAA1	8733
POM121	9883
SPAG8	26206
PDIA3	2923
PANK4	55229
C16orf7	NA
NEIL1	79661
RSL24D1	51187
BMPR2	659
APBB3	10307
C16orf93	NA
TTC39B	158219
RABGGTB	5876
RNF121	55298
ZNF701	55762
EIF3I	8668
ITGB1	3688
RPL8	6132
WDR33	55339
ATP2C1	27032
P2RX6	9127
NFKBIL1	4795
SNRPD2	6633
RPS24	6229
ZNF81	347344
EYA3	2140
CCDC132	NA
EIF3IP1	442720
EHMT1	79813
MUT	NA
DNAL4	10126
AGBL2	79841
PROK2	60675
GNAL	2774
PCOLCE	5118
ZDHHC11	79844
SOBP	55084
UNC119B	84747
ZNF585A	199704
CBFA2T3	863
MZT2B	80097
RBM10	8241
NELF	NA
RNF25	64320
ING3	54556
GTF3A	2971
VN1R1	57191
PABPN1	8106
ZNF578	147660
ZC3H7A	29066
ZNF623	9831
LOC100288615	NA
CDKN2AIP	55602
LOC100132273	NA
SF3A2	8175
DYNC1I2	1781
SRSF5	6430
MAGI2	9863
GTF2F1	2962
PIGT	51604
TOR1AIP1	26092
NSMCE2	286053
VSX2	338917
C2orf76	130355
KRTCAP2	200185
ZNF317	57693
YIF1B	90522
MTOR	2475
ECD	11319
EIF4A3	9775
PHRF1	57661
PNISR	25957
RPL13AP3	645683
NIPA2	81614
MED9	55090
TTL	150465
RAP1B	5908
TM9SF3	56889
STARD13	90627
TLN1	7094
DNAJC30	84277
DGUOK	1716
RPS25	6230
TPM2	7169
C11orf63	NA
GOLGA8B	440270
RPS6KB1	6198
OIP5-AS1	729082
ZSCAN21	7589
SPTBN1	6711
MORN4	118812
RING1	6015
TCAM1P	146771
TLK1	9874
EIF3B	8662
SNORD124	101340251
GOLGA1	2800
TPI1	7167
ERV3-1	2086
WBP11P1	441818
KIAA1967	NA
LMAN2	10960
MGC72080	NA
INTS9	55756
SNORA3	NA
PDIA3P	NA
FLJ14186	NA
RHBDD3	25807
TGFBR1	7046
DHRS11	79154
MYLK-AS1	100506826
SLC27A4	10999
SEPSECS	51091
KIF7	374654
AFG3L1P	172
PKIB	5570
TRAPPC2	6399
RPN1	6184
STARD4	134429
AGBL3	340351
CYB5D1	124637
PRICKLE4	29964
ZNF182	7569
DDX42	11325
GAS2L1	10634
CDC16	8881
PPAPDC3	NA
FUT3	2525
SEC24A	10802
C20orf4	NA
PRODH	5625
C15orf24	NA
C6orf48	NA
CNOT1	23019
MRPL22	29093
PFKM	5213
RPS15	6209
NDUFA7	4701
ZNF77	58492
C8orf77	NA
LOC100128098	NA
P4HB	5034
MRPS5	64969
PHAX	51808
SLC4A2	6522
WBP11	51729
WDR83	84292
LEMD3	23592
ELOVL1	64834
PRKAG1	5571
AP4E1	23431
THAP1	55145
VPS8	23355
SENP6	26054
DNAJC3	5611
SPCS2	9789
SLC2A6	11182
ZNF214	7761
MEIS2	4212
NDUFS1	4719
TMEM74B	55321
GIMAP1	170575
SEC24B	10427
CCNT2	905
HMGXB3	22993
WRAP73	49856
C9orf91	NA
F8A1	8263
FLOT1	10211
LOC100329109	NA
TAF2	6873
BRP44	NA
HSD17B10	3028
C6orf130	NA
SRSF11	9295
MRPS16	51021
HEATR5A	25938
RPL23AP7	118433
HARS2	23438
C20orf27	NA
ZNF3	7551
STON1	11037
SNORD119	100113378
POLR2C	5432
ITFG1	81533
STK11IP	114790
ZNF557	79230
IGFLR1	79713
PPP2R4	NA
B3GNT2	10678
SMAD9	4093
CUTA	51596
TSC2	7249
LRIG3	121227
LOC100128568	NA
HSP90AA1	3320
UBAP2	55833
GNPDA1	10007
SASH1	23328
RLN1	6013
GCM1	8521
SNORD116-21	100033432
MBL2	4153
GRM4	2914
C11orf96	387763
NME1-NME2	654364
CYP27B1	1594
SPATA24	202051
EPM2A	7957
RARA	5914
ANKRD42	338699
KLHL3	26249
LOC441461	NA
NAALAD2	10003
ADAMTS10	81794
WDR74	54663
POLR3E	55718
SNORA66	26782
HSD3B7	80270
SNORD45C	692085
ZNF878	729747
ALCAM	214
EMP1	2012
TOMM20L	387990
FAM212A	NA
GNG8	94235
TNFSF13B	10673
SUGT1P3	283507
CRIP1	1396
LOX	4015
KRT36	8689
MIR1909	100302210
SNORD21	6083
SNORD36C	26813
CDKN1C	1028
SNORD37	26812
RCSD1	92241
CCDC38	120935
IL1RN	3557
SNORD12C	26765
LOC284009	284009
GAL3ST1	9514
ACOT11	26027
PLCXD2	257068
KIAA0825	285600
TIMM13	26517
IL5RA	3568
HRH2	3274
LPCAT2	54947
ST6GALNAC2	10610
FAIM2	23017
SNORD42A	26809
LOC100134368	100134368
PLIN5	440503
SQRDL	NA
S100B	6285
C1orf186	NA
ATP8B4	79895
CDK4	1019
LOC387723	NA
SNORD20	6082
LINC00260	84719
SNORD51	26798
FAM116B	NA
FLJ37035	NA
CLDN20	49861
TCF15	6939
STAP2	55620
ZNF433	163059
SNAP23	8773
C11orf21	29125
