ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
HEATR5A-DT	1.15766469	3.529415359	4.385616906	0.005952131	0.074107278	-2.362539914	101927124
C11orf65	1.087697352	4.747523609	4.38083546	0.005980553	0.074359924	-2.367842089	160140
DAP3P1	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	359804
RNU6-882P	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	106481457
MIR5091	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	100847023
CBY3	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	646019
SENCR	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	100507392
SEPTIN12	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178	124404
RNVU1-7	1.115821062	3.79599237	4.364409071	0.006079382	0.074873344	-2.386084011	26864
IGSF9	1.038181135	5.072942381	4.363999017	0.006081873	0.074873344	-2.386539913	57549
H2AC5P	1.869937313	4.644729662	4.358510009	0.006115329	0.075116682	-2.39264513	10341
DMKN	1.101813324	4.539982082	4.354733841	0.006138467	0.07519896	-2.396847895	93099
NPTX2	2.730411836	3.936621091	4.341165956	0.006222432	0.075556536	-2.411966553	4885
SETD9	1.077579687	5.354656463	4.338976021	0.006236108	0.075625186	-2.414409434	133383
KCNAB3	1.383792928	5.770306107	4.338889959	0.006236646	0.075625186	-2.41450545	9196
MUCL3	2.752462614	1.376231307	4.33764411	0.006244442	0.075686273	-2.415895544	135656
PRKCZ	1.547952063	2.547952063	4.324292771	0.006328691	0.07638739	-2.43080762	5590
SUSD5	1.133512643	2.643029218	4.320922136	0.006350165	0.07638739	-2.434576592	26032
FAM3C2P	1.076047197	7.54805782	4.319266313	0.006360744	0.07638739	-2.436428736	286460
CD72	1.203811571	2.765856817	4.291075822	0.00654399	0.077736891	-2.468026136	971
ERO1B	1.582570145	5.843404953	4.29065485	0.006546771	0.077736891	-2.468498908	56605
ACTBP4	2.043094339	1.021547169	4.289406135	0.006555031	0.077777033	-2.469901436	64
F13A1	1.014926208	4.866401636	4.287558503	0.006567274	0.077850432	-2.471977095	2162
TLNRD1	1.212497184	4.616011001	4.268733927	0.006693507	0.078628655	-2.493154808	59274
MYCT1	1.097593916	2.379414657	4.262291508	0.006737344	0.078907148	-2.500415065	80177
TBXT	2.163951032	1.081975516	4.250703473	0.00681702	0.079332418	-2.513490227	6862
DPP9-AS1	1.111300246	4.076397597	4.249080323	0.006828266	0.079429607	-2.515323331	100131094
ATP2C2	1.389975	1.028320834	4.243617006	0.006866274	0.079635432	-2.521496307	9914
EFR3B	1.037083031	5.190346533	4.231162856	0.006953824	0.080170769	-2.535585373	22979
H2AZ1-DT	1.094653415	4.860397335	4.229101717	0.006968436	0.080277437	-2.537919392	256880
MIR3153	1.175515271	3.051863443	4.214786007	0.007070895	0.080813178	-2.55414847	100422936
SSTR3	2.163951032	1.61029635	4.210573818	0.007101369	0.080877838	-2.558929657	6753
ZCCHC12	3.693552554	3.728061674	4.207171186	0.007126095	0.081054485	-2.562793926	170261
COL10A1	1.968963532	1.846135933	4.205981599	0.007134763	0.081098467	-2.564145326	1300
HSPA8P15	1.912321865	1.817815099	4.200253417	0.007176668	0.081344469	-2.57065574	100420051
TMEM59L	1.623454907	2.340048287	4.191642414	0.007240193	0.081760552	-2.580452176	25789
MIR9-1HG	1.305845947	3.943044546	4.188824509	0.00726112	0.081862122	-2.583660493	10485
USP17L2	1.723308334	0.861654167	4.18661492	0.007277578	0.081946665	-2.586177071	377630
TMEM163	2.557475114	2.581034422	4.179280814	0.007332511	0.082227801	-2.594535545	81615
H3C5P	2.667605005	2.774445201	4.168577428	0.00741353	0.08282417	-2.606748801	115482688
ADRB2	1.273286689	3.959052097	4.145865817	0.007588848	0.08383477	-2.63272285	154
CEBPA	1.362487614	2.681243807	4.143325002	0.007608753	0.083900776	-2.635633602	1050
GALNT12	1.326849212	3.517505414	4.142762548	0.007613168	0.083900776	-2.636278083	79695
ZNF423	1.848106839	1.785707586	4.136759611	0.007660464	0.084017108	-2.643159524	23090
RNU1-4	2.37481482	4.489704275	4.13116194	0.00770487	0.084268368	-2.649581411	6060
LRAT	2.238081839	2.175682587	4.119758535	0.007796242	0.084861827	-2.662678877	9227
LINC01123	1.904748506	1.81402842	4.116072009	0.007826044	0.085011303	-2.666917369	440894
RNVU1-24	1.648523688	4.665449163	4.107627786	0.007894798	0.085561281	-2.676633827	106480167
NDST3	2.1949875	1.09749375	4.104892937	0.007917213	0.0856263	-2.679783084	9348
LINC02177	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	101927009
SSTR5	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	6755
RSPO1	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	284654
IVL	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	3713
SMIM2-IT1	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	100874377
ADAMTS7P4	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973	642935
ZDHHC19	2.056641667	1.889975	4.098869134	0.007966841	0.085833559	-2.686723749	131540
L1TD1	1.620798762	2.64101708	4.094657968	0.008001745	0.085881804	-2.691579217	54596
CSF2	1.307988036	3.313087326	4.094553185	0.008002616	0.085881804	-2.691700067	1437
DUSP2	1.033024653	6.765070435	4.093056697	0.008015063	0.085981756	-2.693426201	1844
TP53I11	1.20403377	4.504469929	4.052571665	0.008360306	0.088406606	-2.74025552	9537
EDDM13	1.073119454	5.48065862	4.051542292	0.008369302	0.08844477	-2.741449512	100506374
H3C15	1.965427751	4.738309389	4.041437235	0.008458201	0.089234775	-2.753179304	333932
MIR4637	1.497284365	1.081975516	4.033216613	0.008531315	0.089605769	-2.762733341	100616271
HS1BP3-IT1	1.497284365	1.081975516	4.033216613	0.008531315	0.089605769	-2.762733341	100874343
PAWRP1	1.961785811	2.89918874	4.022402903	0.008628588	0.090097826	-2.775317019	100420526
ABHD1	1.955416204	1.506028935	4.016727758	0.008680142	0.090361071	-2.781928309	84696
GAL3ST4	1.523204845	3.087362397	4.013097782	0.008713301	0.090524366	-2.786159685	79690
ESAM	1.429698901	3.683812982	4.001959627	0.008815948	0.09111805	-2.799155908	90952
MMP24	1.059869185	3.985375331	3.993927843	0.00889082	0.091547085	-2.808539481	10893
PKD1L2	1.709761006	1.71653467	3.985711683	0.008968159	0.092090787	-2.818148802	114780
SNORA73B	1.005901839	5.039959185	3.984238572	0.008982106	0.092106863	-2.819872804	26768
C6orf141	1.881285397	1.468963532	3.981270138	0.009010285	0.092193614	-2.823347825	135398
RPL31P30	1.881285397	1.468963532	3.981270138	0.009010285	0.092193614	-2.823347825	729203
H1-6	1.000480658	2.822168424	3.970196979	0.009116292	0.092858271	-2.836322746	3010
MPRIPP1	1.382164102	3.239034114	3.967870042	0.009138749	0.092930506	-2.839051738	100421374
OLFML3	1.249487078	2.701016436	3.946574134	0.00934721	0.094101173	-2.864066167	56944
SEC14L5	2.076272897	1.566457282	3.946445018	0.00934849	0.094101173	-2.864218042	9717
SMG1P3	1.077858771	6.779737385	3.944236456	0.00937042	0.09425722	-2.866816308	100271836
POU3F1	1.440642698	3.120212131	3.926612527	0.009547523	0.095270391	-2.887577057	5453
TIAM1	2.081567528	3.496224502	3.916478875	0.009651074	0.095659223	-2.899536123	7074
SOX11	1.871569948	1.992426641	3.91601054	0.009655891	0.095659223	-2.900089206	6664
TBX19	1.064792682	3.91902012	3.912584724	0.009691205	0.09592146	-2.90413597	9095
EMB	1.635630199	1.679469266	3.908455153	0.009733969	0.096162853	-2.90901646	133418
ADM	1.01989648	5.584715976	3.907071363	0.009748347	0.096190002	-2.910652467	133
DACT3	3.192887169	3.468013532	3.903332776	0.009787312	0.09640724	-2.915073952	147906
FIBCD1	2.1949875	1.625814584	3.902937476	0.009791443	0.09640724	-2.915541585	84929
FZD8	1.391075875	4.813621065	3.897419631	0.009849303	0.096519454	-2.922071616	8325
HOXA1	2.354914255	2.177457127	3.896388762	0.009860155	0.096564069	-2.923292108	3198
FAM222A	1.439325732	6.230047191	3.893848556	0.009886956	0.09679199	-2.926300274	84915
NUP210L	1.593406264	5.014318123	3.885366392	0.009977046	0.097257593	-2.936352255	91181
CNOT7P1	2.16926488	2.08463244	3.881647602	0.010016837	0.097403272	-2.940762797	100421338
PLA2G4B	1.396261343	4.944724208	3.867365156	0.010171341	0.098175084	-2.957721858	100137049
GPR61	1.852989097	3.057267023	3.863219294	0.010216694	0.098578165	-2.962650577	83873
TRPM8	2.220592699	2.30528385	3.861788693	0.010232397	0.098625644	-2.964351932	79054
NPY1R	2.130772474	1.593707071	3.850798267	0.01035395	0.099325644	-2.977432931	4886
ATP8B2	1.010958042	10.03340057	3.848481187	0.010379785	0.099470185	-2.980193141	57198
RAPH1	1.027943864	4.10639037	3.84727831	0.010393226	0.099470881	-2.981626388	65059
TRH	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519	7200
ABCA13	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519	154664
RPS4XP14	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519	729097
IL13RA1	1.436040765	3.117911164	3.845042618	0.010418259	0.099470881	-2.984290842	3597
FAM171B	2.421599329	3.420585205	3.82020306	0.010701035	0.100922581	-3.013945998	165215
GRIK5	1.705159072	3.683197235	3.819954065	0.010703913	0.100922581	-3.014243747	2901
NPAS2	1.593786571	2.520201619	3.814095554	0.010771887	0.101199314	-3.021252116	4862
GPC6	1.326471889	2.739508841	3.810902008	0.010809147	0.101337136	-3.025074688	10082
RNU4-2	2.062725569	3.754671118	3.804369999	0.010885812	0.101535538	-3.032898182	26834
MIR548AL	2.464105808	2.288694571	3.801968814	0.010914148	0.101616637	-3.035775771	100616215
VN1R42P	1.30300878	2.815455422	3.800677744	0.010929419	0.101680445	-3.037323361	100312794
KY	1.935784974	1.496213321	3.792412488	0.011027754	0.102185863	-3.047236896	339855
PLAC4	1.515631487	3.060112609	3.785492204	0.011110857	0.102553998	-3.055545316	191585
CCDC153	1.237470787	3.254365592	3.784656638	0.011120939	0.102578048	-3.056548986	283152
KLF7-IT1	2.515878697	4.353073421	3.781388782	0.011160468	0.102641526	-3.060475318	100874272
BEND6	1.164662947	3.348734146	3.780689586	0.011168947	0.102641526	-3.061315616	221336
HSPA2-AS1	1.056641667	2.904748506	3.760542322	0.011416408	0.103940823	-3.085560943	102723809
RNU1-28P	1.20978554	2.99486777	3.745250899	0.011608366	0.104922654	-3.104004275	26866
RN7SL472P	2.056641667	1.028320834	3.741790741	0.011652307	0.105109114	-3.10818262	106479395
MIR320A	2.35664307	2.780773176	3.736336731	0.011721951	0.105358598	-3.114772381	407037
FRG2FP	1.086306099	3.833274623	3.736043514	0.011725708	0.105358598	-3.115126786	100128827
GRID2IP	1.62208287	1.672695602	3.732790838	0.011767481	0.105526619	-3.119059116	392862
WNT5A	1.62208287	1.672695602	3.732790838	0.011767481	0.105526619	-3.119059116	7474
GLP1R	1.73833763	3.440583988	3.725098869	0.011866937	0.106002808	-3.128364774	2740
MID2	1.228166058	3.185498202	3.712576671	0.012030885	0.106960609	-3.143533331	11043
NRARP	1.009064137	5.166953406	3.711963059	0.012038984	0.106960609	-3.144277236	441478
TNFRSF11A	1.557852141	3.911840635	3.705900919	0.012119332	0.107344542	-3.151629676	8792
MIR425	1.40960623	2.233123949	3.703949199	0.012145329	0.107371127	-3.153998003	494337
CMTM8	1.766402673	2.657177368	3.701983797	0.012171572	0.107439141	-3.156383522	152189
HSPA8P5	1.013385152	4.415431963	3.695719288	0.012255646	0.107821959	-3.163991034	399988
CRYBG3	1.091634938	5.604619779	3.690658791	0.012324041	0.108218879	-3.17014078	131544
CPB2-AS1	1.088287147	5.008249381	3.687145102	0.012371783	0.108464564	-3.174413068	100509894
RNVU1-29	1.582141974	4.909888311	3.677528476	0.012503519	0.109096681	-3.186115517	115409989
SMIM40	1.440642698	0.720321349	3.66345012	0.01269924	0.109999947	-3.203272784	113523636
KRT5	1.440642698	0.720321349	3.66345012	0.01269924	0.109999947	-3.203272784	3852
PAGE4	1.274432155	2.467833776	3.661393882	0.012728114	0.110041644	-3.205781237	9506
MEFV	1.122761244	3.489592237	3.659331662	0.012757147	0.110138705	-3.208297631	4210
FAM217A	1.198978381	2.568452722	3.65777083	0.012779171	0.110216114	-3.210202643	222826
HTD2	1.302296865	1.317815099	3.656956223	0.012790682	0.110216114	-3.211197026	109703458
SETP12	1.302296865	1.317815099	3.656956223	0.012790682	0.110216114	-3.211197026	100419158
MAP2	1.522629662	4.728396175	3.656022232	0.012803895	0.110216114	-3.212337264	4133
H4C14	2.187131343	3.785837537	3.654911162	0.012819633	0.110311554	-3.213693856	8370
GSTT2	2.22727468	2.415934205	3.642320166	0.012999512	0.111101071	-3.229080257	2953
LINC00243	1.080104776	3.088004451	3.638562942	0.013053739	0.111292379	-3.233676297	401247
LINC02211	1.330355625	3.885770512	3.636412114	0.013084896	0.111440918	-3.236308267	105374693
PLEKHH1	1.030382629	4.658675499	3.621677554	0.01330061	0.112753176	-3.254357758	57475
CXCR4	3.601083508	2.953685627	3.606945351	0.013520303	0.113788271	-3.272437113	7852
SNORA3B	1.238081839	2.147361753	3.606817212	0.013522231	0.113788271	-3.272594509	677826
GJA5	1.052317951	3.356776674	3.605827644	0.013537137	0.113843875	-3.273810098	2702
TBC1D3C	1.968963532	1.846135933	3.602872684	0.013581755	0.11407926	-3.277440858	414060
LINC02421	1.719180426	3.728700317	3.582249807	0.013897802	0.11542663	-3.30281674	101927901
ZNF132-DT	1.490127306	3.757121524	3.572419342	0.014051362	0.116129525	-3.314935316	118827803
PGPEP1L	3.145570514	2.572785257	3.566026491	0.014152248	0.116622171	-3.322823913	145814
MIR933	1.440642698	2.550939048	3.558867296	0.014266196	0.117244287	-3.331665412	100126350
SMIM43	2.509940316	2.028946189	3.557869446	0.01428216	0.11727012	-3.33289835	132332
TSACC	1.771856305	3.13755732	3.555862209	0.014314333	0.117358711	-3.335378931	128229
RNU1-2	1.330355625	3.640115314	3.555072878	0.014327007	0.117360991	-3.336354565	26870
PPIAP41	1.282665636	2.879414657	3.554821143	0.014331052	0.117360991	-3.336665737	111082977
MMP9	1.686297896	1.371469782	3.546176924	0.014470725	0.118181891	-3.347356634	4318
BCAN	1.479021269	3.803608239	3.545398661	0.014483375	0.11825001	-3.348319711	63827
ZNF295-AS1	1.245655198	2.860909438	3.5411149	0.014553227	0.11864124	-3.353622356	150142
LRRC32	1.696494003	2.645686142	3.538199018	0.014600991	0.118891923	-3.357233337	2615
HM13-IT1	1.043094339	2.049868003	3.522273357	0.014864992	0.119973598	-3.376977716	106480432
MIR103A1	1.288749537	2.172695602	3.509094456	0.015087519	0.121088187	-3.393345153	406895
LINC01465	1.622349647	4.450795902	3.497353626	0.01528892	0.121975318	-3.407948226	283416
TMEM35A	2.483737037	2.298510186	3.487688657	0.015456979	0.122610351	-3.419984635	59353
SHBG	2.21461873	1.773976032	3.482331083	0.015551032	0.123008506	-3.426662694	6462
PRMT5-AS1	1.652031531	3.225906547	3.480229959	0.015588093	0.123200707	-3.429282836	100505758
PCBP2-OT1	1.615998969	2.248642183	3.469185945	0.01578453	0.12396774	-3.443065592	102157401
VEZF1P1	1.107309365	2.081975516	3.467431593	0.015815989	0.124143751	-3.445256642	647319
GOLGA2P8	1.830617699	1.581975516	3.454499007	0.016050079	0.125161316	-3.461422349	728477
LPCAT1	1.31155091	4.278716307	3.448158211	0.016166271	0.125637346	-3.469357262	79888
DPYSL4	1.81981054	1.966546937	3.435758242	0.016396229	0.126740544	-3.484891596	10570
PCBP3	1.773976032	1.943629683	3.431165354	0.016482334	0.127092718	-3.490651115	54039
MIR3193	1.881285397	1.802296865	3.430356728	0.016497546	0.127092718	-3.491665456	100422904
MIRLET7BHG	1.274000566	2.875082122	3.424649894	0.016605352	0.127459428	-3.498826808	400931
SLC25A30	1.185187934	5.528915359	3.392994028	0.017217873	0.130051099	-3.538636414	253512
SDCBP2	1.156495094	3.919036818	3.390633697	0.017264547	0.130276837	-3.54161049	27111
RN7SL49P	1.705159072	2.845006177	3.386742743	0.017341799	0.130591745	-3.546514934	106480935
SOX17	1.918295834	0.959147917	3.380064831	0.017475288	0.13112917	-3.554937324	64321
RAX	1.918295834	0.959147917	3.380064831	0.017475288	0.13112917	-3.554937324	30062
TBXAS1	1.576248362	3.802922221	3.379241445	0.017491826	0.13120698	-3.555976245	6916
GPR182	1.124847574	2.800505626	3.372554244	0.017626797	0.131618212	-3.564417533	11318
GJA1	1.124847574	2.800505626	3.372554244	0.017626797	0.131618212	-3.564417533	2697
AKR7A3	2.107309365	1.581975516	3.370365662	0.017671222	0.131734859	-3.567181579	22977
CRMP1	1.485504712	3.101690888	3.345849768	0.01817752	0.133903164	-3.598190261	1400
SPATA6	1.709761006	1.91152217	3.338356516	0.01833549	0.134638526	-3.607685035	54558
COLEC12	1.709761006	1.91152217	3.338356516	0.01833549	0.134638526	-3.607685035	81035
SOX7	1.593786571	2.73267826	3.332737081	0.018454963	0.135230218	-3.614810682	83595
UPK1A	1.830617699	1.915308849	3.328543535	0.018544688	0.135666433	-3.620131152	11045
NEFHP1	1.653119339	1.883201336	3.321243424	0.018702046	0.136351908	-3.629398909	339396
PCP4L1	1.578988531	1.317815099	3.320512174	0.018717891	0.136351908	-3.63032767	654790
ETNK1-DT	1.797439141	2.093707071	3.31465011	0.018845451	0.136925173	-3.637775793	105369691
PTMAP1	1.724559045	2.862279523	3.310392745	0.018938702	0.137144896	-3.643188062	5758
ACRV1	1.006245521	4.075395914	3.309801422	0.018951694	0.137144896	-3.643939995	56
RPL39P16	1.268026597	2.62643994	3.301355014	0.019138371	0.137625601	-3.654685874	100271023
PMEL	1.255178249	3.670683463	3.294770121	0.019285329	0.138118003	-3.663070355	6490
KLK3	2.348131373	1.948041718	3.290472707	0.019381916	0.138479717	-3.668545462	354
GRIN3B	1.291489706	4.000659108	3.284525108	0.019516483	0.138824943	-3.676127214	116444
HLA-H	1.263804459	3.575143141	3.279275377	0.019636127	0.139305836	-3.682823423	3136
RBFOX1	1.578988531	1.651148433	3.265622233	0.019951138	0.140167796	-3.700256286	54715
YBX1P4	1.588904313	1.851093823	3.263855565	0.01999231	0.140237467	-3.702513913	100131012
IRX2	1.588904313	1.851093823	3.263855565	0.01999231	0.140237467	-3.702513913	153572
HS3ST3B1	1.231993357	3.395946679	3.257638003	0.020137962	0.140709738	-3.710462746	9953
RNA5-8SN5	1.1949875	3.623098949	3.257354193	0.020144639	0.140709738	-3.710825708	100008587
TTC3P1	1.08214424	4.126034621	3.254561252	0.020210476	0.140990322	-3.714398174	286495
SPSB1	1.095134073	3.257328042	3.247845345	0.02036977	0.141654043	-3.722992893	80176
IRF4	3.124227905	3.757101453	3.244428469	0.020451351	0.141897731	-3.727368022	3662
PRR20G	1.886599245	1.999941289	3.243380973	0.020476434	0.141999956	-3.728709604	100419008
ARMCX7P	1.056641667	1.1949875	3.225944744	0.020899027	0.143803961	-3.751062978	653354
CADPS2	1.014356241	3.490939692	3.222144813	0.020992407	0.144026583	-3.755939983	93664
C10orf143	1.01120476	5.623960962	3.222065963	0.02099435	0.144026583	-3.756041204	387723
C6orf226	1.284147604	3.625835374	3.222065407	0.020994364	0.144026583	-3.756041916	441150
SHISA2	2.386623779	1.721632723	3.221533256	0.021007479	0.144036216	-3.756725065	387914
ESX1	2.386623779	1.721632723	3.221533256	0.021007479	0.144036216	-3.756725065	80712
NID1	1.284451372	5.751877473	3.21982952	0.021049532	0.144101643	-3.758912491	4811
OTP	2.130772474	1.39871957	3.219706691	0.021052567	0.144101643	-3.759070206	23440
COL26A1	1.783891813	2.086933407	3.215761628	0.021150317	0.144482409	-3.764136838	136227
RSPH9	1.024887002	3.984005246	3.21433054	0.0211859	0.144553798	-3.765975297	221421
RN7SL738P	1.352964563	1.538136448	3.207139828	0.021365708	0.145374758	-3.775217073	106480695
ARHGEF3	1.178781265	4.526113945	3.204642245	0.021428559	0.145657933	-3.778428683	50650
SLIT2	1.661833477	3.963831302	3.203490481	0.021457611	0.145783192	-3.779910004	9353
PPP1R21-DT	1.862904879	1.931452439	3.203228796	0.021464218	0.145791984	-3.780246589	118568827
MIR7845	2.337696666	3.22549	3.201206172	0.021515362	0.146102378	-3.782848452	102465835
KCNS2	1.992426641	1.524534154	3.198976852	0.021571889	0.146306032	-3.785716835	3788
RNVU1-18	1.333333333	2	3.183350898	0.021972772	0.147928072	-3.805840761	26863
LINC01499	1.333333333	1	3.183350898	0.021972772	0.147928072	-3.805840761	102723644
LINC02026	1.797439141	1.427040404	3.166091648	0.02242521	0.149737801	-3.828105721	647323
CDCP1	1.383238218	5.274699422	3.159375925	0.022604047	0.150297469	-3.836779801	64866
TBC1D3F	1.538195377	6.426308808	3.149646974	0.022865942	0.150981955	-3.849356255	84218
INSYN1	1.723308334	1.389975	3.146735789	0.022944962	0.151027274	-3.853121893	388135
CCDC85A	1.723308334	1.389975	3.146735789	0.022944962	0.151027274	-3.853121893	114800
UMODL1	1.514773505	1.81402842	3.14368472	0.023028105	0.151320456	-3.857069656	89766
RNU6-807P	1.635630199	1.151148433	3.14025791	0.023121886	0.151539805	-3.861505029	106479923
STEAP2	1.440642698	1.053654682	3.140245291	0.023122232	0.151539805	-3.861521365	261729
TUBA4B	1.163951032	1.248642183	3.135320683	0.023257748	0.151956158	-3.867898031	80086
TRABD2B	1.163951032	1.248642183	3.135320683	0.023257748	0.151956158	-3.867898031	388630
RNU6-548P	1.918295834	1.487468751	3.127357936	0.023478737	0.15292666	-3.878215278	106481354
RNU6-8	2.130772474	1.593707071	3.112534106	0.023896372	0.154473582	-3.897444051	101954278
ZNF878	1.070188995	2.773176337	3.108554118	0.0240099	0.154951943	-3.902611487	729747
PKD1P1	1.160580593	4.304849342	3.107597315	0.024037281	0.155032134	-3.903854057	339044
RNU5D-1	1.298541923	4.536530328	3.106896801	0.02405735	0.155032134	-3.904763865	26830
TPH2	2.043094339	2.323844035	3.104085042	0.024138091	0.155198568	-3.908416331	121278
TEN1-CDK3	1.014613114	4.760602618	3.103520952	0.024154326	0.155221834	-3.909149203	100529145
TNF	2.097593916	1.82277299	3.100531433	0.024240565	0.155417138	-3.913033893	7124
RNU4ATAC	1.149152992	3.654840274	3.096358038	0.024361528	0.155875829	-3.918458845	100151683
IPO7P1	1.153143873	2.878868802	3.095665263	0.024381672	0.155897493	-3.919359589	100129708
CLIP3	1.029578874	5.798705784	3.086122923	0.024661025	0.157085236	-3.931772663	25999
TMEM249	1.935784974	1.30122582	3.084940315	0.024695893	0.157135098	-3.933311846	340393
PANX2	1.133310202	3.7872478	3.083320668	0.024743734	0.157290086	-3.935420126	56666
SNHG25	1.155952273	4.679616693	3.080974606	0.024813214	0.157590086	-3.938474556	105376843
OR11H7	2.16926488	1.612953274	3.079678709	0.024851686	0.157590086	-3.940162031	390441
GFY	2.16926488	1.612953274	3.079678709	0.024851686	0.157590086	-3.940162031	100507003
NHSL1	1.329982112	2.657417697	3.079517249	0.024856484	0.157590086	-3.940372294	57224
ZBED3-AS1	1.096031049	4.770829467	3.07765516	0.024911892	0.157720559	-3.942797451	728723
ALK	1.635630199	1.346135933	3.069416135	0.025158696	0.158671519	-3.953533017	238
FBXL16	1.635630199	1.346135933	3.069416135	0.025158696	0.158671519	-3.953533017	146330
MED15P9	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	285103
OR2I1P	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	442197
OR55B1P	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	390030
LINC02552	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	102723895
DLL4	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	54567
TBILA	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	112806053
CYP4A22	1.254166895	2.896201755	3.058871142	0.025478535	0.159661218	-3.967285579	284541
LINC01721	1.497284365	2.684427157	3.052434229	0.025675982	0.160458808	-3.975687211	400839
STIP1P3	1.992426641	1.329546654	3.049786562	0.025757688	0.160783711	-3.979144495	441505
RNU6-1279P	1.528320834	1.09749375	3.045930262	0.025877207	0.161165781	-3.984181528	106480655
LGSN	1.683865796	3.777717872	3.043792195	0.025943736	0.161288651	-3.986975017	51557
LANCL1-AS1	1.050667698	2.11029635	3.043785133	0.025943956	0.161288651	-3.986984246	102724820
TUBB8P1	1.992426641	1.662879987	3.043125484	0.025964521	0.161345479	-3.987846223	100418937
PRDM8-AS1	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645	105377303
CFAP299	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645	255119
ITIH6	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645	347365
RNU6-126P	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645	106479622
LINC02034	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645	107986125
RPL23AP64	2.576729021	3.206660344	3.033824127	0.026256416	0.162165308	-4.000006136	649946
EMP2P1	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473	391359
PCCA-AS1	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473	100885777
PDXP-DT	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473	101927051
CCT6P2	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473	391739
ASTL	1.817070371	1.575201852	3.030611669	0.026358071	0.16224581	-4.004208307	431705
UBTD1	1.356756684	4.949638739	3.02482634	0.02654224	0.162506746	-4.011779156	80019
FREM3	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	166752
ZBTB7C	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	201501
CCDC188	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	388849
PRSS16	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	10279
PRRX2	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	51450
NAV2-AS6	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253	100126784
SDR42E2	1.618220212	4.055703643	3.017515589	0.026777006	0.16313986	-4.021351977	100288072
LINC01091	1.1949875	2.428111449	3.007758578	0.027093908	0.164342161	-4.034137929	285419
RN7SL181P	1.20260782	2.903600775	3.001860869	0.027287469	0.165129323	-4.041871997	106480492
AQP5	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927	362
GGT5	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927	2687
PINCR	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927	101927501
DLX2	1.688354485	4.169937217	2.995852628	0.027486229	0.165697372	-4.049755243	1746
ABCA17P	1.023983281	4.055110514	2.994985579	0.027515044	0.165793971	-4.050893226	650655
MYO5C	1.543118873	3.161534437	2.983429893	0.027902275	0.167103844	-4.066068221	55930
MSX2	2.163951032	1.855951548	2.982705149	0.02792676	0.167103844	-4.067020479	4488
RNU6ATAC24P	1.061955515	2.69492879	2.980222251	0.028010826	0.167350529	-4.07028328	106479554
LINC01168	2.245655198	1.984481766	2.97594513	0.028156295	0.167964541	-4.075905569	399829
CBARP	1.206180427	5.517140718	2.968107442	0.028425029	0.168906719	-4.086213726	255057
GTF2IP5	1.251629167	2.261444782	2.963699186	0.028577419	0.169565933	-4.092014589	100420546
