ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezID
TPGS1	246.7949808	-2.44376086	0.524988945	-4.654880609	3.24e-06	3.37e-05	91978
ANKH	438.0760969	-1.171988488	0.252019119	-4.650395143	3.31e-06	3.43e-05	56172
IFIT1B	4.740061772	-4.043991482	0.8696289	-4.650249644	3.32e-06	3.43e-05	439996
LRRC45	1225.488522	-1.396177078	0.300365579	-4.648259238	3.35e-06	3.45e-05	201255
B4GALT2	151.1271344	-1.345255239	0.289716495	-4.643350524	3.43e-06	3.53e-05	8704
DNAJB2	386.9257712	-1.113336566	0.239754615	-4.643650197	3.42e-06	3.53e-05	3300
ABCF2	262.2473941	-1.38373542	0.298296931	-4.638785309	3.5e-06	3.6e-05	10061
FRMD5	22.16376015	-1.841562757	0.397482057	-4.633071416	3.6e-06	3.68e-05	84978
RPL39	1230.098015	-1.082088928	0.234076047	-4.622809297	3.79e-06	3.84e-05	6170
RCE1	88.9155015	-1.148986675	0.248605454	-4.621727541	3.81e-06	3.86e-05	9986
ZFAND2B	325.6289304	-1.486031924	0.321642071	-4.620141637	3.83e-06	3.89e-05	130617
ADCK2	68.4262436	-1.712272745	0.370843305	-4.617240546	3.89e-06	3.93e-05	90956
POLA2	542.6252622	-1.744332278	0.377980602	-4.614872481	3.93e-06	3.97e-05	23649
SH3TC2	112.4665716	-1.029687347	0.223194973	-4.613398461	3.96e-06	3.99e-05	79628
SWSAP1	30.171678	-1.373258015	0.297676795	-4.613251822	3.96e-06	3.99e-05	126074
B3GALT6	250.236465	-1.317326533	0.286187033	-4.603026621	4.16e-06	4.16e-05	126792
MYO1G	449.4417796	-1.489738896	0.32380871	-4.600675798	4.21e-06	4.19e-05	64005
RPL27A	26924.72344	-1.193609078	0.259526134	-4.599186451	4.24e-06	4.22e-05	6157
RABL6	10290.80315	-1.212699601	0.263757904	-4.597775387	4.27e-06	4.25e-05	55684
MUC5B	27.37942997	-3.580807402	0.779035735	-4.596461034	4.3e-06	4.26e-05	727897
RFX8	8.683406957	-2.577996385	0.561905039	-4.587957403	4.48e-06	4.43e-05	731220
MRPL55	180.6562599	-1.237711327	0.269820882	-4.587159154	4.49e-06	4.44e-05	128308
PTMS	3140.791363	-1.771361958	0.386289715	-4.585578881	4.53e-06	4.47e-05	5763
AP3B2	10.33476273	-2.747923826	0.599384047	-4.584579524	4.55e-06	4.48e-05	8120
SDHA	133.9553145	-1.054632695	0.230194399	-4.581487208	4.62e-06	4.54e-05	6389
C13orf46	54.6686984	-2.979583239	0.650656701	-4.579347657	4.66e-06	4.58e-05	100507747
RPS19	12109.44922	-1.575948225	0.34415015	-4.579246079	4.67e-06	4.58e-05	6223
TMEM120B	256.9656646	-1.28836793	0.281836202	-4.57133584	4.85e-06	4.74e-05	144404
H2AW	304.4366479	-1.466543646	0.320995183	-4.568740357	4.91e-06	4.79e-05	NA
WASH6P	385.8693878	-1.53309482	0.336098785	-4.561441127	5.08e-06	4.93e-05	653440
SLC35C2	221.6850448	-1.028759247	0.225717703	-4.557725126	5.17e-06	5.01e-05	51006
LRMDA	38.60411721	-1.55198399	0.340545435	-4.557347795	5.18e-06	5.01e-05	83938
GMPSP1	28.32100121	-1.57624103	0.345891428	-4.557039881	5.19e-06	5.02e-05	728564
EHBP1L1	11523.03997	-1.735020955	0.380745983	-4.556898906	5.19e-06	5.02e-05	254102
TTYH1	35.40492178	-2.476236216	0.543898094	-4.55275766	5.29e-06	5.11e-05	57348
TSPOAP1	556.783655	-2.167291898	0.476140684	-4.551788936	5.32e-06	5.12e-05	9256
MROH6	170.4247493	-1.630264151	0.358903631	-4.542345101	5.56e-06	5.34e-05	642475
DCXR	280.3194702	-1.142651581	0.251913488	-4.535888855	5.74e-06	5.49e-05	51181
RPS21	1341.555017	-1.365654505	0.301298131	-4.532568789	5.83e-06	5.57e-05	6227
BPI	46.82610831	-1.882947744	0.415576481	-4.530929515	5.87e-06	5.6e-05	671
NDUFA3	75.8144701	-1.281327946	0.282853107	-4.530011925	5.9e-06	5.62e-05	4696
ADGRL1	104.2581228	-1.63418742	0.36114492	-4.525018434	6.04e-06	5.75e-05	22859
LINC00570	21.01153031	-1.734630488	0.38344298	-4.523829042	6.07e-06	5.77e-05	100874055
ATP5F1D	599.9174003	-1.803232595	0.398742948	-4.522293382	6.12e-06	5.8e-05	513
COX14	304.2772926	-1.021867601	0.226161029	-4.518318685	6.23e-06	5.88e-05	84987
NECTIN2	167.354156	-1.037921781	0.229713003	-4.518341448	6.23e-06	5.88e-05	5819
TMEM141	178.9543406	-1.370684376	0.303459694	-4.516858103	6.28e-06	5.92e-05	85014
PET100	52.82560528	-1.469778661	0.325470311	-4.515860934	6.31e-06	5.94e-05	100131801
ABHD1	9.921522735	-2.423932319	0.536843746	-4.51515425	6.33e-06	5.95e-05	84696
RPL18	2399.574175	-1.077656735	0.239048985	-4.508100023	6.54e-06	6.13e-05	6141
MIAT	44.82439055	-1.309771884	0.290610979	-4.506959397	6.58e-06	6.15e-05	440823
RPL3P4	8164.108224	-1.760159751	0.391642169	-4.494305999	6.98e-06	6.49e-05	326307
LYL1	3334.570839	-1.750771562	0.389639049	-4.493316481	7.01e-06	6.51e-05	4066
CATSPERG	26.40695542	-2.335019848	0.519926845	-4.491054602	7.09e-06	6.57e-05	57828
HIP1	35.83159813	-1.864667023	0.415938419	-4.483036282	7.36e-06	6.8e-05	3092
VAMP2	305.0529548	-1.089898412	0.243386825	-4.478050174	7.53e-06	6.94e-05	6844
FAM83E	34.80076717	-2.831594671	0.632942089	-4.473702605	7.69e-06	7.06e-05	54854
CCDC88B	2865.317676	-1.873361296	0.418774536	-4.473436508	7.7e-06	7.06e-05	283234
LMNA	21637.51482	-1.370472713	0.306381732	-4.47308886	7.71e-06	7.07e-05	4000
ETFB	1635.220067	-1.609114455	0.360137264	-4.468058752	7.89e-06	7.23e-05	2109
CCDC85B	1688.938568	-1.519915433	0.340608247	-4.462356526	8.11e-06	7.4e-05	11007
WASHC1	507.1722042	-1.426501137	0.319698003	-4.462027044	8.12e-06	7.41e-05	100287171
SRRM2-AS1	32.32716095	-1.302726489	0.292111426	-4.459690285	8.21e-06	7.49e-05	100128788
RPS15P4	64.30877619	-1.170351703	0.262491133	-4.458633284	8.25e-06	7.52e-05	401019
ZFHX2-AS1	22.89574638	-2.230398383	0.500302956	-4.458095556	8.27e-06	7.54e-05	109729160
RPL3P7	23.58272438	-1.786339388	0.401155758	-4.452982045	8.47e-06	7.7e-05	642741
SNORD3A	165.8837404	-1.807137314	0.406219504	-4.448671957	8.64e-06	7.82e-05	780851
SLC38A5	1394.694975	-1.019917129	0.229352635	-4.446938786	8.71e-06	7.87e-05	92745
KIF26A	118.1997959	-1.430634716	0.321712843	-4.446930695	8.71e-06	7.87e-05	26153
PNPLA6	870.3872349	-1.387636272	0.312053218	-4.446793666	8.72e-06	7.87e-05	10908
PIDD1	232.2853064	-1.432148971	0.322337654	-4.443008608	8.87e-06	8e-05	55367
POC1A	471.2729157	-1.108499522	0.249504252	-4.442808145	8.88e-06	8e-05	25886
RACK1	8149.802607	-1.055967963	0.2377821	-4.440906033	8.96e-06	8.05e-05	10399
NME1	167.3663425	-1.401792823	0.315858331	-4.438042898	9.08e-06	8.15e-05	4830
RPL3P9	31.18855507	-1.829553604	0.412648129	-4.433689328	9.26e-06	8.3e-05	100128963
TBC1D22A-DT	121.5099029	-1.006062658	0.227037403	-4.431263937	9.37e-06	8.38e-05	119863861
NUTM2G	104.3602863	-1.421159105	0.320970917	-4.427688082	9.52e-06	8.51e-05	441457
FBXL15	90.42838354	-1.779414865	0.402272722	-4.423404236	9.72e-06	8.66e-05	79176
PAQR4	139.2391059	-1.354254078	0.306782801	-4.414374191	1.01e-05	8.96e-05	124222
DPM3	106.5575669	-1.377386783	0.312356713	-4.409659619	1.04e-05	9.14e-05	54344
ZNF814	120.676414	-1.2224844	0.277442025	-4.406269747	1.05e-05	9.27e-05	730051
OAZ1	5992.753863	-1.143324329	0.25980131	-4.4007643	1.08e-05	9.48e-05	4946
MZT2B	154.2070158	-1.926176936	0.437775888	-4.39991555	1.08e-05	9.5e-05	80097
MEX3D	19.90142894	-1.647697997	0.375513276	-4.38785551	1.14e-05	9.98e-05	399664
ERCC1	308.6201156	-1.020844083	0.232698522	-4.386981383	1.15e-05	0.000100096	2067
CARS2	772.3139299	-1.103586669	0.251634203	-4.385678318	1.16e-05	0.000100581	79587
SERGEF	175.7786758	-1.063973766	0.242674063	-4.384373636	1.16e-05	0.000101025	26297
DHRS4L2	230.9169151	-1.149710623	0.262525568	-4.379423434	1.19e-05	0.00010288	317749
TMEM160	236.3098175	-1.625562346	0.371259755	-4.378504063	1.19e-05	0.000103157	54958
SF3B5	388.8951971	-1.378865509	0.314941626	-4.378162156	1.2e-05	0.000103266	83443
LRFN4	158.3364402	-1.42404444	0.32605844	-4.367451553	1.26e-05	0.000107695	78999
ARPC3P3	493.0666525	-1.389999526	0.318255799	-4.367554437	1.26e-05	0.000107695	729494
GFER	315.3246763	-1.072052487	0.245493815	-4.366922595	1.26e-05	0.000107902	2671
FAM229A	54.64618749	-1.903585152	0.435995194	-4.366069115	1.27e-05	0.000108215	100128071
ARHGAP45	593.5936151	-1.168050635	0.267643773	-4.364198801	1.28e-05	0.000109035	23526
NAP1L4P3	69.62649636	-1.221051154	0.280360782	-4.355285158	1.33e-05	0.000113	730174
ADGRG1	133.4375967	-1.821472743	0.418256155	-4.354921548	1.33e-05	0.000113131	9289
PXN	41.33999729	-1.919884567	0.441730762	-4.346277712	1.38e-05	0.000117088	5829
SREBF2-AS1	19.45990859	-2.466950632	0.567660971	-4.345816886	1.39e-05	0.000117165	112637020
TEDC1	596.3018042	-1.703822993	0.392991768	-4.335518278	1.45e-05	0.000122544	283643
CEACAM4	6.48141938	-3.678526531	0.848824049	-4.333673787	1.47e-05	0.000123392	1089
AP5Z1	355.6393633	-1.129282454	0.260655534	-4.332470658	1.47e-05	0.000123946	9907
KCND1	37.04276997	-1.200482325	0.277129754	-4.331842056	1.48e-05	0.000124239	3750
ZFAND2A	147.0003633	-1.043533821	0.241186454	-4.326668458	1.51e-05	0.000126878	90637
PLEKHO1	64.04672145	-1.03686362	0.239815287	-4.323592687	1.54e-05	0.000128344	51177
JTB	455.699548	-1.524704593	0.352707783	-4.322854974	1.54e-05	0.000128648	10899
RPL26P6	45.30559008	-1.902406504	0.440233701	-4.321355905	1.55e-05	0.000129398	100131526
MRPL28	2013.66983	-1.111319912	0.25726562	-4.319737374	1.56e-05	0.000130223	10573
NKG7	28.80824487	-2.053829984	0.475450361	-4.319756909	1.56e-05	0.000130223	4818
RN7SL3	8.653259484	-3.906370323	0.904605821	-4.318312167	1.57e-05	0.000130745	378707
ELOB	837.698809	-1.316099835	0.30481823	-4.317654606	1.58e-05	0.000131007	6923
LIMD2	376.8504426	-1.418959033	0.328825297	-4.315236832	1.59e-05	0.000132267	80774
MIATNB	48.02090168	-1.659439477	0.384803821	-4.312429831	1.61e-05	0.000133555	102724827
CD37	317.6233244	-1.076844713	0.24997659	-4.307782234	1.65e-05	0.000135994	951
TFPT	1323.83168	-1.336983459	0.310764712	-4.302237053	1.69e-05	0.000138837	29844
RPLP1P6	13.07826185	-2.190768277	0.509658594	-4.298501591	1.72e-05	0.000140653	729416
NFE2	5553.410747	-1.045145395	0.243155035	-4.298267537	1.72e-05	0.000140734	4778
PLAC4	11.78492915	-2.809506703	0.654098371	-4.295235744	1.75e-05	0.000142466	191585
BRI3	52.42660611	-1.396775649	0.32538819	-4.292643966	1.77e-05	0.000143863	25798
UQCR10	71.93378461	-1.374484404	0.320240245	-4.292041439	1.77e-05	0.000144185	29796
FRG1-DT	60.86275739	-1.019584828	0.237559132	-4.291920161	1.77e-05	0.000144195	728339
H3C3	11.03579144	-2.934902913	0.684547826	-4.287359923	1.81e-05	0.000146554	8352
GADD45GIP1	12292.94797	-1.569956477	0.366199741	-4.287158895	1.81e-05	0.000146616	90480
PKD1L3	34.99496344	-1.533610439	0.357775998	-4.286510134	1.82e-05	0.000146975	342372
ECE1-AS1	9.685616174	-3.747982993	0.875083539	-4.283000223	1.84e-05	0.00014903	100506801
RNF213-AS1	12.6173	-2.378284284	0.555565177	-4.280837572	1.86e-05	0.000150342	100294362
SPSB2	98.26352768	-1.05053422	0.245724904	-4.275245219	1.91e-05	0.000153582	84727
LAMTOR4	2729.038943	-1.373015101	0.321178345	-4.274930498	1.91e-05	0.000153719	389541
RPL13AP20	14.77339362	-2.547212814	0.596669905	-4.269048586	1.96e-05	0.000157093	387841
S1PR4	133.7498368	-1.430235293	0.335265203	-4.265981917	1.99e-05	0.000158967	8698
MACROH2A2	8.840056731	-2.523656173	0.591972666	-4.263129563	2.02e-05	0.000160702	55506
THAP7	197.7997036	-1.357497422	0.318575813	-4.261144028	2.03e-05	0.000161915	80764
COL18A1-AS2	21.7597522	-3.41734261	0.802744044	-4.257076254	2.07e-05	0.000164196	100874236
SKIV2L	387.3638061	-1.071636689	0.252084154	-4.25110691	2.13e-05	0.000167851	NA
TSSC4	454.7754308	-1.341127984	0.315759051	-4.247314454	2.16e-05	0.000170164	10078
SNX8	953.5416439	-1.097761817	0.258488677	-4.246846816	2.17e-05	0.00017044	29886
CCDC107	12.85265532	-1.844804183	0.434560488	-4.245218405	2.18e-05	0.000171445	203260
RPSAP19	51.53823285	-1.721096384	0.405654098	-4.242768394	2.21e-05	0.000173008	730029
TRMT61A	141.1085568	-1.564409171	0.36871798	-4.242833968	2.21e-05	0.000173008	115708
DYSF	48.09163384	-1.579021982	0.372256115	-4.24176237	2.22e-05	0.000173706	8291
PEAR1	176.677304	-1.349373932	0.318289623	-4.239453111	2.24e-05	0.00017534	375033
MTLN	43.43106487	-1.227095424	0.289674092	-4.23612417	2.27e-05	0.00017755	205251
ABR	90.3129744	-1.061680611	0.250702871	-4.234816333	2.29e-05	0.000178364	29
SEC14L3	70.0476349	-1.14043872	0.269300997	-4.234810609	2.29e-05	0.000178364	266629
RPL32P18	54.34873818	-1.493412412	0.352683097	-4.234431485	2.29e-05	0.000178564	644907
TNFAIP8L2	108.7647791	-1.412756712	0.333669875	-4.233995387	2.3e-05	0.000178813	79626
UBE2S	1355.559326	-1.07299083	0.253437002	-4.233757585	2.3e-05	0.000178854	27338
MTARC1	22.18892483	-1.848566475	0.436885958	-4.23123344	2.32e-05	0.000180295	64757
S100A13	78.04113744	-1.741861398	0.411683666	-4.231067549	2.33e-05	0.000180346	6284
FOXP1	83.36794302	-1.190126812	0.281591526	-4.226429784	2.37e-05	0.000183515	27086
ZNF428	264.6574133	-1.499711355	0.354915452	-4.225545396	2.38e-05	0.000184154	126299
PHPT1	163.022653	-1.267147054	0.300085533	-4.222619605	2.41e-05	0.000186223	29085
TXNDC11	360.2031714	-1.06218594	0.251623563	-4.221329386	2.43e-05	0.000187122	51061
DENND3	66.16193264	-1.057882561	0.251035984	-4.214067423	2.51e-05	0.000192721	22898
CENPB	5834.502412	-1.099405329	0.260954016	-4.21302322	2.52e-05	0.000193352	1059
SPDYE22P	9.506429549	-2.534477071	0.601770118	-4.2117031	2.53e-05	0.00019431	100420854
LINC00921	21.26105312	-2.214096326	0.526086552	-4.208616087	2.57e-05	0.000196628	283876
CPAMD8	60.57724806	-2.098356848	0.499462654	-4.201228725	2.65e-05	0.000202791	27151
SNHG30	48.11626273	-1.054163469	0.250931825	-4.200995512	2.66e-05	0.000202909	105371743
MIR6859-3	17.96225626	-1.687957246	0.401972705	-4.199183742	2.68e-05	0.000204192	102465910
MYOM2	24.33255183	-1.410175678	0.335883654	-4.198405194	2.69e-05	0.000204783	9172
ANKRD13D	222.11631	-1.06823175	0.25445379	-4.198136518	2.69e-05	0.000204934	338692
RNASE3	22.50967456	-2.468405537	0.588157789	-4.196842383	2.71e-05	0.00020574	6037
TACC3	14649.83748	-1.038787216	0.247554053	-4.196203636	2.71e-05	0.000206044	10460
ATG7	109.2853147	-1.143649536	0.272703162	-4.193752381	2.74e-05	0.00020772	10533
LY9	16.97662515	-1.776236396	0.423572713	-4.193462757	2.75e-05	0.000207771	4063
SCARF1	170.0613532	-1.654936671	0.394652555	-4.193401644	2.75e-05	0.000207771	8578
NDUFV1	2358.8032	-1.054252034	0.251591058	-4.190339831	2.79e-05	0.000209662	4723
CPSF1	1408.267165	-1.162057045	0.277366129	-4.189614107	2.79e-05	0.000210147	29894
APBA2	89.10563876	-1.01073549	0.24138569	-4.187222085	2.82e-05	0.000212092	321
ACSS1	2776.719928	-1.187581603	0.283839338	-4.183992292	2.86e-05	0.000214655	84532
BABAM1	296.3087453	-1.110280047	0.265428762	-4.182968108	2.88e-05	0.000215434	29086
USHBP1	31.44356985	-2.410622626	0.576350266	-4.182565303	2.88e-05	0.000215722	83878
ORM1	10.16555257	-2.372634172	0.567463235	-4.18112404	2.9e-05	0.000216807	5004
RN7SL4P	35.796445	-2.258119267	0.540180627	-4.180304058	2.91e-05	0.000217214	6030
PLCH2	23.61499995	-3.304821597	0.790650993	-4.179874084	2.92e-05	0.000217524	9651
LINC02804	17.17345672	-1.782115925	0.42680417	-4.175488547	2.97e-05	0.000221078	105371228
LRRN2	46.7877244	-1.861289006	0.445788487	-4.17527384	2.98e-05	0.00022119	10446
ACP4	10.37863346	-3.140821883	0.752527836	-4.17369529	3e-05	0.000222534	93650
ANTKMT	95.73617043	-1.21919436	0.292250626	-4.171742511	3.02e-05	0.000224156	65990
CEACAM8	7.781798481	-2.535505867	0.608072181	-4.169744884	3.05e-05	0.000225736	1088
RAD9A	141.1371858	-1.298032094	0.31162141	-4.165413716	3.11e-05	0.000229565	5883
SIGIRR	33.11131742	-1.593446801	0.382583683	-4.164962778	3.11e-05	0.000229832	59307
IFI35	133.2128199	-1.035566856	0.248790137	-4.162411216	3.15e-05	0.000231799	3430
PIGQ	605.5828377	-1.436743055	0.345610738	-4.157113474	3.22e-05	0.000236725	9091
CHAF1A	6422.390969	-1.046854777	0.252384172	-4.147862234	3.36e-05	0.000245327	10036
LCAT	50.79590601	-1.422799926	0.343241349	-4.145188009	3.4e-05	0.000247357	3931
LINC01004	89.508334	-1.162726602	0.280688026	-4.14241612	3.44e-05	0.000249957	100216546
MICOS10	21.06218349	-2.143845237	0.517812029	-4.140199756	3.47e-05	0.000251826	440574
VAC14	727.806616	-1.201283545	0.290514924	-4.135014919	3.55e-05	0.000256811	55697
NOSIP	1551.356994	-1.396782367	0.337907324	-4.133625607	3.57e-05	0.00025793	51070
RFPL2	6.853167506	-2.861518595	0.692238387	-4.133718454	3.57e-05	0.00025793	10739
ADM	10.83795845	-2.31621884	0.560414683	-4.133044533	3.58e-05	0.000258473	133
ARL9	134.325075	-1.268256432	0.307514136	-4.124221572	3.72e-05	0.000266994	132946
RPL4P4	224.8660186	-1.292087172	0.313790026	-4.117680816	3.83e-05	0.000273528	647276
H2BC9	15.13463793	-2.588873255	0.629032133	-4.115645482	3.86e-05	0.000275463	8345
AGER	683.6072884	-1.124411529	0.27333665	-4.113650808	3.89e-05	0.0002773	177
TMSB4XP8	40.03394717	-1.533884316	0.37387707	-4.102643464	4.08e-05	0.000288775	7117
CTIF	94.86476398	-1.485733614	0.362557644	-4.09792385	4.17e-05	0.000293991	9811
PMM2	196.2655394	-1.059730859	0.258854668	-4.093922147	4.24e-05	0.000298124	5373
H4C2	4.64891173	-4.378382205	1.070429144	-4.090305491	4.31e-05	0.000302561	8366
CUL9	748.6069636	-1.485961195	0.36361503	-4.086633039	4.38e-05	0.000306881	23113
RNF213	762.671221	-1.583066312	0.387561706	-4.084681964	4.41e-05	0.000308689	57674
CYP2A6	10.1315618	-2.548425067	0.623910668	-4.084599284	4.42e-05	0.000308689	1548
CCER2	68.36110485	-1.710121258	0.418901235	-4.082397267	4.46e-05	0.000311501	643669
MPDU1	485.2417115	-1.75590978	0.430387305	-4.07983637	4.51e-05	0.000314435	9526
RECQL4	1530.462928	-1.476144131	0.361873267	-4.079174305	4.52e-05	0.000315203	9401
ABCC5-AS1	12.92200119	-2.004976353	0.491595029	-4.07851226	4.53e-05	0.000315842	100873982
CCDC24	74.48806398	-1.454820634	0.357099861	-4.073988239	4.62e-05	0.000321517	149473
HCFC1R1	273.5402825	-1.762112241	0.432657258	-4.072767088	4.65e-05	0.000322943	54985
CISD3	215.6401289	-1.462367008	0.359125598	-4.072021082	4.66e-05	0.000323847	284106
SLC11A1	77.98585452	-1.458731397	0.358565299	-4.068244759	4.74e-05	0.00032788	6556
GCAT	262.499792	-1.48889377	0.366262649	-4.065098574	4.8e-05	0.000331307	23464
LRRC71	11.51009485	-1.914926029	0.471080823	-4.064962814	4.8e-05	0.000331366	149499
MRPL52	1394.906658	-1.157366813	0.285072423	-4.059904504	4.91e-05	0.000337804	122704
VWCE	116.439667	-1.450425036	0.357325619	-4.05911292	4.93e-05	0.000338814	220001
TRIM58	1533.707223	-1.338300386	0.330132409	-4.053829164	5.04e-05	0.000345136	25893
FLJ20021	39.27641245	-1.279754957	0.315696235	-4.053754256	5.04e-05	0.000345136	90024
C20orf144	22.67274356	-2.964723313	0.731398788	-4.05349771	5.05e-05	0.000345376	128864
RRP1	5356.174265	-1.06859739	0.263762405	-4.051363534	5.09e-05	0.000347981	8568
BAHCC1	32.21173511	-2.194259201	0.541806492	-4.049894627	5.12e-05	0.00034961	57597
LRRC75A	77.2051249	-1.043705769	0.257761058	-4.049121223	5.14e-05	0.000350447	388341
SPATC1L	171.9776246	-1.010727405	0.249866296	-4.045072997	5.23e-05	0.000355741	84221
C16orf95-DT	14.5001939	-1.767794067	0.437113335	-4.044246481	5.25e-05	0.000356712	101928659
KCNN4	375.3430882	-1.467383223	0.363449387	-4.037379829	5.41e-05	0.000366244	3783
RPL13A	96917.71651	-1.177342623	0.29184292	-4.034165451	5.48e-05	0.000370598	23521
ITGB4	82.39605233	-1.519784692	0.376854417	-4.032816453	5.51e-05	0.000372436	3691
CICP14	142.9578078	-2.23876001	0.556023884	-4.026373821	5.66e-05	0.000381872	100130600
DGCR6L	262.5192302	-1.030086097	0.255972804	-4.024201333	5.72e-05	0.000385109	85359
TP53TG1	126.3299422	-1.346082661	0.334768157	-4.020939966	5.8e-05	0.000389553	11257
NKPD1	8.589959898	-3.779149603	0.940457912	-4.018414387	5.86e-05	0.00039313	284353
PXMP2	77.91777493	-1.018512307	0.253566464	-4.016746892	5.9e-05	0.000395764	5827
TRIM46	42.97637727	-1.949072552	0.485812757	-4.011983062	6.02e-05	0.00040336	80128
FGFR3	84.64322166	-1.375841784	0.343204899	-4.008805778	6.1e-05	0.000408084	2261
LRRC29	26.84675479	-2.521695643	0.629786969	-4.004045445	6.23e-05	0.000415669	NA
FAM222A	14.91014717	-1.842046181	0.460120933	-4.003395734	6.24e-05	0.00041657	84915
CEBPE	10.31745472	-2.376531231	0.594177549	-3.999698803	6.34e-05	0.000422055	1053
CAPN3	15.1809519	-1.84713542	0.461809858	-3.999774776	6.34e-05	0.000422055	825
H2AC13	19.63800513	-1.928311876	0.482920627	-3.993020321	6.52e-05	0.000432427	8329
FARSA-AS1	70.92182637	-2.527514894	0.633131529	-3.992085021	6.55e-05	0.000433967	106144598
GDPD5	282.4718602	-1.539913062	0.385827726	-3.991193368	6.57e-05	0.000435263	81544
HOMER3	24.62568511	-1.5218084	0.381308647	-3.991014663	6.58e-05	0.000435421	9454
PCDH1	7.574466218	-2.567988552	0.643913872	-3.988093226	6.66e-05	0.000440146	5097
GP6-AS1	15.65428467	-2.517226012	0.631357248	-3.98700739	6.69e-05	0.000441463	107985325
EMX1	5.371549014	-4.289052414	1.07650659	-3.984232381	6.77e-05	0.000445442	2016
ENDOV	75.68120917	-1.518849141	0.381608911	-3.980119695	6.89e-05	0.000451994	284131
CHD4	158.5321717	-1.225683291	0.308047204	-3.978881397	6.92e-05	0.000453638	1108
B9D1	77.89573894	-1.137297164	0.285946008	-3.977314365	6.97e-05	0.000455598	27077
TECR	180.1850663	-1.079223285	0.271639464	-3.972998869	7.1e-05	0.000463222	9524
CCHCR1	1409.272779	-1.167102641	0.29425961	-3.966234577	7.3e-05	0.000474736	54535
RASL10A	19.68957696	-1.566893739	0.395465844	-3.962146828	7.43e-05	0.00048136	10633
GAS2L1	306.5760971	-1.131675379	0.285793283	-3.959768989	7.5e-05	0.000485359	10634
SMAD6	42.79216578	-1.108965387	0.280100127	-3.95917488	7.52e-05	0.000486013	4091
CHTF18	1357.224542	-1.387137321	0.350346467	-3.959330129	7.52e-05	0.000486013	63922
PRKD2	216.0217608	-1.099777126	0.277963109	-3.956557867	7.6e-05	0.000490433	25865
RPL10P9	32.10325954	-1.154837147	0.29191078	-3.956130529	7.62e-05	0.000491124	389342
SETD1B	779.4845588	-1.925847172	0.487114323	-3.953583542	7.7e-05	0.000495256	23067
NDUFA9	33.2880146	-1.118199616	0.282868838	-3.953067526	7.72e-05	0.000496138	4704
PPP6R2	594.7027024	-1.09965627	0.27828282	-3.951577998	7.76e-05	0.000499048	9701
CICP16	11.1691711	-3.122433411	0.790496951	-3.949962625	7.82e-05	0.000502048	100420203
TCOF1	4843.953022	-1.311881888	0.332728335	-3.942801835	8.05e-05	0.000515528	6949
ATAD3C	20.36577733	-1.826605572	0.463366268	-3.942033974	8.08e-05	0.000516987	219293
GMDS-DT	57.86601859	-1.156127079	0.293338622	-3.941271255	8.11e-05	0.000518319	100508120
TEX264	203.5606709	-1.124035206	0.285359595	-3.939013178	8.18e-05	0.000522359	51368
PELP1	3401.851726	-1.092085386	0.277646743	-3.933362853	8.38e-05	0.000532197	27043
RIPOR3-AS1	26.06083055	-2.346496896	0.59708992	-3.929888647	8.5e-05	0.00053909	100506175
EXOSC4	180.8888174	-1.510620007	0.384591893	-3.927851927	8.57e-05	0.000543115	54512
KMT2D	1855.469494	-1.981227258	0.504480858	-3.927259533	8.59e-05	0.000544049	8085
GUSBP11	79.79208768	-1.323412731	0.337013691	-3.926881215	8.61e-05	0.000544499	91316
CACNA1C	27.42045	-1.596611717	0.406750015	-3.925289876	8.66e-05	0.000547907	775
COA8	73.40706802	-1.238169426	0.31552565	-3.924148242	8.7e-05	0.000550102	84334
URB1-AS1	23.03875916	-1.729918605	0.441028177	-3.922467303	8.76e-05	0.000553338	84996
NUDT14	33.74165569	-1.261609447	0.32227467	-3.914702477	9.05e-05	0.00057039	256281
IFI27	194.3760325	-1.024245188	0.261652593	-3.914523371	9.06e-05	0.000570602	3429
MVD	934.8662944	-1.170418266	0.299123203	-3.912830078	9.12e-05	0.000574194	4597
H4C4	5.323628414	-3.6329127	0.928629636	-3.912122292	9.15e-05	0.000575666	8360
GJC2	3.857995354	-4.155063374	1.062662206	-3.910050957	9.23e-05	0.000580195	57165
ABI3	21.3180253	-1.847675515	0.47257499	-3.909803852	9.24e-05	0.000580574	51225
LTF	35.9795352	-1.237921469	0.316693194	-3.908898236	9.27e-05	0.000582109	4057
RPL21P75	136.1428609	-1.465815066	0.375025424	-3.908575186	9.28e-05	0.000582672	728501
DGKZ	670.4542913	-1.026789292	0.262742333	-3.907970518	9.31e-05	0.000583701	8525
SIPA1	371.9479638	-1.05876714	0.271009179	-3.906757498	9.35e-05	0.000586421	6494
B9D2	26.30291795	-1.355012778	0.346912446	-3.90592149	9.39e-05	0.000588019	80776
MIR1302-2HG	8.901066768	-3.339852442	0.855118214	-3.905720151	9.39e-05	0.000588291	107985730
TNXA	3.624194468	-4.753096186	1.21718116	-3.905003087	9.42e-05	0.000589604	7146
MIR5695	15.78502037	-2.370444627	0.607361655	-3.902855252	9.51e-05	0.000593987	100847016
ZFHX2	43.17295943	-1.646499529	0.421944024	-3.902175258	9.53e-05	0.000595221	85446
