ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
LRRC4B	2.014913238	7.079806257	7.450493676	0.000489425	0.019721472	0.40938081
NCF1	-4.055596917	3.222785959	-7.447195337	0.000490507	0.019736057	0.406964081
RGS16	-1.376694735	7.777808063	-7.433376048	0.000495067	0.019861829	0.396827601
CRISP3	-1.870956166	3.950276123	-7.433336692	0.00049508	0.019861829	0.396798708
TJP1	1.235758634	7.662087729	7.428440247	0.000496708	0.019898042	0.393202892
FAIM	-1.068185225	7.625099789	-7.42578431	0.000497593	0.01990132	0.391251515
SBF2-AS1	-1.914997989	4.850072209	-7.420554402	0.000499343	0.01990132	0.387407068
MIR23AHG	1.31662176	8.045212496	7.420173082	0.00049947	0.01990132	0.387126665
GAPT	-1.801367536	4.772100344	-7.41716912	0.000500479	0.01990132	0.384917232
RAB39B	1.062432393	7.63293842	7.416094079	0.00050084	0.01990132	0.384126328
ZKSCAN7	1.528669658	5.378844341	7.398696687	0.000506731	0.020036333	0.371312185
HMGB3P26	-2.251629167	1.125814584	-7.379249965	0.000513413	0.020271313	0.356955187
TRIM29	-2.391456969	4.049809292	-7.372090871	0.000515899	0.020311006	0.351660911
IL20RB	-1.992913134	5.174233145	-7.368041726	0.000517311	0.020337422	0.348664372
SCNN1A	1.788774071	2.61769537	7.363846194	0.000518779	0.020340162	0.345557878
LINC-PINT	1.498470305	4.139210153	7.363605856	0.000518863	0.020340162	0.345379875
SEMA6C	1.250485925	6.908109126	7.344327063	0.000525672	0.020512228	0.331083604
H2AC16	1.643320019	7.85711283	7.341816655	0.000526567	0.020512228	0.329219428
THSD1	1.821991488	2.879959276	7.341067547	0.000526834	0.020512228	0.32866304
KCNQ4	-1.8741633	5.970142787	-7.336702835	0.000528394	0.020512228	0.325420173
ORAI2	-1.102756133	8.266214931	-7.330148759	0.000530747	0.020512228	0.320547291
MRPS30-DT	-1.241630921	3.734098795	-7.329714997	0.000530903	0.020512228	0.320224652
MYB	-1.330815826	12.56878716	-7.32126501	0.000533956	0.020579045	0.313935848
5_8S_rRNA	1.75289762	2.047313079	7.314601733	0.000536377	0.020619836	0.30897202
ZNF815P	-1.780976928	5.601187808	-7.314218855	0.000536517	0.020619836	0.308686666
HMGB3P16	-3.567390895	2.312016281	-7.30120114	0.000541287	0.020774057	0.298976472
HEPH	-3.002420307	5.216945128	-7.299032964	0.000542086	0.020775674	0.297357622
DLGAP1-AS1	-1.056235674	6.825616298	-7.275121823	0.000550992	0.021019435	0.279474913
SLC7A8	1.855606877	5.936269819	7.272466703	0.000551992	0.021019435	0.277485837
PRDM1	-2.067167948	5.874117454	-7.271712413	0.000552276	0.021019435	0.27692064
LYRM4-AS1	1.238319496	4.734109976	7.262794446	0.000555651	0.021067404	0.270234201
APOC1	-2.052312924	6.334427297	-7.258666621	0.000557221	0.021067404	0.267136701
DOP1B	1.202732877	6.749521416	7.258548937	0.000557266	0.021067404	0.267048367
ROM1	-1.279573031	4.444681594	-7.255474621	0.000558439	0.021067404	0.264740322
PNMA3	-1.825124388	2.743179893	-7.252233673	0.000559678	0.021067404	0.262306197
IGHD	-3.200590263	4.527415036	-7.239553456	0.00056456	0.021164041	0.252773004
NCAM1	1.61724968	2.670279007	7.224144233	0.000570558	0.021308528	0.241167318
RINL	-1.102759662	8.417003441	-7.223671705	0.000570743	0.021308528	0.240811065
KIF3A	1.046018065	9.435733844	7.213469005	0.000574758	0.021418039	0.233113708
EPN3	-1.966038281	5.25025526	-7.212254876	0.000575238	0.021418039	0.232197048
PITX1-AS1	-1.418048828	6.131896113	-7.208928979	0.000576555	0.021437988	0.229685289
LAIR2	1.75099358	2.706114489	7.203918456	0.000578545	0.021438388	0.225899262
CCR7	-1.308943603	5.547815069	-7.200094173	0.00058007	0.021438388	0.223007943
IKZF2	-1.331965201	4.972270346	-7.196085656	0.000581674	0.021438388	0.219975818
TAC3	1.942164553	6.736670239	7.189368316	0.000584372	0.021438388	0.214891195
FAM111B	1.499754987	5.829892809	7.161020637	0.000595923	0.021796652	0.19338548
BCRP3	-2.138345833	2.899790615	-7.159555832	0.000596527	0.021796652	0.192272095
GPT2	1.200509591	8.809060392	7.157061105	0.000597557	0.021805268	0.190375394
CRHR2	1.08880674	6.670140214	7.151314016	0.000599939	0.021863105	0.186003667
KAZN-AS1	2.414920078	3.038077738	7.138711246	0.0006052	0.021967337	0.176405634
MAPK3	-1.313384682	7.10656362	-7.125160967	0.000610918	0.022112551	0.166068664
ETS1	2.165887595	5.329537334	7.115599324	0.000614991	0.022112551	0.158763634
MOV10L1	-1.864982196	3.698893771	-7.104685829	0.000619678	0.022112551	0.150414822
DBP	-1.305453216	5.128890287	-7.102271875	0.00062072	0.022112551	0.148566567
MRGPRE	-3.37424519	3.622907569	-7.091919803	0.000625214	0.022112551	0.140633947
H1-1	2.335898005	4.272998857	7.079301686	0.000630743	0.022112551	0.130950595
LINC01088	-2.204471692	4.271500726	-7.078181731	0.000631236	0.022112551	0.130090362
SMIM10	-1.007654698	11.54035534	-7.067031981	0.000636174	0.022112551	0.121519521
SH3BP5	1.441916602	5.347741237	7.060372971	0.000639144	0.022112551	0.116394848
CCDC152	1.216303139	7.002392938	7.043801183	0.000646607	0.022112551	0.103622337
ZBBX	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
RBP7	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
ABHD17AP3	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
RPL30P2	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
LRRTM1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
AOX2P	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
FBXO40	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
NECTIN3-AS1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
RNU6-658P	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
RBM24	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
MARCKSL1P2	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
GNL2P1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
VCX	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
TRPM6	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
LMX1B	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
ENTPD2	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
FGF14-IT1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
LTK	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
CEROX1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
ABCC12	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
LINC01727	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
KLKP1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
NAPSB	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557
LINC02613	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
RALBP1P1	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
FAM136BP	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
FYTTD1P1	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
TEX12	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
EIF4BP2	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
LINC00482	-1.389975	0.6949875	-7.043152163	0.000646901	0.022112551	0.103121557
TPSD1	-1.311196037	6.592572361	-7.040248445	0.00064822	0.022124128	0.100880551
H3C2	1.86865501	7.528220798	7.034577781	0.000650804	0.022184746	0.096501673
LINC00240	1.524488954	3.559683618	7.029879901	0.000652955	0.022230429	0.092871549
EPS8L1	-1.446102359	7.312105462	-7.022467942	0.000656364	0.022318815	0.087139735
SLC1A4	1.063629845	9.42349089	7.020195851	0.000657413	0.022326828	0.085381584
MERTK	-1.872429463	6.670721421	-7.016025381	0.000659344	0.022364733	0.082153116
HECW2-AS1	-1.99239069	4.101245199	-7.011038908	0.000661662	0.022383988	0.078290676
PHLDB2	1.90651618	3.029530987	7.005988122	0.000664019	0.022412489	0.074375882
H4C15	3.1826314	3.509611534	7.003167247	0.00066534	0.022429481	0.072188348
C8orf74	1.950999196	3.13945063	6.998943686	0.000667323	0.022468739	0.068911566
FCGR2B	-1.899434658	4.605459415	-6.991274406	0.000670942	0.022535291	0.062956901
LINC01816	1.928211615	3.492426641	6.986460254	0.000673226	0.022556769	0.059216024
CMKLR1	-1.456812297	5.292029818	-6.979282168	0.000676648	0.022643764	0.053633904
IFITM2	-2.938379964	4.652772244	-6.97750594	0.000677497	0.022644587	0.052251799
ID1	1.382211424	7.444288343	6.970945802	0.000680647	0.022697067	0.047144519
IRAG2	-1.355915706	6.881796106	-6.96487657	0.000683576	0.022741038	0.04241556
SYP	1.041046191	7.050410468	6.964624214	0.000683698	0.022741038	0.04221885
LINC00570	-2.919974047	6.212842368	-6.958807255	0.00068652	0.022779668	0.037682814
LY6G6E	1.399549881	5.619893644	6.954904226	0.000688421	0.022815155	0.034637333
KCNQ5	-2.330752165	4.974480364	-6.942943069	0.000694284	0.022954047	0.025294598
SYTL3	-2.284477778	3.908641562	-6.937516897	0.000696964	0.02298724	0.021051489
GPR21	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547
NLRP12	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547
RNF225	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547
SPRR2F	-2.238081839	1.11904092	-6.928615711	0.000701385	0.022994878	0.014084547
ESRRG	-2.46008153	4.213802337	-6.907180759	0.000712168	0.023182199	-0.002725637
PCDH10	1.198264503	4.524884023	6.898672204	0.000716501	0.02324056	-0.009411395
CASKIN1	2.312212646	1.489439657	6.893569025	0.000719115	0.023297808	-0.013424864
HULC	2.453768046	3.755204857	6.887193357	0.000722397	0.023376521	-0.018442846
PKD1L1	2.163951032	1.415308849	6.88443788	0.00072382	0.023380292	-0.020612839
ATF3	1.202670686	10.02004056	6.877502373	0.000727418	0.023456027	-0.026078133
PTPRC	-1.138668324	9.907771389	-6.874554148	0.000728954	0.023477957	-0.028402878
NYAP1	-1.468629766	6.116239206	-6.870331999	0.00073116	0.023521395	-0.031733698
CLDN11	-3.259294601	4.70189592	-6.867923126	0.000732422	0.023534403	-0.033634859
RN7SKP203	1.720550479	9.701919755	6.857458349	0.000737934	0.023622866	-0.041900934
STMN3	-1.026792516	6.616781476	-6.851419824	0.000741136	0.023675809	-0.046675865
LHFPL2	-1.687758586	7.230555615	-6.84242901	0.000745935	0.023801393	-0.053792275
FOSB	1.968525733	8.050469164	6.83179493	0.000751657	0.02392834	-0.062220144
FCRLA	-2.577106344	2.816874005	-6.829099218	0.000753116	0.023946999	-0.064358446
SNHG22	1.089715271	6.039473389	6.825342906	0.000755154	0.023973218	-0.067339296
S100A3	-2.333583873	6.327023786	-6.823635344	0.000756083	0.023973218	-0.068694829
FANK1	-1.693248289	6.269782051	-6.822756381	0.000756562	0.023973218	-0.069392703
LILRA6	-1.789473052	4.637676089	-6.817111778	0.000759643	0.024043103	-0.073876285
EGFL7	1.330701383	9.040880964	6.794929942	0.000771896	0.02434667	-0.091527676
CAVIN2-AS1	2.499562016	4.038555079	6.784736295	0.000777604	0.024397923	-0.099656546
BOK	-1.302583029	4.630170828	-6.784143876	0.000777938	0.024397923	-0.1001293
PEAK3	1.564383829	4.631156734	6.77891445	0.000780886	0.024405813	-0.104304012
LZTS3	1.260093107	6.739084558	6.756040821	0.000793939	0.024757369	-0.122597931
H2BC21	1.87848938	7.080916376	6.739946763	0.000803276	0.024963414	-0.135502575
GADD45G	1.537522321	7.770950211	6.737442847	0.00080474	0.024980623	-0.137512731
TLX3	-1.821887857	3.677346602	-6.732357729	0.000807723	0.024993179	-0.141597122
GAR1	-1.063772776	11.52423879	-6.732095945	0.000807877	0.024993179	-0.141807462
RUNDC3A-AS1	1.150915219	7.476174791	6.729378254	0.000809477	0.024996962	-0.143991516
CNN2P9	-1.43975132	2.304838161	-6.728794276	0.000809821	0.024996962	-0.144460928
PPFIA4	-1.001006897	6.491047902	-6.724712597	0.000812232	0.025016406	-0.147742859
STARD9	1.20863534	7.36407904	6.724641212	0.000812274	0.025016406	-0.147800273
LINC01291	1.175770473	6.909738185	6.720135444	0.000814946	0.025048906	-0.151425275
ABCB1	2.185849225	4.898875451	6.719376009	0.000815397	0.025048906	-0.152036471
SFTPD	-1.053488224	4.663207757	-6.711026754	0.000820377	0.025105289	-0.158759996
LAPTM4B	1.631992239	7.495721486	6.709794574	0.000821115	0.025105289	-0.159752876
PIPOX	1.769951754	3.984711883	6.672709496	0.000843694	0.025582118	-0.18971111
SOX21-AS1	-2.109769208	5.175623876	-6.668858463	0.00084608	0.025626147	-0.192830455
TNFAIP3	-1.014878698	6.549593515	-6.6656014	0.000848104	0.025659131	-0.195469918
CCNT2-AS1	1.025309375	6.630042738	6.655462848	0.000854441	0.025761125	-0.203693262
C12orf75	-1.187874115	7.868019445	-6.655397785	0.000854482	0.025761125	-0.20374607
NRGN	1.213377756	7.78755845	6.652183108	0.000856503	0.02576664	-0.2063558
AIF1	-1.552339362	5.90429603	-6.649610596	0.000858124	0.02576664	-0.208445006
GPR34	-2.95678824	1.47839412	-6.649441503	0.000858231	0.02576664	-0.208582356
ZC3H12C	1.359633609	4.203418284	6.646738797	0.000859938	0.025789683	-0.210778108
SOGA1	-1.196278063	7.236520405	-6.635723364	0.000866938	0.025817412	-0.219735445
SLFN5	1.097462093	6.307075462	6.634956836	0.000867427	0.025817412	-0.220359242
NPHP1	1.237363642	3.965445061	6.629064816	0.000871201	0.025854711	-0.225156242
TMEM141	-1.10241796	6.39622988	-6.62855544	0.000871528	0.025854711	-0.225571126
FCGR3B	-1.270911034	4.935870194	-6.612208853	0.000882104	0.02608384	-0.238900175
GIHCG	-1.084130307	9.294596826	-6.606616095	0.000885756	0.026149961	-0.243467134
LITAF	-1.43196944	7.353343558	-6.599885811	0.000890175	0.026181443	-0.248967455
MYO1G	-1.26648861	7.899374148	-6.577419216	0.000905112	0.026478883	-0.267363741
EPX	-2.308365064	3.392264371	-6.568910113	0.000910846	0.026589927	-0.274345522
EIF4A1	1.211230458	8.820855813	6.564613238	0.000913758	0.026646574	-0.277874129
KCNS3	2.399890782	1.199945391	6.561045035	0.000916184	0.026660655	-0.280805875
GKN2	-2.399890782	1.199945391	-6.561045035	0.000916184	0.026660655	-0.280805875
GAS7	-1.184297791	7.115199227	-6.558778907	0.000917728	0.026677313	-0.282668515
MAFA	1.668730872	4.67880868	6.555677341	0.000919847	0.026710615	-0.285218748
PGA5	-2.433069339	1.549868003	-6.553969842	0.000921016	0.026716289	-0.286623169
LINC01882	2.007620319	2.834427858	6.546192972	0.000926363	0.026748723	-0.293023684
ADAMTSL4	-1.028488547	7.504788727	-6.545482362	0.000926853	0.026748723	-0.293608859
RGS2	1.113610222	7.533802236	6.542681016	0.000928789	0.026748723	-0.295916254
CYTL1	-1.199189063	5.455282801	-6.540980728	0.000929966	0.026748723	-0.297317155
ACTR1AP1	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673
GALNT15	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673
TEX37	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673
MPP7-DT	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673
MIOS-DT	-1.227975876	6.133122561	-6.530189255	0.000937479	0.026853183	-0.306215829
CD84	-1.411527112	7.227152923	-6.524856143	0.000941217	0.026917647	-0.31061823
BOLA3-AS1	-1.694787333	6.504305348	-6.519516083	0.000944978	0.02692437	-0.315029489
SBF1P2	1.988594762	1.327630714	6.517208978	0.000946609	0.02692437	-0.316936284
NECTIN1	-1.598243144	9.093677667	-6.516893561	0.000946832	0.02692437	-0.317197019
LINC01094	-1.454468244	5.510512152	-6.509740079	0.000951909	0.027040731	-0.32311325
DDX60	-1.106208123	8.403174499	-6.508138472	0.000953051	0.027043609	-0.324438616
LINC01063	1.797439141	2.288694571	6.505453311	0.000954967	0.027043609	-0.326661282
LDB3	-1.913572576	4.346761289	-6.50054403	0.000958483	0.027109052	-0.33072703
TSPAN7	-3.122107405	2.089374536	-6.499470715	0.000959254	0.027109052	-0.331616278
ARHGAP9	-2.349365298	5.058964307	-6.48588347	0.000969073	0.027329742	-0.342884353
H4C12	2.188481619	4.69883454	6.484539454	0.000970051	0.027329742	-0.34400007
GASK1B	-2.311520477	5.117150412	-6.480319145	0.000973128	0.027388323	-0.347504796
RHEX	-2.733563667	5.241865908	-6.476840943	0.000975673	0.027405309	-0.350394724
MLPH	-1.411010304	5.74159829	-6.471074997	0.000979909	0.027438448	-0.355188412
MPV17L2	1.024592043	8.028534878	6.46687056	0.000983011	0.027497252	-0.358686213
HSBP1L1	-1.761420651	5.193780953	-6.457211666	0.000990181	0.02761337	-0.366729162
BEST1	-1.103754183	8.111027511	-6.454830126	0.000991958	0.027634848	-0.368713857
NR4A2	1.419595977	9.32456927	6.448182934	0.000996938	0.027717311	-0.374256734
NKX3-1	1.285586279	6.779728943	6.424174281	0.00101517	0.028039539	-0.394317705
SNORD101	1.060253428	6.643292627	6.420657294	0.001017873	0.028039539	-0.397261797
DNAH3	1.109860556	6.352335873	6.412893048	0.001023871	0.02815235	-0.403766193
NOS3	-1.788774071	2.422707869	-6.392717325	0.001039649	0.028443689	-0.420699687
PTK6	1.635630199	2.786778631	6.381694681	0.001048389	0.028597266	-0.42997029
GSTT2B	2.124847574	3.300505626	6.37078647	0.001057123	0.028704722	-0.439158103
C5AR2	-1.15612554	8.654297753	-6.363964012	0.001062628	0.028704722	-0.444911368
DNAAF8	1.742939563	2.399790615	6.363519659	0.001062988	0.028704722	-0.445286265
FGF22	1.590660197	4.627614691	6.360592852	0.001065361	0.028717647	-0.447756148
KAZALD1	-1.872965543	6.402730669	-6.358818207	0.001066803	0.028717762	-0.449254213
BTN2A2	-1.153121881	9.234059627	-6.358012304	0.001067458	0.028717762	-0.449934632
LINC01560	1.180162319	4.758519612	6.347315178	0.001076204	0.028896381	-0.458973113
VGF	1.706395124	6.436068288	6.338895426	0.001083146	0.029011176	-0.466096447
TMEM170B	1.014932935	5.85660009	6.338860315	0.001083175	0.029011176	-0.466126168
RNVU1-22	1.97427738	2.37711369	6.331865736	0.001088982	0.029068828	-0.472049907
MLKL	-1.127179456	7.570385024	-6.321598923	0.001097572	0.029241226	-0.480754977
MSC-AS1	2.358938532	1.5128026	6.312682745	0.001105095	0.02936038	-0.48832459
CBARP-DT	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772
LINC01630	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772
LINC02413	-1.918295834	0.959147917	-6.28681875	0.001127262	0.029743457	-0.510333772
OR2L1P	2.302296865	1.151148433	6.278083093	0.001134865	0.029857952	-0.517784733
PPDPFL	2.302296865	1.151148433	6.278083093	0.001134865	0.029857952	-0.517784733
RPL36A	1.095724081	7.806346022	6.274062291	0.001138385	0.029910263	-0.521217161
TNRC6B-DT	2.595745427	4.80507286	6.260187446	0.001150629	0.030154577	-0.533075917
WIPF1	-1.410208981	7.28113889	-6.254444526	0.001155742	0.030204486	-0.537990837
CRYZL2P	-1.756486892	4.104149993	-6.247735672	0.001161748	0.030332563	-0.543737234
MYO1F	-1.616769022	5.460993698	-6.244817058	0.001164372	0.030372182	-0.546238761
LGALS3BP	-1.066238001	8.38340585	-6.23876638	0.001169835	0.030485688	-0.551427892
ACOXL	1.050364476	5.892261261	6.222797996	0.001184394	0.030748307	-0.565142876
RNU6-48P	1.130772474	2.427040404	6.216646212	0.001190059	0.030866182	-0.570434418
CHGA	2.962576113	3.473714698	6.207143506	0.001198873	0.030989952	-0.578616927
SMIM14	1.136098237	5.634683234	6.206632568	0.001199349	0.030989952	-0.579057178
KCNK12	-1.480190864	3.506498105	-6.204440239	0.001201394	0.030992304	-0.580946548
HES5	-1.505338382	2.828942088	-6.193246552	0.001211899	0.031221621	-0.590602086
CKAP4	1.037533052	5.337208933	6.192221688	0.001212866	0.031221621	-0.59148685
DIXDC1	-1.225083509	6.368234843	-6.179081305	0.001225346	0.031424965	-0.602841773
SAMD3	-1.698239552	3.332856813	-6.174848571	0.001229398	0.031499438	-0.606503671
GPRASP1	1.283764927	7.397909292	6.166036245	0.001237883	0.031608581	-0.614134263
LINC01715	2.181440172	3.588004451	6.1656417	0.001238265	0.031608581	-0.614476112
CCDC149	1.835931547	2.307940774	6.161799272	0.001241987	0.031674144	-0.617806292
UBE2D1	1.03878353	7.841151704	6.158433152	0.001245259	0.031683466	-0.620725083
IL7	-1.042019362	4.813437726	-6.15279223	0.001250765	0.031750455	-0.625619351
SERPINB9P1	-1.528479835	4.851800631	-6.146409627	0.001257029	0.031879965	-0.63116163
TLR6	-1.132424352	6.318466022	-6.140941585	0.001262424	0.031987231	-0.635913561
H3C6	1.237650241	5.258818652	6.125711174	0.001277594	0.032289602	-0.649167895
ITGAM	-2.55620121	3.270527246	-6.115356723	0.001288028	0.032352147	-0.658194511
ID4	2.085163186	5.478504937	6.1150524	0.001288336	0.032352147	-0.65846
WFS1	1.20166842	5.43444817	6.114393514	0.001289004	0.032352147	-0.659034843
EML1	-1.230014849	3.024613655	-6.109740135	0.00129373	0.032355339	-0.663096134
FGFR1	1.323091161	6.423310194	6.106102874	0.001297438	0.032355339	-0.666272379
FAM189A2	1.060583479	2.11525424	6.105380736	0.001298175	0.032355339	-0.666903174
FNTAP1	-1.060583479	2.11525424	-6.105380736	0.001298175	0.032355339	-0.666903174
YBX2	-1.786250482	6.814178736	-6.09076307	0.001313212	0.032582141	-0.67968512
DNAAF11	-1.618754841	5.861009821	-6.080004593	0.001324408	0.032744605	-0.689108712
ZEB2-AS1	1.322526174	4.058694025	6.079429617	0.00132501	0.032744605	-0.689612734
FCGR3A	-2.311842877	4.773171119	-6.06881317	0.001336173	0.032744605	-0.698926131
ASGR1	-1.20555712	4.174193733	-6.062201122	0.001343181	0.032744605	-0.704733406
GSTCD-AS1	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
RNU4ATAC12P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
AMY1B	-1.1949875	0.59749375	-6.05512962	0.001350723	0.032744605	-0.710949984
LINC01980	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
NPHP3-ACAD11	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
RN7SL558P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
RNU2-61P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
CYP2C19	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
PPP1R12A-AS2	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
ADAD2	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
TMEM235	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
FRG2EP	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
CGB7	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984
LINC02851	-1.1949875	0.59749375	-6.05512962	0.001350723	0.032744605	-0.710949984
CDK2AP2P2	-1.1949875	0.59749375	-6.05512962	0.001350723	0.032744605	-0.710949984
IKBKE	-1.018125895	7.149831497	-6.054346996	0.001351561	0.032744605	-0.711638357
GASK1B-AS1	-2.297615882	4.903035322	-6.05395727	0.001351978	0.032744605	-0.711981177
TEX45	-2.788774071	1.727720369	-6.047109112	0.001359337	0.032842196	-0.718008061
NR5A2	-2.00448742	3.240325549	-6.041404123	0.001365503	0.032955829	-0.723033154
ARIH2OS	1.104488839	5.017288565	6.035068986	0.001372389	0.033010457	-0.728617861
SCLY	1.09653194	6.653693147	6.018971256	0.001390067	0.033271838	-0.74283038
ALG1L15P	2.635630199	1.651148433	6.018379233	0.001390722	0.033271838	-0.743353663
SOCS3	1.834267082	7.076933993	6.015047222	0.001394416	0.033308667	-0.746299586
TCEA2	1.024536433	6.328393036	6.007411749	0.001402924	0.033472178	-0.753055354
CHKB-DT	1.181025014	5.95230208	6.000619524	0.001410544	0.03355294	-0.759070926
PAK6	-1.856538179	4.115683231	-6.000187002	0.001411031	0.03355294	-0.75945418
GNB5	1.61146282	5.737152592	5.997484151	0.001414077	0.033596273	-0.761849664
CICP3	1.093652105	2.761444782	5.976129954	0.001438418	0.034027273	-0.780806487
LPIN3	-2.327858443	6.18727491	-5.953471385	0.00146478	0.034391488	-0.800981636
PLCB2	-1.116490324	8.766076404	-5.939004304	0.001481906	0.034637965	-0.813895739
TRAC	-2.079821978	2.870528688	-5.929275967	0.001493552	0.034750872	-0.822594124
DDN	-2.695404765	4.905177496	-5.928625863	0.001494334	0.034750872	-0.823175812
CASC11	2.520747475	1.260373737	5.923313664	0.001500743	0.034840849	-0.827930901
TNRC18P1	2.788774071	1.922707869	5.908580976	0.001518684	0.035138447	-0.841136581
ANGPT4	-1.910062354	2.150018677	-5.905499016	0.001522468	0.035177512	-0.843902466
ATP2B2	-1.267992441	3.431435361	-5.905118735	0.001522936	0.035177512	-0.844243827
TERF1P4	1.881285397	1.273976032	5.901058745	0.00152794	0.035187395	-0.847889406
LDHAP7	-1.881285397	1.273976032	-5.901058745	0.00152794	0.035187395	-0.847889406
CCDC162P	-1.43678004	4.379625418	-5.89907211	0.001530395	0.035201662	-0.849673998
RAET1E	-2.818442407	3.604208704	-5.868364605	0.00156894	0.035803751	-0.877320262
PCK1	-4.563350851	3.917305624	-5.868357797	0.001568948	0.035803751	-0.877326404
CYP2S1	-1.486543441	6.034644005	-5.867266903	0.001570338	0.035803751	-0.878310685
PITX1	-2.087524763	5.463284393	-5.857559562	0.00158277	0.035919669	-0.887075802
INSIG1-DT	1.092935576	5.265530793	5.854501119	0.00158671	0.035919669	-0.889839797
STING1	-1.537394765	7.632474854	-5.844652472	0.001599476	0.036151437	-0.898748146
SSBL4P	1.231528997	4.72932605	5.843735759	0.00160067	0.036151437	-0.899577947
TTC29	-1.950999196	3.213581437	-5.829902503	0.001618819	0.036351893	-0.912112362
ZNF618	-1.117345459	7.634359409	-5.828230045	0.001621029	0.036368685	-0.913629399
GUCY1B1	1.802777876	5.146926715	5.827003308	0.001622653	0.036368685	-0.914742357
CYTH4	-1.277401929	5.411360238	-5.825644036	0.001624454	0.036368685	-0.915975776
CDR2L	1.303981274	4.678929813	5.825331676	0.001624868	0.036368685	-0.916259248
RPL37P23	-1.039548165	3.619510089	-5.810542258	0.001644622	0.036652694	-0.929694776
B4GAT1	-1.236556905	6.378414556	-5.81010922	0.001645204	0.036652694	-0.930088582
CCDC180	-1.025252763	4.405199596	-5.808844548	0.001646907	0.036652694	-0.931238814
ATG9B	-1.703243407	5.099899649	-5.803593698	0.001653998	0.036758905	-0.936016649
MYOM1	-1.180240836	5.377526357	-5.803327946	0.001654358	0.036758905	-0.936258553
PPM1J-DT	2.358938532	1.179469266	5.787309882	0.001676217	0.03709442	-0.95085547
RECK	1.05764452	5.511611337	5.777991835	0.001689087	0.037259041	-0.959361584
H4C11	1.631189917	4.471337045	5.772791036	0.001696321	0.037358023	-0.964113944
